_inputshopbuymultiple;BUY
shop_data_15_kegs_gaea_title;x28 Scraps, x15 Ultimate Kegs
shop_data_15_kegs_title;Ultimate Kegs x 15
shop_data_15_neutral_kegs_title;Neutral Keg x 15
shop_data_15_neutral_kegs_title_gaea;Scraps x 28, Neutral Keg x 15
shop_data_15_premium_cc_kegs_title;Premium Crimson Curse Keg x 15
shop_data_15_premium_cc_kegs_title_gaea;Scrap x 35, Premium Crimson Curse Keg x 15
shop_data_1600_powder_title;x1600 Meteorite Powder
shop_data_2_cc_kegs_title;Crimson Curse Keg x 2
shop_data_2_ep5_kegs_title;Master Mirror Keg x 2
shop_data_2_ep5_kegs_title_gaea;Scraps x7, Master Mirror Keg x2
shop_data_2_ep5_premium_kegs_title;Premium Master Mirror Keg x 2
shop_data_2_ep5_premium_kegs_title_gaea;Scraps x10, Premium Master Mirror Keg x2
shop_data_2_kegs_gaea_title;x7 Scraps, x2 Ultimate Kegs
shop_data_2_kegs_title;Ultimate Kegs x 2
shop_data_2_neutral_kegs_title;Neutral Keg x 2
shop_data_2_neutral_kegs_title_gaea;Scraps x 7, Neutral Keg x 2
shop_data_2_premium_cc_kegs_title;Premium Crimson Curse Keg x 2
shop_data_2_premium_cc_kegs_title_gaea;Scrap x 10, Premium Crimson Curse Keg x 2
shop_data_2019_bear_seasonal_bundle_desc;This special bundle contains collectible cosmetic items that were obtainable in GWENT during the Season of the Bear. It includes:\n\n <sprite="PopupIcons" name="CardBack">  Season of the Bear cardback\n\n <sprite="PopupIcons" name="Avatar">  2 Avatars: Vernon Roche and She-Bear\n\n <sprite="PopupIcons" name="Border"> 4 Seasonal Borders: Bear Cub, Ursine Novice, Grizzly Bear and Ursine Grandmaster\n\n <sprite="PopupIcons" name="Border"> 1 previously unreleased item: Bear Border.
shop_data_2019_bear_seasonal_bundle_title;Season of the Bear Bundle
shop_data_2019_elf_season_bundle_desc;This special bundle contains ornaments obtainable in GWENT during the Season of the Elves, along with a special bonus item! The bundle’s content includes:\n\n <sprite="PopupIcons" name="CardBack"> Season of the Elves Cardback\n\n <sprite="PopupIcons" name="Avatar"> 2 Seasonal Avatars: Aelirenn and Elf Avatar\n\n <sprite="PopupIcons" name="Border"> 4 Seasonal Borders: Neophyte, Swordmaster, Marksman, and Queen of the Elves\n\n <sprite="PopupIcons" name="Avatar"> Bonus Avatar: Dol Blathanna Archer Avatar
shop_data_2019_elf_season_bundle_title;Season of the Elves Bundle
shop_data_2019_magic_seasonal_bundle_desc;This special bundle contains ornaments obtainable in GWENT during the Season of Magic, along with a special bonus item! The bundle’s content includes:\n\n <sprite="PopupIcons" name="CardBack"> Season of Magic cardback\n\n <sprite="PopupIcons" name="Avatar"> 3 seasonal avatars: Triss, Yennefer, and Keira Metz\n\n <sprite="PopupIcons" name="Border"> 4 seasonal borders: Pellar, Court Mage, Sorceress of the Lodge, and Aen Saevherne\n\n <sprite="PopupIcons" name="Avatar"> Bonus avatar: Dethmold
shop_data_2019_magic_seasonal_bundle_title;Season of Magic Bundle
shop_data_2019_viper_seasonal_bundle_desc;This special bundle contains ornaments obtainable in GWENT during the Season of the Viper, along with a special bonus item! The bundle’s content includes:\n\n <sprite="PopupIcons" name="CardBack"> Season of the Viper cardback\n\n <sprite="PopupIcons" name="Avatar"> 3 seasonal avatars: Letho, Auckes, and Serrit\n\n <sprite="PopupIcons" name="Border"> 4 seasonal borders: Apprentice, Novice, Viper and Viper Professional\n\n <sprite="PopupIcons" name="Title"> Bonus title: "The Viper"
shop_data_2019_viper_seasonal_bundle_title;Season of the Viper Bundle
shop_data_2020_celebration_pack_desc;<sprite="PopupIcons" name="PremiumKeg"> 25 Premium Way of The Witcher Kegs\n\n<sprite="PopupIcons" name="Border"> Hym Border \n\n<sprite="PopupIcons" name="Title"> "Specter" title \n\n<sprite="PopupIcons" name="Powder"> 1500 Meteorite Powder\n\n Celebrate Yule's Season with Premium Cards but do not forget about spirit of the Yule! 
shop_data_2020_celebration_pack_title;Yule's Celebration Package
shop_data_25_perc_promo_desc;25% Reduced Price!
shop_data_3200_powder_title;x3200 Meteorite Powder
shop_data_40_cc_kegs_title;Crimson Curse Keg x 40
shop_data_40_ep5_kegs_title;Master Mirror Keg x 40
shop_data_40_ep5_kegs_title_gaea;Scraps x68, Master Mirror Keg x40
shop_data_40_ep5_premium_kegs_title;Premium Master Mirror Keg x 40
shop_data_40_ep5_premium_kegs_title_gaea;Scraps x80, Premium Master Mirror Keg x40
shop_data_40_kegs_gaea_title;x68 Scraps, x40 Ultimate Kegs
shop_data_40_kegs_title;Ultimate Kegs x 40
shop_data_40_neutral_kegs_title;Neutral Keg x 40
shop_data_40_neutral_kegs_title_gaea;Scraps x 68, Neutral Keg x 40
shop_data_40_premium_cc_kegs_title;Premium Crimson Curse Keg x 40
shop_data_40_premium_cc_kegs_title_gaea;Scrap x 80, Premium Crimson Curse Keg x 40
shop_data_400_powder_title;x400 Meteorite Powder
shop_data_4800_powder_title;x4800 Meteorite Powder
shop_data_50_perc_promo_desc;50% Reduced Price!
shop_data_60_cc_kegs_title;Crimson Curse Keg x 60
shop_data_60_ep5_kegs_title;Master Mirror Keg x 60
shop_data_60_ep5_kegs_title_gaea;Scraps x188, Master Mirror Keg x60
shop_data_60_ep5_premium_kegs_title;Premium Master Mirror Keg x 60
shop_data_60_ep5_premium_kegs_title_gaea;Scraps x260, Premium Master Mirror Keg x60
shop_data_60_kegs_gaea_title;x188 Scraps, x60 Ultimate Kegs
shop_data_60_kegs_title;Ultimate Kegs x 60
shop_data_60_neutral_kegs_title;Neutral Keg x 60
shop_data_60_neutral_kegs_title_gaea;Scraps x 188, Neutral Keg x 60
shop_data_60_premium_cc_kegs_title;Premium Crimson Curse Keg x 60
shop_data_60_premium_cc_kegs_title_gaea;Scrap x 260, Premium Crimson Curse Keg x 60
shop_data_7_cc_kegs_title;Crimson Curse Keg x 7
shop_data_7_ep5_kegs_title;Master Mirror Keg x 7
shop_data_7_ep5_kegs_title_gaea;Scraps x18, Master Mirror Keg x7
shop_data_7_ep5_premium_kegs_title;Premium Master Mirror Keg x 7
shop_data_7_ep5_premium_kegs_title_gaea;Scraps x25, Premium Master Mirror Keg x7
shop_data_7_kegs_gaea_title;x18 Scraps, x7 Ultimate Kegs
shop_data_7_kegs_title;Ultimate Kegs x 7
shop_data_7_neutral_kegs_title;Neutral Keg x 7
shop_data_7_neutral_kegs_title_gaea;Scraps x 18, Neutral Keg x 7
shop_data_7_premium_cc_kegs_title;Premium Crimson Curse Keg x 7
shop_data_7_premium_cc_kegs_title_gaea;Scrap x 25, Premium Crimson Curse Keg x 7
shop_data_7200_powder_title;x7200 Meteorite Powder
shop_data_800_powder_title;x800 Meteorite Powder
shop_data_air_bundle_desc;<sprite="PopupIcons" name="Skin"> Queen of the Wind skin (Scoia'tael) \n\n<sprite="PopupIcons" name="Board"> Dandelion Meadow board \n\nThis Bundle was introduced to support GWENT Open 4 during the Year of the Wererat.
shop_data_air_bundle_title;Air Bundle
shop_data_air_pack_desc;<sprite="PopupIcons" name="Avatar"> Djinn Avatar\n\n<sprite="PopupIcons" name="Border"> Animated Air Border\n\n<sprite="PopupIcons" name="Title"> "the Djinn" Title\n\n<sprite="PopupIcons" name="Powder"> 400 Meteorite Powder\n\nThey say: be careful what you wish for from a djinn… But with this pack, you know exactly what you’re getting — three unique djinn-themed items, as well as some Meteorite Powder. Purchasing it also helps to support GWENT esports; 30% of proceeds from the pack will directly boost the prize pool for the GWENT Open 4, which takes place in October 2020!
shop_data_air_pack_title;Djinn Pack (GWENT Open 4)
shop_data_ambush_bundle_desc;<sprite="PopupIcons" name="Avatar"> Braenn Avatar\n\n<sprite="PopupIcons" name="Border"> Ambush Border\n\n<sprite="PopupIcons" name="Title"> "Ambusher" Title\n\nCelebrate the arrival of the Season of the Dryad with this exotic bundle inspired by the Dryad ambushers!
shop_data_ambush_bundle_title;Ambush Bundle
shop_data_autumn_bundle_open_title;Autumn Bundle
shop_data_autumn_pack_bundle_desc;<sprite="PopupIcons" name="Board"> Autumn Board\n\n<sprite="PopupIcons" name="CardBack"> Autumn Cardback\n\nPurchasing this product helps to support GWENT esports; 30% of proceeds from the pack will directly boost the prize pool for the GWENT Masters, which takes place in December 2021!
shop_data_autumn_pack_open_desc;<sprite="PopupIcons" name="Coin"> Autumn Coin\n\n<sprite="PopupIcons" name="Powder"> 400 Meteorite Powder\n\nPurchasing this product helps to support GWENT esports; 30% of proceeds from the pack will directly boost the prize pool for the GWENT Open 4, which takes place in October 2021!
shop_data_autumn_pack_open_title;Autumn Pack (OPEN 4)
shop_data_base_set_key_desc;Quickly expand your collection by purchasing Ultimate Kegs! These unique kegs contain Cards from the pool of all existing GWENT cards.\n\nOnce opened, each keg will grant you 5 random Cards, 4 of which are of at least common rarity. The 5th, chosen from 3 cards, is guaranteed to be at least rare.
shop_data_blood_moon_pack_desc;Whether you side with the monster invasion or choose to resist, the Blood Moon Pack will help you better prepare for battles that lie ahead. The pack contains: \n\n <sprite="PopupIcons" name="CCKeg">  100 Crimson Curse Kegs\n\n <sprite="PopupIcons" name="Powder">  1000 Meteorite Powder\n\n <sprite="PopupIcons" name="Ticket">  10 Mirror Shards \n\n This offer is available until April 30, 2019 and can be purchased an unlimited number of times.
shop_data_blood_moon_pack_title;Blood Moon Pack
shop_data_bloody_gernichora_skin_desc;<sprite="PopupIcons" name="Skin"> Bloody Mistress skin\n\nTake over human form of a centuries-old monster stalking the Angren's swamps.
shop_data_bloody_gernichora_skin_title;Bloody Mistress Skin
shop_data_bran_skin_desc;<sprite="PopupIcons" name="Skin">Young Bran Skin\n\nRise to the power is inevitable for the rightful owner of the iron crown, Young Bran is here!\n\nThis skin can be equipped only for Skellige Faction.
shop_data_bran_skin_title;Young Bran Skin
shop_data_buy_now_promo_desc;Buy Now!
shop_data_cat_bundle_desc;<sprite="PopupIcons" name="Avatar"> Kiyan Avatar\n\n<sprite="PopupIcons" name="Border"> Feline Grandmaster Border\n\n<sprite="PopupIcons" name="Title"> "Pugnacious cat" Title\n\nThis bundle contains ornaments first introduced as unlockable items during the Season of the Cat in the Year of the Wild Boar - along with a new special bonus item!
shop_data_cat_bundle_title;School of the Cat Bundle
shop_data_cat_cardback_desc;Show your affinity for the School of the Cat!\n\nThis cardback was first introduced as an unlockable item during the Season of Cat in the Year of the Wild Boar.
shop_data_cat_cardback_title;Cat Cardback
shop_data_category_avatars_title;Avatars
shop_data_category_boards_title;Game Boards
shop_data_category_borders_title;Borders
shop_data_category_bundles_title;Bundles
shop_data_category_card_backs_title;Card Backs
shop_data_category_kegs_title;Card Kegs
shop_data_category_leader_skins_title;Leader Skins
shop_data_category_packs_title;Packs
shop_data_category_powder_title;Meteorite Powder
shop_data_category_titles_title;Profile Titles
shop_data_category_trinkets_title;Bundles
shop_data_cc_keg_desc;Once opened, this non-Base Set keg will grant you 5 cards from the Crimson Curse expansion, 4 of which are of at least common rarity, and a 5th (chosen from 3 cards) that is guaranteed at least rare rarity.
shop_data_cc_keg_title;Crimson Curse Keg
shop_data_celebration_pack_desc;<sprite="PopupIcons" name="PremiumKeg"> Ultimate Premium Keg x25\n\n<sprite="PopupIcons" name="Avatar"> Yule Harpy Avatar \n\n<sprite="PopupIcons" name="Title"> "Yule Spirit" title \n\n<sprite="PopupIcons" name="Powder"> 1500 Meteorite Powder\n\n Celebrate Yule's Season with Premium Cards but do not forget about spirit of the Yule!
shop_data_celebration_pack_title;Yule's Celebration Pack
shop_data_chinese_pack_pig_desc;Special offer to celebrate the Lunar New Year. Contains: \n\n <sprite="PopupIcons" name="Card"> 1 Premium legendary card \n\n <sprite="PopupIcons" name="Powder"> 400 Meteorite Powder \n\n <sprite="PopupIcons" name="Keg"> 25 Base Set kegs \n\n <sprite="PopupIcons" name="Ticket"> 3 Mirror Shards
shop_data_chinese_pack_pig_title;Lunar New Year Pack
shop_data_ciri_flower_desc;Celebrate the last breath of the summer season with a new hairstyle for Ciri.\n\nLet these flowers remind you of warm, sunny days.
shop_data_ciri_flower_title;Free Flower in hair!
shop_data_cleaver_ghost_skin_desc;<sprite="PopupIcons" name="Skin"> Cleaver's Ghost skin (Syndicate) \n\nTo fight Monsters (or other factions of GWENT for that matter!), sometimes you need to become a monster yourself! Come back from the dead and fight eternal battles in the name of the Syndicate as this ghastly version of Cleaver!
shop_data_cleaver_ghost_skin_title;Cleaver's Ghost Skin
shop_data_commanders_bundle_desc;<sprite="PopupIcons" name="Skin"> The Silver-Eyed Skin (Eithne)\n\n<sprite="PopupIcons" name="Skin"> Raider Skin (Harald the Cripple)\n\n<sprite="PopupIcons" name="Skin">Emperor Skin (Usurper)\n\nLimited-time Offer: With the Commander's Bundle recruit these three renowned commanders for the price of two — and lead your troops to victory against any foe foolish enough to stand in your way.
shop_data_commanders_bundle_title;Commander's Bundle
shop_data_crimson_curse_pre_pack_desc;The blood moon is rising! This non-Base Set pack will help you prepare for battle and can be opened once Crimson Curse has launched on March 28, 2019. It contains:\n\n    <sprite="PopupIcons" name="CCKeg"> 40 Crimson Curse Kegs\n\n    <sprite="PopupIcons" name="Skin"> Unseen Elder's Blood Armor\n\n    <sprite="PopupIcons" name="CardBack"> Crimson Curse Animated Cardback.
shop_data_crimson_curse_pre_pack_title;Crimson Curse Pre-Order Pack
shop_data_discount_promo_desc;Discount!
shop_data_draconid_bundle_desc;<sprite="PopupIcons" name="Avatar"> Saskia Avatar\n\n<sprite="PopupIcons" name="Border"> Great Wyrm Border\n\n<sprite="PopupIcons" name="Title"> "Dragonslayer" Title\n\nThis bundle contains ornaments first introduced as unlockable items during the Season of the Draconid in the Year of the Wild Boar - along with a special bonus item!
shop_data_draconid_bundle_title;Draconid Bundle
shop_data_draconid_cardback_desc;Show your support for all dragons and draconids!\n\nThis cardback was first introduced as an unlockable item during the Season of the Draconid in the Year of the Wild Boar.
shop_data_draconid_cardback_title;Draconid Cardback
shop_data_draft_ticket_desc;Allows entry for Draft game-mode. Build your deck, challenge yourself and compete for prizes in this everchanging mode.
shop_data_draft_ticket_title;Draft Entry Ticket
shop_data_dryad_bundle_desc;<sprite="PopupIcons" name="Avatar"> Morenn Avatar\n\n<sprite="PopupIcons" name="Border"> Defender Border\n\n<sprite="PopupIcons" name="Title"> "from Brokilon" Title\n\nThis bundle contains ornaments first introduced as unlockable items during the Season of the Dryad in the Year of the Wild Boar - along with a special bonus item!
shop_data_dryad_bundle_title;Dryad Bundle
shop_data_dryad_cardback_2020_desc;<sprite="PopupIcons" name="CardBack"> Season of the Dryad Cardback\n\nThis cardback was first introduced as an unlockable item during the Season of the Dryad in the Year of the Wererat.
shop_data_dryad_cardback_2020_title;Dryad Cardback (2020)
shop_data_dryad_cardback_desc;Show your support for all Dryads!\n\nThis cardback was first introduced as an unlockable item during the Season of the Dryad in the Year of the Wild Boar.
shop_data_dryad_cardback_title;Dryad Cardback
shop_data_earth_bundle_desc;<sprite="PopupIcons" name="Skin"> Green Cricket Skin (Monsters) \n\n<sprite="PopupIcons" name="Board"> Forgotten Board \n\nNature has taken over! Ain't it pretty? \nThis Bundle was first introduced to support GWENT Open 2 during the Year of the Wererat.
shop_data_earth_bundle_title;Earth Bundle
shop_data_earth_pack_desc;<sprite="PopupIcons" name="Avatar"> Earth Elemental avatar\n\n<sprite="PopupIcons" name="Border"> Animated Earth border\n\n<sprite="PopupIcons" name="Title"> "D'ao" title\n\n<sprite="PopupIcons" name="Powder"> 400 Meteorite Powder\n\nShow your love for the Earth — and for GWENT esports! 30% of proceeds from this pack will directly boost the prize pool for the GWENT Open 2, which will take place in June 2020!
shop_data_earth_pack_title;Earth Pack (GWENT Open 2)
shop_data_eithne_silver_eyed_skin_desc;Lead your fellow dryads of Brokilon on the warpath and take the fight to all things human with this new skin for Eithné.
shop_data_eithne_silver_eyed_skin_title;The Silver-Eyed Skin
shop_data_ep_coming_soon;New expansion coming soon
shop_data_ep_preorder_now;PRE-ORDER NOW IN SHOP
shop_data_ep1_cardback_pack_desc;Vampiric hordes summoned by Dettlaff were defeated, but the power of the Crimson Curse still remains. Wield its magic as if it were your own with this unique premium cardback! This is the alternative version of the Crimson Curse cardback originally available as a part of the Crimson Curse Pre-order pack.
shop_data_ep1_cardback_pack_desc_sale;Vampiric hordes summoned by Dettlaff were defeated, but the power of the Crimson Curse still remains. Weild its magic as it were your own with this unique premium cardback!\n\nThis is the alternative version of the Crimson Curse cardback originally available as a part of Crimson Curse Pre-order pack. It'll be up for -30% sale during the Saovine Event!
shop_data_ep1_cardback_pack_title;Alternative Crimson Curse Cardback
shop_data_ep1_skin_pack_desc;<sprite="PopupIcons" name="Skin"> Dark Blood Armor skin (Monsters)\n\nUnseen Elder is back in black! Embrace the dark power of the ancient higher vampire with this elegant set of armor, along with special visual effects and animations.
shop_data_ep1_skin_pack_desc_sale;Unseen Elder is back in black! Embrace the dark power of the ancient higher vampire with this elegant set of armor, along with special visual effects and animations.\n\nThis skin can be equipped only for Monster Faction and will be up for -30% sale during the Saovine Event!
shop_data_ep1_skin_pack_title;Dark Blood Armor skin
shop_data_ep2_alt_board_desc;When night falls, the Gangs of Novigrad come out and rule the streets! Battle it out with friends and enemies on the Novigrad by Night gameboard!
shop_data_ep2_alt_board_title;Novigrad by Night Board
shop_data_ep2_alt_cardback_desc;The fire still burns bright in Novigrad! Get this alternative version of the premium Novigrad cardback. This is the alternative version of the Novigrad cardback originally available as part of the Novigrad pre-order packs.
shop_data_ep2_alt_cardback_desc_sale;<sprite="PopupIcons" name="CardBack"> Undying Fire Cardback\n\nThe fire still burns bright in Novigrad! Get this alternative version of the premium Novigrad Cardback, originally available as part of the Novigrad pre-order packs.\nThis Cardback will be up for -30% off during the Lunar New Year sales.
shop_data_ep2_alt_cardback_title;Undying Fire Animated Cardback
shop_data_ep3_alt_leader_skin_bundle_desc;<sprite="PopupIcons" name="Skin">Zerrikanian Radovid Premium Skin\n\nAlternative appearance for King Radovid V. Don’t miss out!
shop_data_ep3_alt_leader_skin_bundle_title;Zerrikanian Radovid Premium Skin
shop_data_ep4_caravan_pack_desc;Fortune favours the bold! Get your hands on the most precious Ofiri treasures - 12 premium Stratagems cards! Each Stratagem provides a unique bonus to the player who goes first in the match.This pack contains:\n\n<sprite="PopupIcons" name="Card">Magic Lamp Premium Card\n<sprite="PopupIcons" name="Card">Crystal Skull Premium Card\n<sprite="PopupIcons" name="Card">Enchanted Armor Premium Card\n<sprite="PopupIcons" name="Card">Cursed Scroll Premium Card\n<sprite="PopupIcons" name="Card">Basilisk Venom Premium Card\n<sprite="PopupIcons" name="Card">Ceremonial Dagger Premium Card\n<sprite="PopupIcons" name="Card">Collar Premium Card\n<sprite="PopupIcons" name="Card">Engineering solution Premium Card\n<sprite="PopupIcons" name="Card">Mask of Uroboros Premium Card\n<sprite="PopupIcons" name="Card">Urn of Shadows Premium Card\n<sprite="PopupIcons" name="Card">Aen Seidhe Sabre Premium Card\n<sprite="PopupIcons" name="Card">Tiger's Eye Premium Card
shop_data_ep4_caravan_pack_title;Caravan Raid Pack
shop_data_ep4_premium_keg_desc;Available for a limited time only, Merchants of Ofir Premium Kegs are a means of bolstering your GWENT card collection with additional animated cards from the Merchants of Ofir expansion.\n\nOnce opened, this keg will grant you 5 Premium cards from the Merchants of Ofir expansion, 4 of which are of at least common rarity, and a 5th (chosen from 3 cards) that is guaranteed at least rare rarity.
shop_data_ep4_premium_keg_title;Merchants of Ofir Premium Keg
shop_data_ep5_combo_preorder_desc;<sprite="PopupIcons" name="PremiumKeg"> 25 premium Master Mirror kegs\n\n<sprite="PopupIcons" name="Keg"> 10 Master Mirror Kegs\n\n<sprite="PopupIcons" name="Skin"> Gaunter O'Dimm skin — equippable immediately after purchase\n\n<sprite="PopupIcons" name="CardBack"> Master Mirror evolving cardback - equippable immediately after purchase!\n\n<sprite="PopupIcons" name="Title"> Bonus title: Immortal — equippable immediately after purchase!\n\nThe Master Mirror's most masterful offer! Get both pre-order packs together in one go, plus a bonus title to boot! Note: sacrificing one's soul not required for purchase!\n\nNote: Kegs will be ready to open once the Master Mirror expansion releases on June 30th, 2020.
shop_data_ep5_combo_preorder_title;Master Mirror Pre-order Combo
shop_data_ep5_intrigue_pack_desc;Wield the most precious cards of the Master Mirror expansion and watch them evolve during battle, changing their abilities and growing ever stronger!\n\nThis pack contains 6 Premium Cards (one for each faction):\n\n<sprite="PopupIcons" name="Card"> Auberon King (Monsters)\n\n<sprite="PopupIcons" name="Card"> Jaques Miraculous Child (Syndicate)\n\n<sprite="PopupIcons" name="Card"> Harald an Craite (Skellige)\n\n<sprite="PopupIcons" name="Card"> Usurper Officer (Nilfgaard)\n\n<sprite="PopupIcons" name="Card"> Eithne Young Queen (Scoia'tael)\n\n<sprite="PopupIcons" name="Card"> Viraxas Prince (Northern Realms)
shop_data_ep5_intrigue_pack_title;Intrigue Pack
shop_data_ep5_keg_desc;Master Mirror Kegs are a means of bolstering your GWENT card collection with additional playing cards from the Master Mirror expansion.\n\nOnce opened, this keg will grant you 5 cards from the Master Mirror expansion, 4 of which are of at least common rarity, and a 5th (chosen from 3 cards) that is guaranteed to be of at least rare rarity.
shop_data_ep5_keg_title;Master Mirror Keg
shop_data_ep5_master_mirror_bundle_desc;<sprite="PopupIcons" name="Avatar"> Evil Incarnate Avatar\n\n<sprite="PopupIcons" name="Border"> Mirror merchant Border\n\n<sprite="PopupIcons" name="Title"> "Wishmaster" Title\n\nEnshroud yourself in the aura of deception and lead your enemies to their doom with a smile. They won’t even know what hit 'em!
shop_data_ep5_master_mirror_bundle_title;Master Mirror Bundle
shop_data_ep5_ntrigue_pack_desc;Wield the most precious cards of the Master Mirror expansion and watch them evolve during battle, changing their abilities and growing ever stronger!\n\nThis pack contains 6 Premium Cards (one for each faction):\n\n<sprite="PopupIcons" name="Card"> Auberon King (Monsters)\n\n<sprite="PopupIcons" name="Card"> Jaques Miraculous Child (Syndicate)\n\n<sprite="PopupIcons" name="Card"> Harald an Craite (Skellige)\n\n<sprite="PopupIcons" name="Card"> Usurper Officer (Nilfgaard)\n\n<sprite="PopupIcons" name="Card"> Eithne Young Queen (Scoia'tael)\n\n<sprite="PopupIcons" name="Card"> Viraxas Prince (Northern Realms)
shop_data_ep5_premium_keg_desc;Premium Master Mirror kegs are a means of bolstering your GWENT card collection with additional animated cards from the Master Mirror expansion.\n\nOnce opened, this keg will grant you 5 Premium cards from the Master Mirror expansion, 4 of which are of at least common rarity, and a 5th (chosen from 3 cards) that is guaranteed to be of at least rare rarity.
shop_data_ep5_premium_keg_title;Premium Master Mirror Keg
shop_data_ep5_premium_preorder_desc;<sprite="PopupIcons" name="PremiumKeg"> 25 premium Master Mirror kegs\n\n<sprite="PopupIcons" name="Skin"> Gaunter O'Dimm skin — equippable immediately after purchase\n\nGet your hands on 25 kegs containing premium cards from the upcoming expansion, as well as the pre-order exclusive skin of Master Mirror himself!\n\nNote: The contents of this pack are also available as part of the Master Mirror Pre-order Combo discount offer. Kegs will be ready to open once the Master Mirror expansion releases on June 30th, 2020.
shop_data_ep5_premium_preorder_title;Gaunter O'Dimm Pre-order Pack
shop_data_ep5_preorder_desc;<sprite="PopupIcons" name="Keg"> 10 Master Mirror Kegs\n\n<sprite="PopupIcons" name="CardBack"> Master Mirror evolving cardback - equippable immediately after purchase!\n\nPrepare for a brand new expansion with 10 kegs featuring cards from the upcoming release, and get a unique evolving animated cardback which changes its appearance every round!\n\nNote: The contents of this pack are also available as part of the Master Mirror Pre-order Combo discount offer. Kegs will be ready to open once the Master Mirror expansion releases on June 30th, 2020.
shop_data_ep5_preorder_title;Cursed Mirror Pre-order Pack
shop_data_ep5_temptation_pack_desc;<sprite="PopupIcons" name="PremiumKeg"> 40 Premium Master Mirror Kegs\n\n<sprite="PopupIcons" name="Card"> Master Mirror Premium Card\n\nGive in to temptation and treat yourself to a sizeable supply of premium cards from GWENT's latest expansion. Immortality not included.
shop_data_ep5_temptation_pack_title;Temptation Pack
shop_data_ep5_twisted_board_desc;<sprite="PopupIcons" name="Board"> Twisted World Board\n\nDare you enter the sinister realm of Master Mirror and battle your enemies under his everlasting gaze?
shop_data_ep5_twisted_board_title;Twisted World Board
shop_data_ep5cardback_recolor_desc;Embrace true darkness with this special version of the evolving Master Mirror cardback!
shop_data_ep5cardback_recolor_title;Sinister Tree cardback
shop_data_ep6_15_keg_gaea_title;Scraps x28, Way of the Witcher Keg x15
shop_data_ep6_15_keg_title;Way of the Witcher Keg x15
shop_data_ep6_2_keg_gaea_title;Scraps x7, Way of the Witcher Keg x2
shop_data_ep6_2_keg_title;Way of the Witcher Keg x2
shop_data_ep6_40_keg_gaea_title;Scraps x68, Way of the Witcher Keg x40
shop_data_ep6_40_keg_title;Way of the Witcher Keg x40
shop_data_ep6_60_keg_gaea_title;Scraps x188, Way of the Witcher Keg x60
shop_data_ep6_60_keg_title;Way of the Witcher Keg x60
shop_data_ep6_7_keg_gaea_title;Scraps x18, Way of the Witcher Keg x7
shop_data_ep6_7_keg_title;Way of the Witcher Keg x7
shop_data_ep6_combo_desc;<sprite="PopupIcons" name="PremiumKeg">25 Premium Way of the Witcher kegs\n\n<sprite="PopupIcons" name="Board"> Alzur's Laboratory board — equippable immediately after purchase!\n\n<sprite="PopupIcons" name="Card">Alzur — Premium Neutral Card from the upcoming expansion! —equippable immediately after purchase!\n\n<sprite="PopupIcons" name="CardBack">Way of the Witcher shapeshifting cardback — equippable immediately after purchase!\n\n10-level boost (240 Crown Pieces) in Alzur's Journey\n\n<sprite="PopupIcons" name="Title"> Bonus title: the Witcher — equippable immediately after purchase!\n\nGet all of the contents included in the Alzur’s Pre-order Pack and the Extraordinary Pre-order Pack all in one go! There's even a special Witcher’s discount and an equally Witcher bonus title to additionally sweeten the deal!\n\nNote: Kegs will be ready to open once the Way of the Witcher expansion releases on December 8th, 2020. Journey levels are granted as an achievement - it's claimable from the player profile. 
shop_data_ep6_combo_title;Way of The Witcher Combo offer
shop_data_ep6_keg_desc;Way of The Witcher Kegs are a means of bolstering your GWENT card collection with additional playing cards from the Way of The Witcher expansion.\n\nOnce opened, this keg will grant you 5 cards from the expansion, 4 of which are of at least common rarity, and a 5th (chosen from 3 cards) that is guaranteed at least rare rarity
shop_data_ep6_keg_title;Way of the Witcher Keg
shop_data_ep6_launch_pack_desc;<sprite="PopupIcons" name="PremiumKeg"> 45 Premium Way of the Witcher Kegs \n\n<sprite="PopupIcons" name="Border"> Laboratory Border  \n\n<sprite="PopupIcons" name="Avatar"> Cosimo Avatar\n\nGive in to curiosity and discover a sizeable supply of premium cards from GWENT's Way of the Witcher expansion.
shop_data_ep6_launch_pack_title;Witcher's Pack
shop_data_ep6_premium_15_keg_gaea_title;Scraps x35, Premium Way of the Witcher Keg x15
shop_data_ep6_premium_15_keg_title;Premium Way of the Witcher Keg x15
shop_data_ep6_premium_2_keg_gaea_title;Scraps x10, Premium Way of the Witcher Keg x2
shop_data_ep6_premium_2_keg_title;Premium Way of the Witcher Keg x2
shop_data_ep6_premium_40_keg_gaea_title;Scraps x80, Premium Way of the Witcher Keg x40
shop_data_ep6_premium_40_keg_title;Premium Way of the Witcher Keg x40
shop_data_ep6_premium_60_keg_gaea_title;Scraps x260, Premium Way of the Witcher Keg x60
shop_data_ep6_premium_60_keg_title;Premium Way of the Witcher Keg x60
shop_data_ep6_premium_7_keg_gaea_title;Scraps x25, Premium Way of the Witcher Keg x7
shop_data_ep6_premium_7_keg_title;Premium Way of the Witcher Keg x7
