_inputshopbuymultiple;ACQUISTA
shop_data_ice_pack_open3_title;Pacchetto Ghiaccio (GWENT Open 3)
shop_data_invaders_bundle_desc;<sprite="PopupIcons" name="Board">Tavoliere Aedirn\n\n<sprite="PopupIcons" name="Skin">Skin Emhyr - Fiamma Bianca\n\n<sprite="PopupIcons" name="Avatar">Avatar Menno Coehoorn\n\nQuesto bundle è dedicato all'invasione di Nilfgaard durante la storia di Thronebreaker.
shop_data_invaders_bundle_title;Bundle degli invasori
shop_data_kitty_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Gattino\n\n<sprite="PopupIcons" name="Border"> Bordo Topolini\n\n<sprite="PopupIcons" name="Title"> Titolo "Birbante"\n\nFesteggia l'arrivo della Stagione del Gatto con questo giocoso bundle Gattino. Miao!
shop_data_kitty_bundle_title;Bundle Gattino
shop_data_love_season_bundle_desc;<sprite="PopupIcons" name="CardBack"> Dorso Amore\n\n<sprite="PopupIcons" name="Avatar"> 3 avatar stagionali: Priscilla, Dandelion e Succube\n\n<sprite="PopupIcons" name="Border"> 4 bordi stagionali: Ammiratore segreto, Ruffiano, Casanova e Vendicatore cremisi\n\n<sprite="PopupIcons" name="Title"> Titolo bonus: "Vero romantico"\n\nQuesto bundle speciale contiene ornamenti ottenibili in GWENT durante la stagione dell'Amore e uno speciale oggetto bonus!
shop_data_love_season_bundle_title;Bundle Stagione dell'Amore
shop_data_mahakam_board_desc;<sprite="PopupIcons" name="Board"> Tavoliere Mahakam (Neutrale)\n\nScopri la regione montana di Mahakam e vinci epiche battaglie nella gelida fortezza di Mahakam.
shop_data_mahakam_board_title;Tavoliere Mahakam
shop_data_mahakam_bundle_desc;Questo bundle è dedicato al viaggio di Meve attraverso Mahakam durante la storia di Thronebreaker e include:\n\n    Tavoliere Mahakam\n\n    Skin Brouver - Difensore di Mahakam\n\n    Avatar Guardia di Mahakam
shop_data_mahakam_bundle_title;Bundle di Mahakam
shop_data_mahakam_cardback_desc;Dimostra la tua affinità con la gelida regione di Mahakam!\n\nQuesto dorso è stato introdotto per la prima volta come oggetto sbloccabile durante la stagione di Mahakam nell'anno del Cinghiale.
shop_data_mahakam_cardback_title;Dorso Mahakam
shop_data_mahakam_seasonal_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Garth Rocciaforte\n\n<sprite="PopupIcons" name="Border"> Bordo Capo Anziano\n\n<sprite="PopupIcons" name="Title"> Titolo "di Mahakam"\n\nQuesto bundle contiene ornamenti che sono stati introdotti per la prima volta come oggetti sbloccabili durante la stagione di Mahakam nell'anno del Cinghiale, oltre a un nuovo e speciale oggetto bonus!
shop_data_mahakam_seasonal_bundle_title;Bundle di Mahakam
shop_data_masters_cardback_season2_desc;<sprite="PopupIcons" name="CardBack">Dorso World Masters - Stagione 2\n\nFesteggia la stagione 2 dei GWENT Masters con questo dorso speciale ispirato ai quattro elementi degli Open precedenti.
shop_data_masters_cardback_season2_title;Dorso World Masters - Stagione 2
shop_data_meteorite_powder_desc;La polvere meteorica può essere usata per trasformare una carta standard nella rispettiva versione premium animata. Serve anche ad acquistare ornamenti, disponibili in altre sezioni del negozio.
shop_data_midwinter_bundle_desc;<sprite="PopupIcons" name="Skin"> Skin per comandante Babbo Crach (Skellige)\n\n<sprite="PopupIcons" name="Border"> Bordo Anello di Yule\n\n<sprite="PopupIcons" name="Border"> Bordo Renna\n\n<sprite="PopupIcons" name="Avatar"> Avatar Ermellino\n\n<sprite="PopupIcons" name="Title"> Titolo "Fanatico delle feste"\n\nFesteggia il solstizio d'inverno con questo speciale bundle che contiene ornamenti a tema invernale per la tua collezione di GWENT!
shop_data_midwinter_pack_desc;<sprite="PopupIcons" name="Keg"> 1 carta leggendaria\n\n    <sprite="PopupIcons" name="Keg"> 50 barili set base\n\n     <sprite="PopupIcons" name="Scraps"> 1000 componenti\n\n     <sprite="PopupIcons" name="Powder"> 1000 unità di polvere meteorica\n\n     <sprite="PopupIcons" name="Ticket"> 10 biglietti per l'Arena
shop_data_midwinter_pack_title;Pacchetto Solstizio d'inverno
shop_data_minstrel_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Menestrello\n\n<sprite="PopupIcons" name="Border"> Bordo Falò\n\n<sprite="PopupIcons" name="Title"> Titolo "Menestrello"\n\nSiediti davanti al fuoco e condividi le tue storie migliori con gli amici giocando a GWENT!
shop_data_minstrel_bundle_title;Bundle Menestrello
shop_data_monster_keg_15_title;15 barili Mostri
shop_data_monster_keg_15_title_gaea;Ignore.
shop_data_monster_keg_2_title;2 barili Mostri
shop_data_monster_keg_2_title_gaea;Ignore.
shop_data_monster_keg_40_title;40 barili Mostri
shop_data_monster_keg_40_title_gaea;Ignore.
shop_data_monster_keg_60_title;60 barili Mostri
shop_data_monster_keg_60_title_gaea;Ignore.
shop_data_monster_keg_7_title;7 barili Mostri
shop_data_monster_keg_7_title_gaea;Ignore.
shop_data_monster_keg_desc;Una volta aperto, questo barile fornisce 5 carte Mostri di qualsiasi set, di cui 4 di qualità comune o superiore e la quinta, da scegliere fra 3 carte, di qualità rara o superiore.
shop_data_monster_keg_title;Barile/i dei Mostri
shop_data_monsters_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barili Mostri.\n\n<sprite="PopupIcons" name="Card">Carta Re Auberon.\n\n<sprite="PopupIcons" name="Border">Bordo Mostri.\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Mostri, una carta Oro Mostri selezionata e un bordo di fazione unico.
shop_data_myrgtabrakke_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Myrgtabrakke\n\n<sprite="PopupIcons" name="Border"> Bordo Cucciolo\n\n<sprite="PopupIcons" name="Title"> Titolo "Drago verde"\n\n\nFesteggia l'arrivo della stagione del Dragonide con questo bundle esotico ispirato al famoso drago verde Myrgtabrakke!
shop_data_myrgtabrakke_bundle_title;Bundle Myrgtabrakke
shop_data_neutral_keg_desc;Una volta aperto, questo barile fornisce 5 carte Neutrali di qualsiasi set, di cui 4 di qualità comune o superiore e la quinta, da scegliere fra 3 carte, di qualità rara o superiore.
shop_data_neutral_keg_title;Barile Neutrali
shop_data_nilfgaard_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barili Nilfgaard.\n\n<sprite="PopupIcons" name="Card">Carta Usurpatore: ufficiale.\n\n<sprite="PopupIcons" name="Border">Bordo Nilfgaard.\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Nilfgaard, una carta Oro Nilfgaard selezionata e un bordo di fazione unico.
shop_data_nilfgaard_keg_15_title;15 barili Nilfgaard
shop_data_nilfgaard_keg_15_title_gaea;Ignore.
shop_data_nilfgaard_keg_2_title;2 barili Nilfgaard
shop_data_nilfgaard_keg_2_title_gaea;Ignore.
shop_data_nilfgaard_keg_40_title;40 barili Nilfgaard
shop_data_nilfgaard_keg_40_title_gaea;Ignore.
shop_data_nilfgaard_keg_60_title;60 barili Nilfgaard
shop_data_nilfgaard_keg_60_title_gaea;Ignore.
shop_data_nilfgaard_keg_7_title;7 barili Nilfgaard
shop_data_nilfgaard_keg_7_title_gaea;Ignore.
shop_data_nilfgaard_keg_desc;Una volta aperto, questo barile fornisce 5 carte Nilfgaard di qualsiasi set, di cui 4 di qualità comune o superiore e la quinta, da scegliere fra 3 carte, di qualità rara o superiore.
shop_data_nilfgaard_keg_title;Barile/i di Nilfgaard
shop_data_north_bundle_desc;Questo bundle è dedicato ai Regni Settentrionali e include:\n\n    Tavoliere Lyria\n\n    Skin Demavend - Alleato di Lyria\n\n    Avatar Conte Caldwell
shop_data_north_bundle_title;Bundle Regni Settentrionali
shop_data_northern_keg_15_title;15 barili Regni Settentrionali
shop_data_northern_keg_15_title_gaea;Ignore.
shop_data_northern_keg_2_title;2 barili Regni Settentrionali
shop_data_northern_keg_2_title_gaea;Ignore.
shop_data_northern_keg_40_title;40 barili Regni Settentrionali
shop_data_northern_keg_40_title_gaea;Ignore.
shop_data_northern_keg_60_title;60 barili Regni Settentrionali
shop_data_northern_keg_60_title_gaea;Ignore.
shop_data_northern_keg_7_title;7 barili Regni Settentrionali
shop_data_northern_keg_7_title_gaea;Ignore.
shop_data_northern_keg_desc;Una volta aperto, questo barile fornisce 5 carte Regni Settentrionali di qualsiasi set, di cui 4 di qualità comune o superiore e la quinta, da scegliere fra 3 carte, di qualità rara o superiore.
shop_data_northern_keg_title;Barile/i dei Regni Settentrionali
shop_data_northern_realms_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barili Regni Settentrionali.\n\n<sprite="PopupIcons" name="Card">Carta Viraxas: principe.\n\n<sprite="PopupIcons" name="Border">Bordo Regni Settentrionali.\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Regni Settentrionali, una carta Oro Regni Settentrionali selezionata e un bordo di fazione unico.
shop_data_now_available_ promo_desc;Ora disponibile!
shop_data_overgrown_bundle_desc;<sprite="PopupIcons" name="Skin"> Skin Grillo verde\n\n<sprite="PopupIcons" name="Board"> Tavoliere perduto\n\nLa natura ha preso il sopravvento! Bello, no?\n\nQuesto bundle era stato introdotto per sostenere il torneo GWENT Open 2 nell'Anno del Ratto Mannaro.
shop_data_overgrown_bundle_title;Bundle Crescita rigogliosa (GWENT Open 2)
shop_data_passiflora_bundle_desc;<sprite="PopupIcons" name="Border"> Bordo Passiflora\n\n<sprite="PopupIcons" name="Avatar"> Avatar Amrynn, Narcissa e Viola\n\n<sprite="PopupIcons" name="Title"> Titolo "Campione del Passiflora"\n \n\nUna compagnia deliziosa, sapori sublimi e i migliori giocatori di GWENT nella città libera! Celebra il miglior locale di Novigrad con il bundle Passiflora!
shop_data_passiflora_bundle_title;Bundle Passiflora
shop_data_premium_cc_keg_desc;Una volta aperto, questo barile fornisce 5 carte <b>premium</b> dell'espansione Crimson Curse, di cui 4 di qualità comune o superiore e la quinta, da scegliere fra 3 carte, di qualità rara o superiore.
shop_data_premium_cc_keg_title;Barile Crimson Curse premium
shop_data_premium_keg_desc;Una volta aperto, questo barile fornisce 5 carte <b>premium</b> del set base, di cui 4 di qualità comune o superiore e la quinta, da scegliere fra 3 carte, di qualità rara o superiore.
shop_data_premium_keg_title;Barile set base premium
shop_data_prosperity_pack_2021_desc;<sprite="PopupIcons" name="PremiumKeg"> 25 barili premium epici\n\n<sprite="PopupIcons" name="Powder"> 400 unità di polvere meteorica\n\n<sprite="PopupIcons" name="Card"> Carta leggendaria Fiocco di Neve\n\n<sprite="PopupIcons" name="Avatar"> Avatar Bue\n\n<sprite="PopupIcons" name="Border"> Bordo Emporio lunare\n\n<sprite="PopupIcons" name="Title"> Titolo "Lunare"\n\nAmplia, rafforza e migliora la tua collezione con nuovi ornamenti, una potente carta leggendaria premium e un carico di polvere meteorica. Buon anno nuovo lunare!
shop_data_saovine_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Nekker\n\n<sprite="PopupIcons" name="Border"> Bordo Stregoneria di Saovine\n\n<sprite="PopupIcons" name="Title"> Titolo "Stregoneria"\n\nSenti che qualcuno ti osserva? Forse è un bizzarro nekker nascosto dietro a un albero, in silente attesa... Meglio stare all'erta con questo avatar inquietante e con un titolo e un bordo altrettanto tetri!
shop_data_saovine_bundle_title;Bundle Stregoneria di Saovine
shop_data_school_of_griffin_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar George di Kagen\n\n<sprite="PopupIcons" name="Border"> Bordo Arcigrifone\n\n<sprite="PopupIcons" name="Title"> Titolo "di Kagen"\n\nQuesto bundle contiene ornamenti che sono stati introdotti per la prima volta come oggetti sbloccabili durante la stagione del Grifone nell'anno del Cinghiale, oltre a un nuovo e speciale oggetto bonus!
shop_data_school_of_griffin_bundle_title;Bundle Stagione del Grifone
shop_data_scoiatael_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barili Scoia'tael.\n\n<sprite="PopupIcons" name="Card">Carta Eithné: giovane regina.\n\n<sprite="PopupIcons" name="Border">Bordo Scoia'tael.\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Scoia'tael, una carta Oro Scoia'tael selezionata e un bordo di fazione unico.
shop_data_scoiatael_keg_15_title;15 barili Scoia'tael
shop_data_scoiatael_keg_15_title_gaea;Ignore.
shop_data_scoiatael_keg_2_title;2 barili Scoia'tael
shop_data_scoiatael_keg_2_title_gaea;Ignore.
shop_data_scoiatael_keg_40_title;40 barili Scoia'tael
shop_data_scoiatael_keg_40_title_gaea;Ignore.
shop_data_scoiatael_keg_60_title;60 barili Scoia'tael
shop_data_scoiatael_keg_60_title_gaea;Ignore.
shop_data_scoiatael_keg_7_title;7 barili Scoia'tael
shop_data_scoiatael_keg_7_title_gaea;Ignore.
shop_data_scoiatael_keg_desc;Una volta aperto, questo barile fornisce 5 carte Scoia'tael di qualsiasi set, di cui 4 di qualità comune o superiore e la quinta, da scegliere fra 3 carte, di qualità rara o superiore.
shop_data_scoiatael_keg_title;Barile/i degli Scoia'tael
shop_data_sheep_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Pecora\n\n<sprite="PopupIcons" name="Border"> Bordo Pecora\n\n<sprite="PopupIcons" name="Title"> Titolo "Buon pastore"\n\nQuesto bundle contiene ornamenti che sono stati introdotti come oggetti sbloccabili durante la stagione del Grifone nell'anno del Cinghiale, oltre a un nuovo e speciale oggetto bonus!
shop_data_sheep_bundle_title;Bundle Pecora
shop_data_shupe_base_skin_desc;<sprite="PopupIcons" name="Skin"> Skin Empørio (tutte le fazioni)\n\nQuale troll sano di mente preferirebbe giocare con pezzi di carta colorata piuttosto che lanciare massi o mangiare una buona zuppa di elfo e cipolle? Beh, questo!\n\nUsa la personalità SPACCATUTTO di Empørio e il suo fascino trolloso per conquistare i campi di battaglia di GWENT con questa skin personalizzabile per carte Neutrali.
shop_data_shupe_base_skin_title;Skin Empørio
shop_data_shupe_borders_bundle_desc;<sprite="PopupIcons" name="Title"> 1 titolo di Empørio: "L'avventuriero"\n\n<sprite="PopupIcons" name="Avatar"> 1 avatar di Empørio: "Empørio!"\n\n<sprite="PopupIcons" name="Border"> 3 bordi di Empørio: Cavaliere, Cacciatore e Mago\n \n\nTu ed Empørio insieme all'avventura! Dimostra a tutti che ti sei concesso un po' di svago con il bundle Bordi di Empørio.
shop_data_shupe_borders_bundle_title;Bundle luccicante di Empørio
shop_data_shupe_pumpkin_bundle_desc;<sprite="PopupIcons" name="Skin"> Skin Empørio (carte Neutrali)\n\n<sprite="PopupIcons" name="Trinket"> Decorazione Testa di zucca (utilizzabile con la skin Empørio per carte Neutrali) \n\n<sprite="PopupIcons" name="Avatar"> Avatar Testa di zucca\n\n<sprite="PopupIcons" name="Title"> Titolo "Testa di zucca"\n\nNon è uno scherzetto, ma è sicuramente un dolcetto! Ottieni gli oggetti più Empøriosi e spaventosi della stagione, tra cui la skin per comandante di Empørio personalizzabile, in un conveniente bundle di Saovine disponibile a un prezzo speciale!\n\nNota: questo bundle contiene decorazioni disponibili nelle offerte delle skin Empørio e della Testa di zucca per Empørio.
shop_data_shupe_pumpkin_bundle_title;Bundle di Saovine di Empørio
shop_data_shupe_pumpkin_trinket_desc;<sprite="PopupIcons" name="Trinket"> Decorazione Testa di zucca (utilizzabile con la skin Empørio per carte neutrali)\n\n<sprite="PopupIcons" name="Avatar"> Avatar Testa di zucca\n\n<sprite="PopupIcons" name="Title"> Titolo "Testa di zucca"\n\nIn battaglia è importante non perdere la testa, ed Empørio lo sa bene! Ecco perché ne ha sempre una di scorta. È una zucca, certo, ma di questi tempi tenebrosi potrebbe essere proprio l'arma segreta che ci vuole!\n\nNota: elemento disponibile anche come parte dell'offerta speciale del bundle Saovine di Empørio.
shop_data_shupe_pumpkin_trinket_title;Testa di zucca di Empørio
shop_data_skald_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Scaldo\n\n<sprite="PopupIcons" name="Border"> Bordo Taverna\n\n<sprite="PopupIcons" name="Title"> Titolo "Scaldo rinomato"\n\nOttieni questo bundle per rivivere le gesta dei leggendari jarl e le sventure dei loro nemici!
shop_data_skald_bundle_title;Bundle Scaldo
shop_data_skellige_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barili Skellige.\n\n<sprite="PopupIcons" name="Card">Carta Harald An Craite.\n\n<sprite="PopupIcons" name="Border">Bordo Skellige.\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Skellige, una carta Oro Skellige selezionata e un bordo di fazione unico.
shop_data_skellige_keg_15_title;15 barili Skellige
shop_data_skellige_keg_15_title_gaea;Ignore.
shop_data_skellige_keg_2_title;2 barili Skellige
shop_data_skellige_keg_2_title_gaea;Ignore.
shop_data_skellige_keg_40_title;40 barili Skellige
shop_data_skellige_keg_40_title_gaea;Ignore.
shop_data_skellige_keg_60_title;60 barili Skellige
shop_data_skellige_keg_60_title_gaea;Ignore.
shop_data_skellige_keg_7_title;7 barili Skellige
shop_data_skellige_keg_7_title_gaea;Ignore.
shop_data_skellige_keg_desc;Una volta aperto, questo barile fornisce 5 carte Skellige di qualsiasi set, di cui 4 di qualità comune o superiore e la quinta, da scegliere fra 3 carte, di qualità rara o superiore.
shop_data_skellige_keg_title;Barile/i di Skellige
shop_data_special_premium_keg_desc;Acquistabile solo con i componenti. Una volta aperto, questo speciale barile fornisce 5 carte <b>premium</b> di qualsiasi set, di cui 4 di qualità comune o superiore e la quinta, da scegliere fra 3 carte, di qualità rara o superiore.
shop_data_special_premium_keg_title;Barile premium speciale
shop_data_starter_pack_desc;Il Pacchetto iniziale di GWENT è un'offerta unica che ti aiuterà ad avviare la tua collezione di carte. Include: \n\n<sprite="PopupIcons" name="Card"> 1 carta leggendaria premium\n\n<sprite="PopupIcons" name="Powder"> 400 unità di polvere meteorica\n\n<sprite="PopupIcons" name="Keg"> 10 barili epici
shop_data_starter_pack_promo_desc;Un'offerta unica e conveniente
shop_data_starter_pack_promo_title;Pacchetto iniziale
shop_data_starter_pack_title;Pacchetto iniziale
shop_data_syndicate_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barili Sindacato.\n\n<sprite="PopupIcons" name="Card">Carta Jacques: bambino prodigio.\n\n<sprite="PopupIcons" name="Border">Bordo Sindacato.\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Sindacato, una carta Oro Sindacato selezionata e un bordo di fazione unico.
shop_data_syndicate_keg_15_title;15 barili Sindacato
shop_data_syndicate_keg_15_title_gaea;Ignore.
shop_data_syndicate_keg_2_title;2 barili Sindacato
shop_data_syndicate_keg_2_title_gaea;Ignore.
shop_data_syndicate_keg_40_title;40 barili Sindacato
shop_data_syndicate_keg_40_title_gaea;Ignore.
shop_data_syndicate_keg_60_title;60 barili Sindacato
shop_data_syndicate_keg_60_title_gaea;Ignore.
shop_data_syndicate_keg_7_title;7 barili Sindacato
shop_data_syndicate_keg_7_title_gaea;Ignore.
shop_data_tavern_bundle_desc;A tutti gli avventori delle taverne! Entrate a farvi una mano di gwent! Include:\n\nTavoliere taverna
shop_data_tavern_bundle_title;Tavoliere taverna
shop_data_thronebreaker_desc;Thronebreaker è un gioco di carte di ruolo per giocatore singolo ambientato nel mondo di The Witcher che sfrutta il sistema di battaglia di GWENT: The Witcher Card Game. In esso, i giocatori potranno nuovamente avventurarsi nell'universo infestato da mostri di Geralt di Rivia.
shop_data_thronebreaker_title;Thronebreaker
shop_data_ultimate_premium_keg_title;Barili premium epici
shop_data_ultimate_starter_pack_desc;<sprite="PopupIcons" name="Keg"> 7 barili epici\n\n <sprite="PopupIcons" name="Keg"> 7 barili Crimson Curse\n\n <sprite="PopupIcons" name="Keg"> 7 barili Novigrad\n\n<sprite="PopupIcons" name="Keg"> 7 barili Iron Judgment\n\n<sprite="PopupIcons" name="Keg"> 7 barili Merchants of Ofir\n\nQuesto pacchetto ti permette di ampliare rapidamente la tua collezione e creare un potente mazzo da portare in battaglia!\n
shop_data_usurper_emperor_skin_desc;A mali estremi, estremi rimedi. Prendi in mano la situazione e rivendica il tuo trono con questa skin imperiale per l'Usurpatore.
shop_data_usurper_emperor_skin_title;Skin Imperatore
shop_data_winter_bundle_open1_desc;<sprite="PopupIcons" name="Board"> Tavoliere Inverno\n\n<sprite="PopupIcons" name="CardBack"> Dorso Inverno\n\nIl modo migliore di dire addio all'inverno!\n\nL'acquisto di questo pacchetto serve a supportare GWENT nell'ambito dell'eSport. Il 30% dei proventi delle vendite del pacchetto andrà ad aumentare il montepremi del torneo GWENT Open 1 che si terrà ad aprile 2021!
shop_data_winter_bundle_open1_title;Bundle Inverno (GWENT Open 1)
shop_data_winter_pack_open1_desc;<sprite="PopupIcons" name="Coin"> Moneta Inverno\n\n<sprite="PopupIcons" name="Powder"> 400 unità di polvere meteorica\n\nNoto anche come il "pacchetto gelido".\n\nL'acquisto di questo pacchetto serve a supportare GWENT nell'ambito dell'eSport. Il 30% dei proventi delle vendite del pacchetto andrà ad aumentare il montepremi del torneo GWENT Open 1 che si terrà ad aprile 2021!
shop_data_winter_pack_open1_title;Pacchetto Inverno (GWENT Open 1)
shop_data_wolf_season_bundle_desc;<sprite="PopupIcons" name="CardBack"> Dorso Lupo \n\n\n<sprite="PopupIcons" name="Avatar"> 3 avatar stagionali: Vesemir, Geralt: professionale e Rutilia \n\n\n<sprite="PopupIcons" name="Border"> 4 bordi stagionali: Cucciolo di lupo, Protettore della tana, Warg supremo e Lupo bianco \n\n\n<sprite="PopupIcons" name="Avatar"> Avatar bonus: Lambert \n\n\n\n\nQuesto bundle speciale contiene ornamenti ottenibili in GWENT durante la stagione del Lupo e uno speciale oggetto bonus!
shop_data_wolf_season_bundle_title;Bundle Stagione del Lupo
shop_data_yaruga_bridge_bundle_title;Tavoliere Ponte sullo Yaruga
shop_data_yaruga_bridge_desc;Rivisita il famoso ponte sullo Yaruga, luogo dell'eroica battaglia tra la Regina Meve di Lyria e Rivia e le forze di Nilfgaard, dove Geralt venne insignito del titolo di cavaliere "di Rivia". Rivisto e corretto dopo il suo debutto originale in Thronebreaker, questo spettacolare tavoliere può finalmente essere tuo e accompagnarti in tutte le tue battaglie!\n\nGioca sul tavoliere dello Yaruga per sbloccare gli altri ornamenti collegati: titolo, avatar e dorso!
shop_data_zerrikanian_bear_desc;Dalle lande lontane della Zerrikania arriva un viandante con molti doni per celebrare la festa dell'estate. \n\n\nTra essi, c'è il regalo più tenero di tutti: una bestia esotica della sua terra natale trasformata in un morbido peluche.
shop_data_zerrikanian_bear_title;Orsacchiotto zerrikaniano
shop_data_zoltan_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Zoltan e Duda\n\n<sprite="PopupIcons" name="Border"> Bordo Martello da guerra di Zoltan\n\n<sprite="PopupIcons" name="Title"> Titolo "Compagno di Zoltan"\n\nCelebra l'arrivo della stagione di Mahakam come parte della famosa compagnia di Zoltan Chivay.
shop_data_zoltan_bundle_title;Bundle di Zoltan
shop_discount_finished_stopwatch_title;OFFERTA CONCLUSA
shop_discount_offer_ended_description;L'offerta è scaduta, ci dispiace! Era molto interessante, ma ormai è troppo tardi. La prossima volta, sii più veloce!
shop_discount_offer_ended_title;Offerta terminata
shop_discount_stopwatch_title;TERMINA TRA
shop_dol_dlathanna_bundle_desc;<sprite="PopupIcons" name="Avatar">Avatar Arciere Dol Blathanna\n\n<sprite="PopupIcons" name="Border">Bordo Commando\n\n<sprite="PopupIcons" name="Title">Titolo "di Dol Blathanna"\n\nQuesto bundle contiene ornamenti che sono stati introdotti per la prima volta come oggetti sbloccabili durante la stagione degli Elfi nell'anno del Ratto mannaro, oltre a due nuovi e speciali oggetti bonus!
shop_dol_dlathanna_bundle_title;Bundle Dol Blathanna
shop_elves_cardback_bundle_desc;<sprite="PopupIcons" name="CardBack">Dorso Stagione degli Elfi\n\nCeádmil, Wedd Brokiloéne!\n\nQuesto dorso è stato introdotto per la prima volta come oggetto sbloccabile durante la stagione degli Elfi nell'anno del Ratto mannaro.
shop_elves_cardback_bundle_title;Dorso Elfi (2020)
shop_error_google_play_connect_desc;Impossibile connettersi a Google Play Store. Riprova in seguito.
shop_error_google_play_generic_desc;Impossibile inizializzare il negozio. Riprova in seguito.
shop_error_google_play_update_desc;Installa e aggiorna Google Play Services all'ultima versione.
shop_esports;Sostieni l'eSport di GWENT
shop_faction_pack_combo_desc;<sprite="PopupIcons" name="Keg">60 barili di fazione (10 barili per ogni fazione)\n\n<sprite="PopupIcons" name="CardBack">6 dorsi metallizzati, uno per ogni fazione\n\n<sprite="PopupIcons" name="Card">Carta Jacques: bambino prodigio\n<sprite="PopupIcons" name="Card">Carta Harald an Craite\n<sprite="PopupIcons" name="Card">Carta Eithné: giovane regina\n<sprite="PopupIcons" name="Card">Carta Viraxas: principe\n<sprite="PopupIcons" name="Card">Carta Usurpatore: ufficiale\n<sprite="PopupIcons" name="Card">Carta Auberon: re\n<sprite="PopupIcons" name="Border">6 bordi di fazione\n<sprite="PopupIcons" name="Title">Titolo "Versatile"\n\nQuesto pacchetto contiene 60 barili, con 6 carte Evoluzione leggendarie, 6 bordi di fazione, 6 dorsi di fazione e un titolo unico.\n\n
shop_faction_pack_combo_title;Bundle Versatile
shop_faction_pack_monsters_desc;<sprite="PopupIcons" name="Keg">5 barili Mostri\n\n<sprite="PopupIcons" name="CardBack">Dorso metallizzato Mostri\n\n<sprite="PopupIcons" name="Card">Carta Auberon: re\n\n<sprite="PopupIcons" name="Border">Bordo Mostri\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Mostri, una carta Oro Mostri selezionata, un bordo di fazione unico e un dorso di fazione specifico.
shop_faction_pack_nilfgaard_desc;<sprite="PopupIcons" name="Keg">5 barili Nilfgaard\n\n<sprite="PopupIcons" name="CardBack">Dorso metallizzato Nilfgaard\n\n<sprite="PopupIcons" name="Card">Carta Usurpatore: ufficiale\n\n<sprite="PopupIcons" name="Border">Bordo Nilfgaard\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Nilfgaard, una carta Oro Nilfgaard selezionata, un bordo di fazione unico e un dorso di fazione specifico.
shop_faction_pack_northern_desc;<sprite="PopupIcons" name="Keg">5 barili Regni Settentrionali\n\n<sprite="PopupIcons" name="CardBack">Dorso metallizzato Regni Settentrionali\n\n<sprite="PopupIcons" name="Card">Carta Viraxas: principe\n\n<sprite="PopupIcons" name="Border">Bordo Regni Settentrionali\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Regni Settentrionali, una carta Oro Regni Settentrionali selezionata, un bordo di fazione unico e un dorso di fazione specifico.
shop_faction_pack_scoia_desc;<sprite="PopupIcons" name="Keg">5 barili Scoia'tael\n\n<sprite="PopupIcons" name="CardBack">Dorso metallizzato Scoia'tael\n\n<sprite="PopupIcons" name="Card">Carta Eithné: giovane regina\n\n<sprite="PopupIcons" name="Border">Bordo Scoia'tael\n\nIdeale per i nuovi giocatori! Potenzia la tua fazione di GWENT preferita! Questo pacchetto include 5 barili contenenti carte Scoia'tael, una carta Oro Scoia'tael selezionata, un bordo di fazione unico e un dorso di fazione specifico.
