_inputshopbuymultiple;COMPRAR
shop_ep7_2_pack_mega_pack_title;Pack combo de La rebelión de Thanedd
shop_ep7_2_pack_monsters_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Monstruos de la segunda expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Dama sangrienta\n\nAcepta tu bestia interior y haz uso de los nuevos poderes de los Monstruos para plagar el campo de batalla.
shop_ep7_2_pack_monsters_title;La rebelión de Thanedd - Pack de Monstruos
shop_ep7_2_pack_nilfgaard_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Nilfgaard de la segunda expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Artaud Terranova\n\n¡Por la gloria del imperio! Consigue los nuevos poderes de Nilfgaard y cambia el curso de la batalla a tu antojo.
shop_ep7_2_pack_nilfgaard_title;La rebelión de Thanedd - Pack de Nilfgaard
shop_ep7_2_pack_northern_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de los Reinos del Norte de la segunda expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Tissaia de Vries\n\nConsigue los nuevos poderes de los Reinos del Norte y somete a tus enemigos por aplastamiento.
shop_ep7_2_pack_northern_title;La rebelión de Thanedd - Pack de los Reinos del Norte
shop_ep7_2_pack_scoiatael_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Scoia'tael de la segunda expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Simlas Finn aep Dabairr\n\nEstate al acecho y lleva a tus rivales a su perdición gracias a los nuevos poderes de Scoia'tael.
shop_ep7_2_pack_scoiatael_title;La rebelión de Thanedd - Pack de Scoia'tael
shop_ep7_2_pack_skellige_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Skellige de la segunda expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Melusine\n\nLucha con la intrépida ferocidad de los mortíferos mares y haz estragos en las filas de tus rivales con los nuevos poderes de Skellige.
shop_ep7_2_pack_skellige_title;La rebelión de Thanedd - Pack de Skellige
shop_ep7_2_pack_syndicate_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium del Sindicato de la segunda expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de El Canalla\n\nConsigue los nuevos poderes del Sindicato y libra batallas con botines y beneficios.
shop_ep7_2_pack_syndicate_title;La rebelión de Thanedd - Pack del Sindicato
shop_ep7_3_pack_mega_pack_desc;<sprite="PopupIcons" name="Skin"> Aspecto de La buscadora de brujas\n\n<sprite="PopupIcons" name="Avatar"> Todos los artículos estéticos de los lotes de facción de Cosecha de amargura\n\n<sprite="PopupIcons" name="Card"> Todas las cartas neutrales premium de Cosecha de amargura\n\n<sprite="PopupIcons" name="Card"> Todas las cartas de facción premium de Cosecha de amargura\n\nEste pack combo contiene todas las cartas premium y los artículos estéticos de facción de la tercera expansión —Cosecha de amargura— de la colección de expansiones Price of Power, junto con el nuevo aspecto, La buscadora de brujas, para Octavia Hale. ¡Es hora de tomar la iniciativa!
shop_ep7_3_pack_mega_pack_title;Pack combo de Cosecha de amargura
shop_ep7_3_pack_monsters_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Monstruos de la tercera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Bruja del trono\n\nAcepta tu bestia interior y haz uso de los nuevos poderes de los Monstruos para plagar el campo de batalla.
shop_ep7_3_pack_monsters_title;Cosecha de amargura - Pack de Monstruos
shop_ep7_3_pack_nilfgaard_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Nilfgaard de la tercera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Vilgefortz: Renegado\n\n¡Por la gloria del imperio! Consigue los nuevos poderes de Nilfgaard y cambia el curso de la batalla a tu antojo.
shop_ep7_3_pack_nilfgaard_title;Cosecha de amargura - Pack de Nilfgaard
shop_ep7_3_pack_northern_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de los Reinos del Norte de la tercera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Mago poderoso\n\nConsigue los nuevos poderes de los Reinos del Norte y somete a tus enemigos por aplastamiento.
shop_ep7_3_pack_northern_title;Cosecha de amargura - Pack de los Reinos del Norte
shop_ep7_3_pack_scoiatael_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Scoia'tael de la tercera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Filavandrel aén Fidháil\n\nEstate al acecho y lleva a tus rivales a su perdición gracias a los nuevos poderes de Scoia'tael.
shop_ep7_3_pack_scoiatael_title;Cosecha de amargura - Pack de Scoia'tael
shop_ep7_3_pack_skellige_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Skellige de la tercera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Hechicera marina\n\nLucha con la intrépida ferocidad de los mortíferos mares y haz estragos en las filas de tus rivales con los nuevos poderes de Skellige.
shop_ep7_3_pack_skellige_title;Cosecha de amargura - Pack de Skellige
shop_ep7_3_pack_syndicate_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium del Sindicato de la tercera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de El Salvaje\n\nConsigue los nuevos poderes del Sindicato y libra batallas con botines y beneficios.
shop_ep7_3_pack_syndicate_title;Cosecha de amargura - Pack del Sindicato
shop_ep7_pack_mega_pack_desc;<sprite="PopupIcons" name="Board"> Tablero de juego de Érase una vez una pira\n\n<sprite="PopupIcons" name="Avatar"> Todos los artículos estéticos de los lotes de facción de Érase una vez una pira\n\n<sprite="PopupIcons" name="Card"> Todas las cartas neutrales premium de Érase una vez una pira\n\n<sprite="PopupIcons" name="Card"> Todas las cartas de facción premium de Érase una vez una pira\n\nEste pack combo contiene todas las cartas premium y los artículos estéticos de facción de la primera expansión —Érase una vez una pira— de la colección de expansiones Price of Power, junto con un nuevo tablero de juego de Érase una vez una pira para que libres tus batallas. A rebosar de poder...
shop_ep7_pack_monsters_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Monstruos de la primera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de La que sabe\n\nAcepta tu bestia interior y haz uso de los nuevos poderes de los Monstruos para plagar el campo de batalla.
shop_ep7_pack_monsters_title;Érase una vez una pira - Pack de Monstruos
shop_ep7_pack_nilfgaard_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Nilfgaard de la primera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Rience\n\n¡Por la gloria del imperio! Consigue los nuevos poderes de Nilfgaard y cambia el curso de la batalla a tu antojo.
shop_ep7_pack_nilfgaard_title;Érase una vez una pira - Pack de Nilfgaard
shop_ep7_pack_northern_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de los Reinos del Norte de la primera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Gerhart de Aelle\n\nConsigue los nuevos poderes de los Reinos del Norte y somete a tus enemigos por aplastamiento.
shop_ep7_pack_northern_title;Érase una vez una pira - Pack de los Reinos del Norte
shop_ep7_pack_scoiatael_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Scoia'tael de la primera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Francesca Findabair\n\nEstate al acecho y lleva a tus rivales a su perdición gracias a los nuevos poderes de Scoia'tael.
shop_ep7_pack_scoiatael_title;Érase una vez una pira - Pack de Scoia'tael
shop_ep7_pack_skellige_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium de Skellige de la primera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Fulmar\n\nLucha con la intrépida ferocidad de los mortíferos mares y haz estragos en las filas de tus rivales con los nuevos poderes de Skellige.
shop_ep7_pack_skellige_title;Érase una vez una pira - Pack de Skellige
shop_ep7_pack_syndicate_desc;<sprite="PopupIcons" name="Card"> Todas las cartas premium del Sindicato de la primera expansión de la colección Price of Power\n\n<sprite="PopupIcons" name="Avatar"> Avatar de La buscadora de brujas\n\nConsigue los nuevos poderes del Sindicato y libra batallas con botines y beneficios.
shop_ep7_pack_syndicate_title;Érase una vez una pira - Pack del Sindicato
shop_error_google_play_connect_desc;No se ha podido conectar con Google Play Store. Vuelve a intentarlo más tarde, por favor.
shop_error_google_play_generic_desc;No se ha podido iniciar la tienda. Vuelve a intentarlo más tarde, por favor.
shop_error_google_play_update_desc;Instala y actualiza Google Play Services a su última versión, por favor.
shop_esports;Apoya los eSports de GWENT
shop_faction_pack_combo_desc;<sprite="PopupIcons" name="Keg">60 barriles de facción (10 barriles por cada facción)\n\n<sprite="PopupIcons" name="CardBack">6 dorsos de carta metálicos, uno por cada facción\n\n<sprite="PopupIcons" name="Card">Carta Jacques niño prodigio\n<sprite="PopupIcons" name="Card">Carta Harald an Craite\n<sprite="PopupIcons" name="Card">Carta Eithné joven reina\n<sprite="PopupIcons" name="Card">Carta Viraxas príncipe\n<sprite="PopupIcons" name="Card">Carta Usurpador oficial\n<sprite="PopupIcons" name="Card">Carta Auberon rey\n\n<sprite="PopupIcons" name="Border">6 bordes de facción\n\n<sprite="PopupIcons" name="Title">Título «Versátil»\n\n Este paquete incluye 60 barriles, 6 cartas legendarias que evolucionan, 6 bordes de facción, 6 dorsos de carta de facción y un título exclusivo.
shop_faction_pack_combo_title;Lote Versátil
shop_faction_pack_monsters_desc;<sprite="PopupIcons" name="Keg">5 barriles de Monstruos\n\n<sprite="PopupIcons" name="CardBack">Dorso de carta metálico de Monstruos\n\n<sprite="PopupIcons" name="Card">Carta Auberon rey\n\n<sprite="PopupIcons" name="Border">Borde de Monstruos\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este pack contiene 5 barriles que incluyen únicamente cartas de Monstruos, así como una carta de oro de Monstruos exclusiva, un borde de facción único y un dorso de carta de facción específico.
shop_faction_pack_nilfgaard_desc;<sprite="PopupIcons" name="Keg">5 barriles de Nilfgaard\n\n<sprite="PopupIcons" name="CardBack">Dorso de carta metálico de Nilfgaard\n\n<sprite="PopupIcons" name="Card">Carta Usurpador oficial\n\n<sprite="PopupIcons" name="Border">Borde de Nilfgaard\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este pack contiene 5 barriles que incluyen únicamente cartas de Nilfgaard, así como una carta de oro de Nilfgaard exclusiva, un borde de facción único y un dorso de carta de facción específico.
shop_faction_pack_northern_desc;<sprite="PopupIcons" name="Keg">5 barriles de Reinos del Norte\n\n<sprite="PopupIcons" name="CardBack">Dorso de carta metálico de Reinos del Norte\n\n<sprite="PopupIcons" name="Card">Carta Viraxas príncipe\n\n<sprite="PopupIcons" name="Border">Borde de Reinos del Norte\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este pack contiene 5 barriles que incluyen únicamente cartas de Reinos del Norte, así como una carta de oro de Reinos del Norte exclusiva, un borde de facción único y un dorso de carta de facción específico.
shop_faction_pack_scoia_desc;<sprite="PopupIcons" name="Keg">5 barriles de Scoia'tael\n\n<sprite="PopupIcons" name="CardBack">Dorso de carta metálico de Scoia'tael\n\n<sprite="PopupIcons" name="Card">Carta Eithné joven reina\n\n<sprite="PopupIcons" name="Border">Borde de Scoia'tael\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este pack contiene 5 barriles que incluyen únicamente cartas de Scoia'tael, así como una carta de oro de Scoia'tael exclusiva, un borde de facción único y un dorso de carta de facción específico.
shop_faction_pack_skellige_desc;<sprite="PopupIcons" name="Keg">5 barriles de Skellige\n\n<sprite="PopupIcons" name="CardBack">Dorso de carta metálico de Skellige\n\n<sprite="PopupIcons" name="Card">Carta Harald an Craite\n\n<sprite="PopupIcons" name="Border">Borde de Skellige\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este pack contiene 5 barriles que incluyen únicamente cartas de Skellige, así como una carta de oro de Skellige exclusiva, un borde de facción único y un dorso de carta de facción específico.
shop_faction_pack_syndicate_desc;<sprite="PopupIcons" name="Keg">5 barriles del Sindicato\n\n<sprite="PopupIcons" name="CardBack">Dorso de carta metálico del Sindicato\n\n<sprite="PopupIcons" name="Card">Carta Jacques niño prodigio\n\n<sprite="PopupIcons" name="Border">Borde del Sindicato\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este pack contiene 5 barriles que incluyen únicamente cartas del Sindicato, así como una carta de oro del Sindicato exclusiva, un borde de facción único y un dorso de carta de facción específico.
shop_fortunate_bundle_desc;<sprite="PopupIcons" name="Coin"> Moneda de la suerte\n\n<sprite="PopupIcons" name="Title"> Título «Afortunada»\n\nDale un empujoncito a tu suerte con esta moneda.
shop_free_product;Gratis
shop_generation_gap_pack_desc;¡Las personas necesitan sus penas del mismo modo que los navíos necesitan su lastre! ¡Sangra y hazlos sangrar a ellos aún más!\n\nConsigue 2 nuevas cartas legendarias de Skellige, Rey Bran y Cerys: Intrépida, además de otras 6 cartas premium del arquetipo de Skellige.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">1 carta premium Rey Bran\n<sprite="PopupIcons" name="Card">1 carta premium Cerys: Intrépida\n<sprite="PopupIcons" name="Card">1 carta premium Skjordal Drummond (épica)\n<sprite="PopupIcons" name="Card">1 carta premium Harald Hocicodeperro (épica)\n<sprite="PopupIcons" name="Card">2 cartas premium Saqueadores An Craite (raras)\n<sprite="PopupIcons" name="Card">2 cartas premium Sacerdote de Svalblod (raras)
shop_generation_gap_pack_title;Pack Brecha generacional
shop_geralt_sword_desc;<sprite="PopupIcons" name="Trinket">Espada de Geralt\n\nEl viaje ha sido largo, pero juntos lo hemos superado y hemos salido victoriosos. ¡Este obsequio es para celebrar nuestras victorias y una temporada llena de dicha! ¡Empuña esta espada gratis!
shop_geralt_sword_title;Espada de Geralt
shop_great_oak_year_bundle_desc;<sprite="PopupIcons" name="Avatar">Avatar de Familiar malvado\n\n<sprite="PopupIcons" name="Border">Borde de Ramas de roble\n\n<sprite="PopupIcons" name="Title">Título «El Grande»\n\n<sprite="PopupIcons" name="CardBack">Dorso de carta de El Gran Roble\n\nAl comprar este lote, colaboras en el apoyo a los eSports de Gwent. El 30 % de los ingresos procedentes de las ventas del lote irá destinado a engrosar el bote de premios de la temporada 3 de GWENT World Masters, que tendrá lugar en diciembre de 2021.
shop_great_oak_year_bundle_title;Lote de El Gran Roble
shop_ida_emean_bundle_desc;<sprite="PopupIcons" name="Avatar">Avatar de Ida Emean\n\n<sprite="PopupIcons" name="Border">Borde de Portal élfico\n\n<sprite="PopupIcons" name="Title">Título «Aen Saevherne»\n\nEste lote te permite obtener ornamentos que se incluyeron por primera vez como objetos desbloqueables durante la temporada de los elfos en el año del hombre rata.
shop_ida_emean_bundle_title;Lote de Ida Emean
shop_iris&olgierd_desc;<sprite="PopupIcons" name="CardBack"> Dorso de carta de Amor trágico\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Iris von Everec\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Olgierd\n\n<sprite="PopupIcons" name="Border"> Borde de Caballete\n\n<sprite="PopupIcons" name="Title"> Título «Desconsolado»\n\nEl amor es paciencia, el amor es bondad, pero en ocasiones también es tragedia y rompe corazones.\nEste lote contiene ornamentos que se incluyeron por primera vez como objetos desbloqueables durante el evento del amor en el año del Gran Roble.
shop_iris&olgierd_title;Lote de Iris y Olgierd
shop_ivo_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de Ivo de Belhaven\n\n<sprite="PopupIcons" name="Border"> Borde de Oso guardián\n\n<sprite="PopupIcons" name="Title"> Título «de Belhaven»\n\n¡Demuestra tu afinidad por la escuela del Oso! Este lote contiene ornamentos que se incluyeron por primera vez como objetos desbloqueables durante la temporada del oso en el año del hombre rata.
shop_ivo_bundle_title;Lote de Ivo
shop_keg_category_all;Todas las cartas
shop_keg_category_factions;Barriles de facción
shop_keg_category_misc;Varios
shop_keg_category_sets;Barriles de colección
shop_leaders_combo_desc;¡Colecciona las 12 nuevas cartas legendarias, 2 por cada facción!\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">Carta de Sacabuche\n<sprite="PopupIcons" name="Card">Carta de Bastardo Hijo\n<sprite="PopupIcons" name="Card">Carta del Rey Foltest\n<sprite="PopupIcons" name="Card">Carta de la Reina Meve\n<sprite="PopupIcons" name="Card">Carta de Crach an Craite\n<sprite="PopupIcons" name="Card">Carta de Eist Tuirseach\n<sprite="PopupIcons" name="Card">Carta de Brouver Hoog\n<sprite="PopupIcons" name="Card">Carta de Eldain\n<sprite="PopupIcons" name="Card">Carta del Anciano Oculto\n<sprite="PopupIcons" name="Card">Carta de Dettlaff van der Eretein\n<sprite="PopupIcons" name="Card">Carta de Emhyr var Emreis\n<sprite="PopupIcons" name="Card">Carta de Anna Henrietta
shop_leaders_combo_title;Pack Rostros familiares
shop_leaders_monsters_desc;¡Ya sale la luna de sangre!\n\nConsigue 2 nuevas cartas legendarias de Monstruos: Anciano Oculto y Dettlaff van der Eretein, así como otras 6 cartas para apuntalar el arquetipo de vampiros.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">Carta del Anciano Oculto\n<sprite="PopupIcons" name="Card">Carta de Dettlaff van der Eretein\n<sprite="PopupIcons" name="Card">Carta de Katakan\n<sprite="PopupIcons" name="Card">Carta de Gael\n<sprite="PopupIcons" name="Card">2 cartas de Nekurat\n<sprite="PopupIcons" name="Card">2 cartas de Lamia
shop_leaders_monsters_title;Pack Luna de sangre
shop_leaders_nilfgaard_desc;¡Mejora tu espionaje!\n\nConsigue 2 nuevas cartas legendarias de Nilfgaard: Anna Henrietta y Emhyr var Emreis, así como otras 6 cartas para apuntalar el arquetipo de espías.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">Carta de Emhyr var Emreis\n<sprite="PopupIcons" name="Card">Carta de Anna Henrietta\n<sprite="PopupIcons" name="Card">Carta de Joachim de Wett\n<sprite="PopupIcons" name="Card">Carta de Artorius Vigo\n<sprite="PopupIcons" name="Card">2 cartas de Confidente ducal\n<sprite="PopupIcons" name="Card">2 cartas de Aristócratas sediciosos
shop_leaders_nilfgaard_title;Pack Espionaje
shop_leaders_northern_desc;¡Nuestros ejércitos esperan tus órdenes, majestad!\n\nConsigue 2 nuevas cartas legendarias de los Reinos del Norte: Rey Foltest y Reina Meve, así como otras 6 cartas que actúan con sinergia con ellas.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">Carta del Rey Foltest\n<sprite="PopupIcons" name="Card">Carta de la Reina Meve\n<sprite="PopupIcons" name="Card">Carta de Vissegerd\n<sprite="PopupIcons" name="Card">Carta de Egmund\n<sprite="PopupIcons" name="Card">2 cartas de Guardia Real de Radovid\n<sprite="PopupIcons" name="Card">2 cartas de Lansquenete lyrio
shop_leaders_northern_title;Pack Realeza
shop_leaders_scoia_desc;¡Es hora de atacar desde las sombras!\n\nConsigue 2 nuevas cartas legendarias de Scoia'tael: Brouver Hoog y Eldain, así como otras 6 cartas que actúan con sinergia con el arquetipo de trampas.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">Carta de Brouver Hoog\n<sprite="PopupIcons" name="Card">Carta de Eldain\n<sprite="PopupIcons" name="Card">Carta de Yaevinn\n<sprite="PopupIcons" name="Card">Carta de Trampa de foso\n<sprite="PopupIcons" name="Card">2 cartas de Comando de Vernossiel\n<sprite="PopupIcons" name="Card">2 cartas de Trampa aplastante
shop_leaders_scoia_title;Pack Comando
shop_leaders_skellige_desc;¡A saquear!\n\nConsigue 2 nuevas cartas legendarias de Skellige: Crach an Craite y Eist Tuirseach, así como otras 6 cartas que actúan con sinergia con ellas.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">Carta de Crach an Craite\n<sprite="PopupIcons" name="Card">Carta de Eist Tuirseach\n<sprite="PopupIcons" name="Card">Carta de Holger Manonegra\n<sprite="PopupIcons" name="Card">Carta de Jutta an Dimun\n<sprite="PopupIcons" name="Card">2 cartas de Drakkar blindado\n<sprite="PopupIcons" name="Card">2 cartas de Saqueadora del Terror
shop_leaders_skellige_title;Pack Escaramuza
shop_leaders_syndicate_desc;¡A divertirse viendo correr la sangre!\n\nConsigue 2 nuevas cartas legendarias del Sindicato: Bastardo Hijo y Sacabuche, así como otras 6 cartas que actúan con sinergia con ellas.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">Carta de Sacabuche\n<sprite="PopupIcons" name="Card">Carta de Bastardo Hijo\n<sprite="PopupIcons" name="Card">Carta de Don Brochetas\n<sprite="PopupIcons" name="Card">Carta de Circo de Bastardo\n<sprite="PopupIcons" name="Card">2 cartas de Amigos sanguinarios\n<sprite="PopupIcons" name="Card">2 cartas de Contrabando
shop_leaders_syndicate_title;Pack Matones
shop_love_cardback_desc;¡Enamórate!\n\nEste dorso de carta se incluyó por primera vez como objeto desbloqueable durante la temporada del amor en el año del jabalí salvaje.
shop_love_cardback_title;Dorso de carta de Amor
shop_love_festival_gameboard_desc;<sprite="PopupIcons" name="Board"> Tablero del Festival del amor\n\nCelebra el Festival del amor, ¡ni los asesinos de Novigrado se lo pierden!
shop_love_festival_gameboard_title;Tablero del Festival del amor
shop_lubberkin_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de Doméstica\n\n<sprite="PopupIcons" name="Border"> Borde de Doméstica\n\n<sprite="PopupIcons" name="Title"> Título «Doméstica»\n\nCelebra la llegada de la temporada del amor y dale un abrazo a este encantador espíritu guardián.
shop_lubberkin_bundle_title;Lote de Doméstica
shop_lucky_bundle_desc;<sprite="PopupIcons" name="Coin"> Moneda de la suerte\n\n<sprite="PopupIcons" name="Title"> Título «El Afortunado»\n\nDale un empujoncito a tu suerte con esta moneda.
shop_lucky_bundle_title;Lote Afortunado
shop_lunar_cardback_desc;¡Participa en las celebraciones del año nuevo lunar!\n\n¡Celebra el año del buey!
shop_lunar_cardback_desc_sale;<sprite="PopupIcons" name="CardBack"> Dorso de carta lunar\n\n¡Participa en las celebraciones del año nuevo lunar!\nEste dorso de carta tendrá un 30 % de descuento durante las rebajas del año nuevo lunar.
shop_lunar_cardback_title;Dorso de carta lunar
shop_one_click_payment_description;Comprar usando tarjeta de crédito acabada en {0}
shop_open_preorder_pack_desc;Podrás abrir este pack cuando se publique la expansión, después de actualizar el juego a su última versión.
shop_open_preorder_pack_title;No se puede abrir
shop_ornaments_category_1;Dorsos de carta
shop_ornaments_category_2;Aspectos de líderes
shop_ornaments_category_3;Tableros
shop_ornaments_category_4;Lotes
shop_ornaments_category_5;Ofertas especiales
shop_packs_category_1;Packs de facción
shop_packs_category_2;Paquetes de bienvenida
shop_popular;Artículos populares
shop_powder_section_description;El polvo de meteorito te permite transmutar las cartas que tienes en sus versiones premium, que incluyen animaciones y otros efectos mejorados.
shop_powder_section_title;Polvo de meteorito
shop_priscilla&dandelion_desc;<sprite="PopupIcons" name="CardBack"> Dorso de carta de Compañeros de gira\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Jaskier de gira\n\n<sprite="PopupIcons" name="Avatar"> Avatar de Priscilla de gira\n\n<sprite="PopupIcons" name="Border"> Borde de Escenario de gira\n\n<sprite="PopupIcons" name="Title"> Título «Poeta de gira»\n\nEl amor se manifiesta de muchas maneras, incluso en compañeros de gira.\nEste lote contiene ornamentos que se incluyeron por primera vez como objetos desbloqueables durante el evento del amor en el año del Gran Roble.
shop_priscilla&dandelion_title;Lote de Priscilla y Jaskier
shop_product_timer_label;Disponible durante:
shop_questionable_morality_pack_desc;Suelta cebos para tentar al enemigo. Finge desorden y aplástalos.\n\nConsigue 2 nuevas cartas legendarias del Sindicato, Rey de los Mendigos y Cyrus Engelkind Hemmelfart, además de otras 6 cartas premium del arquetipo del Sindicato.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">1 carta premium Rey de los Mendigos\n<sprite="PopupIcons" name="Card">1 carta premium Cyrus Engelkind Hemmelfart\n<sprite="PopupIcons" name="Card">1 carta premium Adriano el Visón (épica)\n<sprite="PopupIcons" name="Card">1 carta premium Teniente Von Herst (épica)\n<sprite="PopupIcons" name="Card">2 cartas premium Salamandra: Mago (raras)\n<sprite="PopupIcons" name="Card">2 cartas premium Clérigo de la Rosa (raras)
shop_questionable_morality_pack_title;Pack Ética cuestionable
shop_schemes_and_order_pack_desc;¡Toda guerra se basa en el engaño!\n\nConsigue 2 nuevas cartas legendarias de Nilfgaard, Jan Calveit y Ardal aep Dahy, además de otras 6 cartas premium del arquetipo de Nilfgaard.\n\nEste pack contiene:\n<sprite="PopupIcons" name="Card">1 carta premium Jan Calveit\n<sprite="PopupIcons" name="Card">1 carta premium Ardal aep Dahy\n<sprite="PopupIcons" name="Card">1 carta premium Helge la Fornida (épica)\n<sprite="PopupIcons" name="Card">1 carta premium Cadaverina (épica)\n<sprite="PopupIcons" name="Card">2 cartas premium Asesinato (raras)\n<sprite="PopupIcons" name="Card">2 cartas premium Remedio experimental (raras)
shop_schemes_and_order_pack_title;Pack Conspiraciones y órdenes
shop_school_of_wolf_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de Vesemir\n\n<sprite="PopupIcons" name="Border"> Borde de Gran huargo\n\n<sprite="PopupIcons" name="Title"> Título «Decano»\n\nEste lote contiene ornamentos que se incluyeron por primera vez como objetos desbloqueables durante la temporada del lobo en el año del jabalí salvaje, ¡junto con un nuevo artículo especial extra!
shop_school_of_wolf_bundle_title;Lote de la Escuela del Lobo
shop_season_bear_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de Osa\n\n<sprite="PopupIcons" name="Border"> Borde de Oso\n\n<sprite="PopupIcons" name="Title"> Título «Feroz»\n\nEste lote contiene ornamentos que se incluyeron por primera vez como objetos desbloqueables durante la temporada del oso en el año del jabalí salvaje.
shop_season_bear_bundle_title;Lote Feroz
shop_shupe_antlers_bundle_desc;<sprite="PopupIcons" name="Skin">Aspecto básico de Troco (todas las facciones)\n\n<sprite="PopupIcons" name="Trinket">Cornamenta festiva\n\n<sprite="PopupIcons" name="Title">Título «Trol festivo»\n\nTROCO traer MEJORÍSIMAS noticias para tú y tuyos\nTROCO desea felices fiestas
shop_shupe_antlers_bundle_title;Lote de Cornamenta festiva
shop_shupe_antlers_desc;<sprite="PopupIcons" name="Trinket">Cornamenta festiva\n\n<sprite="PopupIcons" name="Title»>Título «Trol festivo»\n\nTROCO traer buenas noticias para tú y tuyos\nTROCO desea felices fiestas
shop_shupe_antlers_title;Cornamenta festiva
shop_shupe_bat_wings_desc;<sprite="PopupIcons" name="Trinket"> Alas de murciélago de Troco (se puede usar con el aspecto de Troco neutral)\n\n¡Los cielos se llenan de miedo cuando estas alas alzan el vuelo!
shop_shupe_bat_wings_title;Alas de murciélago de Troco
shop_shupe_bunny_ears_bundle_desc;<sprite="PopupIcons" name="Skin">Aspecto básico de Troco\n\n<sprite="PopupIcons" name="Trinket">Orejas de conejo de Troco\n\n<sprite="PopupIcons" name="Avatar">Avatar de Troco conejito\n\n«¡SALTA, SALTA! ¡TROCO MUY RÁPIDO Y PELUDITO! ¡COMO CONEJITO!»
shop_shupe_bunny_ears_bundle_title;Troco - Lote festivo de conejito
