_inputshopbuymultiple;COMPRAR
shop_data_mega_pack_1_ep7_title;Érase una vez una pira -Pack de combo
shop_data_mega_pack_2_ep7_title;7.2 - Pack de combo
shop_data_mega_pack_3_ep7_title;7.3 - Pack de combo
shop_data_meteorite_powder_desc;El polvo meteorítico puede usarse para transmutar las cartas normales en sus versiones premium animadas. También se utiliza para comprar adornos, disponibles en otras secciones de la tienda.
shop_data_midwinter_bundle_desc;<sprite="PopupIcons" name="Skin">Aspecto de líder Santa Crach (Skellige) \n\n<sprite="PopupIcons" name="Border"> Borde de anillo de Yule \n\n<sprite="PopupIcons" name="Border">  Borde de Reno \n\n<sprite="PopupIcons" name="Avatar">Avatar de Armiño\n\n<sprite="PopupIcons" name="Title">Título "Fanático navideño" Title\n\n ¡Celebra el solsticio de invierno con este paquete navideño especial, con adornos temáticos de invierno para tu colección de GWENT!
shop_data_midwinter_bundle_desc_sale;<sprite="PopupIcons" name="Skin">Aspecto de líder Santa Crach (Skellige) \n\n<sprite="PopupIcons" name="Border"> Borde de anillo de Yule \n\n<sprite="PopupIcons" name="Border"> Borde de Reno\n\n<sprite="PopupIcons" name="Avatar">Avatar de Armiño\n\n<sprite="PopupIcons" name="Title">Título "Fanático navideño" Title\n\n Este paquete estará disponible con un 30 % de descuento durante la promoción del evento de invierno.
shop_data_midwinter_pack_desc;<sprite="PopupIcons" name="Keg"> 1 carta legendaria\n\n    <sprite="PopupIcons" name="Keg"> 50 barriles del juego base\n\n    <sprite="PopupIcons" name="Scraps"> 1000 retazos\n\n<sprite="PopupIcons" name="Powder"> 1000 polvos meteoríticos\n\n    <sprite="PopupIcons" name="Ticket"> 10 boletos de la Arena
shop_data_midwinter_pack_title;Paquete Solsticio de invierno
shop_data_minstrel_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de juglar\n\n<sprite="PopupIcons" name="Border"> Borde de hoguera\n\n<sprite="PopupIcons" name="Title"> Título "juglar"\n\n¡Toma tu lugar junto a la hoguera y comparte tus mejores historias durante una ronda de GWENT!
shop_data_minstrel_bundle_title;Paquete de juglar
shop_data_monster_keg_15_title;15 barriles de Monstruos
shop_data_monster_keg_15_title_gaea;Ignore.
shop_data_monster_keg_2_title;2 barriles de Monstruos
shop_data_monster_keg_2_title_gaea;Ignore.
shop_data_monster_keg_40_title;40 barriles de Monstruos
shop_data_monster_keg_40_title_gaea;Ignore.
shop_data_monster_keg_60_title;60 barriles de Monstruos
shop_data_monster_keg_60_title_gaea;Ignore.
shop_data_monster_keg_7_title;7 barriles de Monstruos
shop_data_monster_keg_7_title_gaea;Ignore.
shop_data_monster_keg_desc;Una vez abierto este barril, recibirás 5 cartas de monstruos de cualquier colección, cuatro tendrán una rareza común y podrás seleccionar una quinta carta (de entre tres) que será, al menos, rara.
shop_data_monster_keg_title;Barril(es) de monstruos
shop_data_monsters_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barriles de Monstruos.\n\n<sprite="PopupIcons" name="Card">Carta Rey Auberon.\n\n<sprite="PopupIcons" name="Border">Borde de Monstruos.\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas de Monstruos, así como una carta de oro de Monstruos selecta y un borde de facción único.
shop_data_ms_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de Bruja de tumbas\n\n<sprite="PopupIcons" name="Title"> Título "Monster Slayer"\n\n¡Que comience la cacería!\n\n ¡Celebra el lanzamiento de The Witcher: Monster Slayer con nosotros y disfruta de tus artículos gratuitos!
shop_data_ms_bundle_title;Paquete de Monster Slayer
shop_data_myrgtabrakke_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar Myrgtabrakke\n\n<sprite="PopupIcons" name="Border"> Borde de cría\n\n<sprite="PopupIcons" name="Title"> Título "Dragón verde"\n\n\n¡Celebra la llegada de la Temporada del Dracónido con este exótico paquete inspirado en el famoso dragón verde Myrgtabrakke!
shop_data_myrgtabrakke_bundle_title;Paquete Myrgtabrakke
shop_data_naglfar_board_desc;<sprite="PopupIcons" name="Board">Tablero del Naglfar\n\n¡Sube abordo del Naglfar, el navío magnífico pero aterrador de la Cacería Salvaje, rediseñado como campo de batalla de GWENT donde desatar la guerra!
shop_data_naglfar_board_title;Tablero de Nilfgaard
shop_data_neutral_keg_desc;Una vez abierto este barril, recibirás 5 cartas neutrales de cualquier colección, cuatro tendrán una rareza común y podrás seleccionar una quinta carta (de entre tres) que será, al menos, rara.
shop_data_neutral_keg_title;Barril neutral
shop_data_nilfgaard_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barriles de Nilfgaard.\n\n<sprite="PopupIcons" name="Card">Carta Usurpador oficial.\n\n<sprite="PopupIcons" name="Border">Borde de Nilfgaard.\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas de Nilfgaard, así como una carta de oro de Nilfgaard selecta y un borde de facción único.
shop_data_nilfgaard_keg_15_title;15 barriles de Nilfgaard
shop_data_nilfgaard_keg_15_title_gaea;Ignore.
shop_data_nilfgaard_keg_2_title;2 barriles de Nilfgaard
shop_data_nilfgaard_keg_2_title_gaea;Ignore.
shop_data_nilfgaard_keg_40_title;40 barriles de Nilfgaard
shop_data_nilfgaard_keg_40_title_gaea;Ignore.
shop_data_nilfgaard_keg_60_title;60 barriles de Nilfgaard
shop_data_nilfgaard_keg_60_title_gaea;Ignore.
shop_data_nilfgaard_keg_7_title;7 barriles de Nilfgaard
shop_data_nilfgaard_keg_7_title_gaea;Ignore.
shop_data_nilfgaard_keg_desc;Una vez abierto este barril, recibirás 5 cartas de Nilfgaard de cualquier colección, cuatro tendrán una rareza común y podrás seleccionar una quinta carta (de entre tres) que será, al menos, rara.
shop_data_nilfgaard_keg_title;Barril(es) Nilfgaard
shop_data_north_bundle_desc;Este lote tiene como tema central los reinos del norte y contiene:\n\n    Tablero de Lyria\n\n    Aspecto de Demavend: Aliado de Lyria\n\n    Avatar del conde Caldwell
shop_data_north_bundle_title;Lote de los reinos del norte
shop_data_northern_keg_15_title;15 barriles Reinos del Norte
shop_data_northern_keg_15_title_gaea;Ignore.
shop_data_northern_keg_2_title;2 barriles de Reinos del Norte
shop_data_northern_keg_2_title_gaea;Ignore.
shop_data_northern_keg_40_title;40 barriles Reinos del Norte
shop_data_northern_keg_40_title_gaea;Ignore.
shop_data_northern_keg_60_title;60 barriles Reinos del Norte
shop_data_northern_keg_60_title_gaea;Ignore.
shop_data_northern_keg_7_title;7 barriles de Reinos del Norte
shop_data_northern_keg_7_title_gaea;Ignore.
shop_data_northern_keg_desc;Una vez abierto este barril, recibirás 5 cartas de los Reinos del Norte de cualquier colección, cuatro tendrán una rareza común y podrás seleccionar una quinta carta (de entre tres) que será, al menos, rara.
shop_data_northern_keg_title;Barril(es) de los reinos del norte
shop_data_northern_realms_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barriles de Reinos del Norte.\n\n<sprite="PopupIcons" name="Card">Carta Príncipe Viraxas.\n\n<sprite="PopupIcons" name="Border">Borde de Reinos del Norte.\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas de Reinos del Norte, así como una carta de oro de Reinos del Norte selecta y un borde de facción único.
shop_data_now_available_ promo_desc;¡Ya disponible!
shop_data_overgrown_bundle_desc;<sprite="PopupIcons" name="Skin"> Aspecto de grillo verde\n\n<sprite="PopupIcons" name="Board"> Tablero olvidado\n\n¡La naturaleza tomó el control! ¿No es hermoso? \n\nEste paquete se introdujo para apoyar el GWENT Open 2 durante el Año del Hombre rata.
shop_data_overgrown_bundle_title;Paquete de sobrecrecimiento (GWENT Open 2)
shop_data_passiflora_bundle_desc;<sprite="PopupIcons" name="Border"> Borde de Passiflora\n\n<sprite="PopupIcons" name="Avatar"> Avatares de Amrynn, Narcissa y Viola\n\n<sprite="PopupIcons" name="Title"> Título “Campeón del Passiflora”\n \n\nCompañía encantadora, un gusto sublime y los mejores jugadores de GWENT en la ciudad libre... ¡Celebra lo mejor de Novigrado con el paquete de Passiflora!
shop_data_passiflora_bundle_title;Paquete de Passiflora
shop_data_premium_cc_keg_desc;Una vez abierto este barril, recibirás 5 cartas <b>premium</b> de la expansión Crimson Curse, cuatro tendrán una rareza común y podrás seleccionar una quinta carta (de entre tres) que será, al menos, rara.
shop_data_premium_cc_keg_title;Barril de Crimson Curse premium
shop_data_premium_keg_desc;Una vez abierto este barril, recibirás 5 cartas <b>premium</b> del juego base, cuatro tendrán una rareza común y podrás seleccionar una quinta carta (de entre tres) que será, al menos, rara.
shop_data_premium_keg_title;Barril de conjunto premium
shop_data_prosperity_pack_2021_desc;<sprite="PopupIcons" name="PremiumKeg">25 barriles definitivos premium\n\n<sprite="PopupIcons" name="Powder">400 de polvos meteoríticos\n\n<sprite="PopupIcons" name="Card"> Carta legendaria Copo de Nieve\n\n<sprite="PopupIcons" name="Avatar"> Avatar de buey\n\n<sprite="PopupIcons" name="Border"> Borde de tienda lunar\n\n<sprite="PopupIcons" name="Title"> Título "Lunar"\n\nAmplía, fortalece y mejora tu colección con nuevos adornos, una poderosa carta legendaria y un cargamento de polvo meteorítico. ¡Feliz Año Nuevo Lunar!
shop_data_saovine_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de nekker \n\n<sprite="PopupIcons" name="Border"> Borde embrujado de Saovine \n\n<sprite="PopupIcons" name="Title"> Título "Embrujado" \n\n¿Sientes que te observan? Quizá sea un extraño nekker escondido tras una roca o un árbol, mirando, esperando... Mejor estar alerta con este avatar endiabladamente espeluznante y el borde y título embrujados (¡literalmente!).
shop_data_saovine_bundle_title;Paquete embrujado de Saovine
shop_data_saovine_gameboard_desc;<sprite="PopupIcons" name="Board"> Tablero de Saovine\n\n Lo mejor está aún por venir, ¡que la victoria sea tuya! ¡Lucha con amigos y enemigos en el tablero de juego de Saovine!
shop_data_saovine_gameboard_title;Tablero de juego de Saovine
shop_data_school_of_griffin_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de George de Kagen\n\n<sprite="PopupIcons" name="Border"> Borde de archigrifo\n\n<sprite="PopupIcons" name="Title"> Título "de Kagen"\n\nEste paquete contiene adornos que primero se presentaron como desbloqueables durante la temporada del Grifo en el año del Jabalí Salvaje. ¡Junto a un nuevo artículo especial adicional!
shop_data_school_of_griffin_bundle_title;Paquete de Escuela del Grifo
shop_data_scoiatael_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barriles de Scoia'tael.\n\n<sprite="PopupIcons" name="Card">Carta Eithné reina joven.\n\n<sprite="PopupIcons" name="Border">Borde de Scoia'tael.\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas de Scoia'tael, así como una carta de oro de Scoia'tael selecta y un borde de facción único.
shop_data_scoiatael_keg_15_title;15 barriles de Scoia'tael
shop_data_scoiatael_keg_15_title_gaea;Ignore.
shop_data_scoiatael_keg_2_title;2 barriles de Scoia'tael
shop_data_scoiatael_keg_2_title_gaea;Ignore.
shop_data_scoiatael_keg_40_title;40 barriles de Scoia'tael
shop_data_scoiatael_keg_40_title_gaea;Ignore.
shop_data_scoiatael_keg_60_title;60 barriles de Scoia'tael
shop_data_scoiatael_keg_60_title_gaea;Ignore.
shop_data_scoiatael_keg_7_title;7 barriles de Scoia'tael
shop_data_scoiatael_keg_7_title_gaea;Ignore.
shop_data_scoiatael_keg_desc;Una vez abierto este barril, recibirás 5 cartas Scoia'tael de cualquier colección, cuatro tendrán una rareza común y podrás seleccionar una quinta carta (de entre tres) que será, al menos, rara.
shop_data_scoiatael_keg_title;Barril(es) Scoia'tael
shop_data_sheep_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de oveja\n\n<sprite="PopupIcons" name="Border"> Borde de oveja\n\n<sprite="PopupIcons" name="Title"> Título "Buen pastor"\n\nEste paquete contiene adornos que primero se presentaron como desbloqueables durante la temporada del Grifo en el año del Jabalí Salvaje. ¡Junto a un nuevo artículo especial adicional!
shop_data_sheep_bundle_title;Paquete de la oveja
shop_data_shupe_base_skin_desc;<sprite="PopupIcons" name="Skin"> Aspecto de Troco (todas las facciones) \n\n¿Qué trol en su sano juicio preferiría jugar con retazos coloridos de papel a piedras o una buena sopa de elfo y cebolla? ¡Pues este! \n\nUtiliza la personalidad ARROLLADORA y su encanto trolero para conquistar los campos de batallad e GWENT con este aspecto de líder personalizable y excepcionalmente neutral de Troco.
shop_data_shupe_base_skin_title;Aspecto de Troco
shop_data_shupe_borders_bundle_desc;<sprite="PopupIcons" name="Title"> 1 Título de Troco: “Aventurero”\n\n<sprite="PopupIcons" name="Avatar"> 1 Avatar de Troco: ¡Troco!\n\n<sprite="PopupIcons" name="Border"> 3 bordes de Troco: Caballero, Cazador y Mago\n \n\n¡Troco y tú de aventuras ir! Muestra a todo el mundo dónde fuiste en tu día libre con el paquete de bordes de Troco.
shop_data_shupe_borders_bundle_title;Paquete de ninero de Troco
shop_data_shupe_challenge_bundle_desc;<sprite="PopupIcons" name="Border"> Borde de Caballero de primavera\n\n <sprite="PopupIcons" name="Title"> Título de Caballero de primavera\n\n <sprite="PopupIcons" name="Avatar"> Avatar de Troco \n\n¡La aventura te llama, despídete de la primavera y da la bienvenida al verano! \n¡Responde el llamado y consigue este paquete especial de Troco!
shop_data_shupe_ghost_skin_desc_sale;<sprite="PopupIcons" name="Skin"> Aspecto Fantasma de Sacabuche (Sindicato) \n\nPara enfrentar a los Monstruos (¡u otras facciones de GWENT, de hecho!), ¡a veces tú mismo te tienes que convertir en un monstruo! ¡Regresa de entre los muertos y entabla batallas eternas en nombre del Sindicato como esta versión espantosa de Sacabuche!\n\n¡El aspecto fantasma de Sacabuche tendrá un descuento del 30 % durante el evento de Saovine!
shop_data_shupe_pumpkin_bundle_desc;"<sprite="PopupIcons" name="Skin"> Aspecto de Troco (Neutral) \n\n<sprite="PopupIcons" name="Trinket"> Adorno de cabeza de calabaza (utilizable con el aspecto neutral de Troco) \n\n<sprite="PopupIcons" name="Avatar"> Avatar de cabeza de calabaza \n\n<sprite="PopupIcons" name="Title"> Título "Cabeza de calabaza" \n\nNo es un truco, ¡pero sí un gran trato! Consigue los artículos más trocosos y escalofriantes, como el aspecto de líder neutral personalizable de Troco, en un cómodo paquete de Saovine, ¡disponible con un precio especial con descuento! \n\nNota: este paquete especial contiene adornos disponibles en las ofertas de Aspecto de Troco y de Cabeza de calabaza de Troco.
shop_data_shupe_pumpkin_bundle_title;Paquete de Troco de Saovine
shop_data_shupe_pumpkin_trinket_desc;<sprite="PopupIcons" name="Trinket"> Cabeza de calabaza (utilizable con el aspecto neutral de Troco) \n\n<sprite="PopupIcons" name="Avatar"> Avatar de cabeza de calabaza \n\n<sprite="PopupIcons" name="Title"> Título "Cabeza de calabaza" \n\nEn batalla, es importante no perder la cabeza. ¡Troco lo sabe! Por eso siempre lleva un repuesto. Uno de calabaza, cierto, pero en esta época aterradora, ¡quizá sea el arma secreta que necesitas!
shop_data_shupe_pumpkin_trinket_title;Cabeza de calabaza de Troco
shop_data_shupe_saovine_bundle_desc_sale;<sprite="PopupIcons" name="Avatar"> Avatar de nekker \n\n<sprite="PopupIcons" name="Border"> Borde embrujado de Saovine  \n\n<sprite="PopupIcons" name="Title"> Título "Embrujado"  \n\n¿Sientes que te observan? Quizá sea un extraño nekker escondido tras una roca o un árbol, mirando, esperando... Mejor estar alerta con este avatar endiabladamente espeluznante y el borde y título embrujados (¡literalmente!).\n\n¡Este paquete tendrá un descuento del 30 % durante el evento de Saovine!
shop_data_skald_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de escaldo\n\n<sprite="PopupIcons" name="Border"> Borde de taberna\n\n<sprite="PopupIcons" name="Title"> Título "escaldo prestigioso"\n\n¡Consigue este paquete para revivir las hazañas heroicas de los jari legendarios y las desgracias de sus enemigos!
shop_data_skald_bundle_title;Paquete escaldo
shop_data_skellige_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barriles de Skellige.\n\n<sprite="PopupIcons" name="Card">Carta Harald an Craite.\n\n<sprite="PopupIcons" name="Border">Borde de Skellige.\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas de Skellige, así como una carta de oro de Skellige selecta y un borde de facción único.
shop_data_skellige_keg_15_title;15 barriles de Skellige
shop_data_skellige_keg_15_title_gaea;Ignore.
shop_data_skellige_keg_2_title;2 barriles de Skellige
shop_data_skellige_keg_2_title_gaea;Ignore.
shop_data_skellige_keg_40_title;40 barriles de Skellige
shop_data_skellige_keg_40_title_gaea;Ignore.
shop_data_skellige_keg_60_title;60 barriles de Skellige
shop_data_skellige_keg_60_title_gaea;Ignore.
shop_data_skellige_keg_7_title;7 barriles de Skellige
shop_data_skellige_keg_7_title_gaea;Ignore.
shop_data_skellige_keg_desc;Una vez abierto este barril, recibirás 5 cartas de Skellige de cualquier colección, cuatro tendrán una rareza común y podrás seleccionar una quinta carta (de entre tres) que será, al menos, rara.
shop_data_skellige_keg_title;Barril(es) de Skellige
shop_data_special_premium_keg_desc;Solo puede comprarse con retazos. Una vez abierto este barril especial, recibirás 5 cartas <b>premium</b> de cualquier colección. Cuatro tendrán una rareza Común y una quinta carta (a elegir entre tres) que será, al menos, Rara.
shop_data_special_premium_keg_title;Barril premium especial
shop_data_spring_bundle_open2_desc;<sprite="PopupIcons" name="Board"> Tablero de primavera\n\n<sprite="PopupIcons" name="CardBack"> Reverso de carta de primavera\n\nComprar este producto apoya los esports de GWENT; ¡el 30 % de los ingresos del paquete incrementará directamente la bolsa de premios del GWENT Masters, que tendrá lugar en diciembre de 2021!
shop_data_spring_bundle_open2_title;Paquete de primavera
shop_data_spring_pack_open2_desc;<sprite="PopupIcons" name="Coin"> Moneda de primavera\n\n<sprite="PopupIcons" name="Powder"> 400 polvos meteoríticos\n\nComprar este producto apoya los esports de GWENT; ¡el 30 % de los ingresos del paquete incrementará directamente la bolsa de premios del GWENT Open 2, que tendrá lugar en julio de 2021!
shop_data_spring_pack_open2_title;Pack de primavera (GWENT Open 2)
shop_data_starter_pack_desc;<sprite="PopupIcons" name="Card"> 1 carta legendaria premium \n\n <sprite="PopupIcons" name="Powder"> 400 polvos meteoríticos\n\n <sprite="PopupIcons" name="Keg"> 10 barriles definitivos \n\nEl paquete de inicio de GWENT es una oferta única para ayudarte a construir tu colección de cartas.
shop_data_starter_pack_promo_desc;Impulso de alto valor único
shop_data_starter_pack_promo_title;Paquete de inicio
shop_data_starter_pack_title;Paquete de inicio
shop_data_stregobor_bundle_desc;<sprite="PopupIcons" name="Avatar">Avatar de Stregobor\n\n<sprite="PopupIcons" name="Border"> Borde de Stregobor\n\n<sprite="PopupIcons" name="Title">Título "Ilusión perfecta"\n\nEste paquete contiene adornos que primero se presentaron como desbloqueables durante la temporada de la Magia en el año del Hombre rata.
shop_data_stregobor_bundle_title;Paquete de Stregobor
shop_data_summer_bundle_open_title;Paquete de verano
shop_data_summer_pack_bundle_desc;<sprite="PopupIcons" name="Board"> Tablero de verano\n\n<sprite="PopupIcons" name="CardBack"> Reverso de carta de verano\n\nComprar este producto apoya los esports de GWENT; ¡el 30 % de los ingresos del paquete incrementará directamente la bolsa de premios del GWENT Masters, que tendrá lugar en diciembre de 2021!
shop_data_summer_pack_open_desc;<sprite="PopupIcons" name="Coin"> Moneda de verano\n\n<sprite="PopupIcons" name="Powder"> 400 polvos meteoríticos\n\nComprar este producto apoya los esports de GWENT; ¡el 30 % de los ingresos del paquete incrementará directamente la bolsa de premios del GWENT Open 3, que tendrá lugar en julio de 2021!
shop_data_summer_pack_open_title;Paquete de verano (OPEN 3)
shop_data_syndicate_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg">5 barriles del Sindicato.\n\n<sprite="PopupIcons" name="Card">Carta Jacques niño milagroso.\n\n<sprite="PopupIcons" name="Border">Borde del Sindicato.\n\n¡Ideal para nuevos jugadores! ¡Refuerza tu facción favorita de GWENT! Este paquete viene con 5 barriles que solo tienen cartas de Sindicato, así como una carta de oro de Sindicato selecta y un borde de facción único.
shop_data_syndicate_keg_15_title;15 barriles del Sindicato
shop_data_syndicate_keg_15_title_gaea;Ignore.
shop_data_syndicate_keg_2_title;2 barriles del Sindicato
shop_data_syndicate_keg_2_title_gaea;Ignore.
shop_data_syndicate_keg_40_title;40 barriles del Sindicato
shop_data_syndicate_keg_40_title_gaea;Ignore.
shop_data_syndicate_keg_60_title;60 barriles del Sindicato
shop_data_syndicate_keg_60_title_gaea;Ignore.
shop_data_syndicate_keg_7_title;7 barriles del Sindicato
shop_data_syndicate_keg_7_title_gaea;Ignore.
shop_data_tavern_bundle_desc;¡Atención, gente! ¡Entren y jueguen una ronda Gwent! Contiene:\n\n Tablero de la taberna
shop_data_tavern_bundle_title;Tablero de la taberna
shop_data_thronebreaker_desc;Thronebreaker es un juego de rol de cartas para un jugador ambientado en el mundo de The Witcher. Usando el famoso sistema de batalla basado en habilidades de GWENT: The Witcher Card Game, vuelve a lanzar a los jugadores en el universo repleto de monstruos del brujo Geralt de Rivia.
shop_data_thronebreaker_title;Thronebreaker
shop_data_ultimate_premium_keg_title;Barril premium definitivo
shop_data_ultimate_starter_pack_desc;<sprite="PopupIcons" name="Keg"> 7 barriles definitivos\n\n <sprite="PopupIcons" name="Keg"> 7 barriles de Crimson Curse\n\n <sprite="PopupIcons" name="Keg"> 7 barriles de Novigrad\n\n <sprite="PopupIcons" name="Keg"> 7 barriles de Iron Judgment\n\n <sprite="PopupIcons" name="Keg"> 7 barriles de Merchants of Ofir\n\nEste paquete te ayuda a expandir tu colección rápidamente y a construir un mazo poderoso propio con el que cargar a la batalla.\n
shop_data_usurper_emperor_skin_desc;Tiempos desesperados precisan de medidas desesperadas. Encárgate personalmente de los asuntos y reclama tu lugar en el trono con este aspecto imperial de Usurpador.
shop_data_usurper_emperor_skin_title;Aspecto Emperador
shop_data_viper_bundle_desc;<sprite="PopupIcons" name="Avatar">Avatar de Serrit\n\n<sprite="PopupIcons" name="Border"> Borde de Encantador de serpientes\n\n<sprite="PopupIcons" name="Title">Título "La Víbora"\n\nEste paquete contiene adornos que primero se presentaron como desbloqueables durante la temporada de la Víbora en el año del Jabalí Salvaje.
shop_data_viper_bundle_title;Paquete de la Escuela de la Víbora
shop_data_viper_cardback_2020_desc;<sprite="PopupIcons" name="CardBack">Reverso de carta de Temporada de la Víbora\n\nEste reverso de carta se presentó primero como un artículo desbloqueable durante la Temporada de la Víbora en el año del Hombre rata.
shop_data_viper_cardback_2020_title;Reverso de carta de víbora (2020)
shop_data_winter_board_desc;<sprite="PopupIcons" name="Board">Tablero de invierno\n\n¡¿Quieres comprar... cerdos vestidos?! ¿Ya es Yule? \nEste tablero de juego se introdujo por primera vez como parte del evento de Yule de 2019 en el Año del Jabalí Salvaje.
shop_data_winter_board_desc_sale;<sprite="PopupIcons" name="Board">Tablero de invierno\n\nEste tablero de juego se introdujo por primera vez como parte del evento de Yule de 2019 en el Año del Jabalí Salvaje. Estará disponible con un 30 % de descuento durante la promoción del evento de invierno.
shop_data_winter_bundle_open1_desc;<sprite="PopupIcons" name="Board"> Tablero de invierno\n\n<sprite="PopupIcons" name="CardBack"> Reverso de carta de invierno\n\nComprar este producto apoya los esports de GWENT; ¡el 30 % de los ingresos del paquete incrementará directamente la bolsa de premios del GWENT Masters, que tendrá lugar en diciembre de 2021!
shop_data_winter_bundle_open1_title;Paquete de invierno
shop_data_winter_pack_open1_desc;<sprite="PopupIcons" name="Coin"> Moneda de invierno\n\n<sprite="PopupIcons" name="Powder"> 400 polvos meteoríticos\n\nTambién conocido como el "pack fresquísimo".\n\nComprar este producto apoya los esports de GWENT; ¡el 30 % de los ingresos del paquete incrementará directamente la bolsa de premios del GWENT Open 1, que tendrá lugar en abril de 2021!
shop_data_winter_pack_open1_title;Pack de invierno (GWENT Open 1)
shop_data_wolf_season_bundle_desc;<sprite="PopupIcons" name="CardBack"> Reverso de carta de lobo \n\n\n<sprite="PopupIcons" name="Avatar"> 3 avatares de temporada: avatar de Vesemir, avatar de Geralt: Profesional, avatar de Sardinilla \n\n\n<sprite="PopupIcons" name="Border"> 4 bordes de temporada: borde de lobezno, borde de protector de cubil, borde de gran huargo, borde de lobo blanco \n\n\n<sprite="PopupIcons" name="Avatar"> Avatar adicional: avatar de Lambert \n\n\n\n\n¡Este paquete especial contiene adornos obtenibles en GWENT durante la Temporada del Lobo, junto a un artículo especial adicional!
shop_data_wolf_season_bundle_title;Paquete de la Temporada del Lobo
shop_data_yaruga_bridge_bundle_title;Tablero Puente sobre el Yaruga
shop_data_yaruga_bridge_desc;Regresa al famoso puente sobre el Yaruga, donde la reina Meve de Lyria y Rivia heroicamente enfrentó a las fuerzas nilfgaardianas y donde Geralt fue bautizado como "de Rivia". Remasterizado desde su aparición original en Thronebreaker, ¡este magnífico tablero de juego ahora puede ser tuyo en GWENT para librar nuevas batallas sobre él!\n\nJuega con este tablero para completar contratos y desbloquear adornos adicionales: ¡título, avatar y reverso de carta!
shop_data_zerrikanian_bear_desc;Desde las lejanas tierras de Zerrikania llega un viajero con regalos para celebrar el festival de verano. \n\n\nLlega con el regalo más adorable de todos: una bestia exótica de su tierra transformada en un peluche amistoso.
shop_data_zerrikanian_bear_title;Oso zerrikano
shop_data_zoltan_bundle_desc;<sprite="PopupIcons" name="Avatar"> Avatar de Zoltan y Duda\n\n<sprite="PopupIcons" name="Border"> Borde de martillo de guerra de Zoltan\n\n<sprite="PopupIcons" name="Title"> Título "Compañero de Zoltan"\n\nEste paquete se introdujo por primera vez durante la temporada de Mahakam como parte de la famosa compañía de Zoltan Chivay.
shop_data_zoltan_bundle_title;Paquete de Zoltan
shop_discount_finished_stopwatch_title;OFERTA TERMINADA
shop_discount_offer_ended_description;¡El descuento terminó, lo sentimos! Era increíble, pero llegaste tarde. ¡Date más prisa la la próxima vez!
shop_discount_offer_ended_title;Descuento terminado
shop_discount_stopwatch_title;TERMINA EN
shop_dol_dlathanna_bundle_desc;<sprite="PopupIcons" name="Avatar">Avatar de Dol Blathanna: Arco\n\n<sprite="PopupIcons" name="Border">Borde de comando\n\n<sprite="PopupIcons" name="Title">Título "de Dol Blathanna"\n\nEste paquete contiene adornos que primero se presentaron como desbloqueables durante la temporada de los Elfos en el año del Hombre rata. ¡Junto a dos nuevos artículos especiales más!
shop_dol_dlathanna_bundle_title;Paquete de Dol Blathanna
shop_elves_cardback_bundle_desc;<sprite="PopupIcons" name="CardBack">Reverso de carta de Temporada de los Elfos\n\nCeádmil, Wedd Brokiloéne!\n\nEste reverso de carta se presentó primero como un artículo desbloqueable durante la Temporada de los Elfos en el año del Hombre rata.
shop_elves_cardback_bundle_title;Reverso de carta de elfos (2020)
shop_ep7_2_pack_mega_pack_desc;<sprite="PopupIcons" name="CardBack">Reverso de carta de bufón\n\n<sprite="PopupIcons" name="Avatar"> Todos los adornos de los paquetes de facción de Golpe de Thanedd\n\n<sprite="PopupIcons" name="Card"> Todas las cartas neutrales prémium de Golpe de Thanedd\n\n<sprite="PopupIcons" name="Card"> Todas las cartas de facción prémium de Golpe de Thanedd\n\nEsta oferta de pack de combo contiene todas las cartas premium y adornos de facción de la segunda expansión, Golpe de Thanedd, del conjunto de expansiones Price of Power, ¡junto a un nuevo reverso de carta de Golpe de Thanedd para mostrar tu fuerza! Sin duda poderoso...
shop_ep7_2_pack_mega_pack_title;Golpe de Thanedd - Pack de combo
