_inputshopbuymultiple;KAUFEN
shop_data_heritage_pack_title;Erbe-Pack
shop_data_homecoming_pack_desc;Dies ist ein besonderes Angebot, um die Veröffentlichung von GWENT zu feiern. Es enthält:\n\n    <sprite="PopupIcons" name="Card"> 1x legendäre Karte\n\n    <sprite="PopupIcons" name="Keg"> 24x Basisset-Fässer\n\n    <sprite="PopupIcons" name="Powder"> 500x Meteoritenstaub\n\n    <sprite="PopupIcons" name="Ticket"> 5x Arena-Tickets
shop_data_homecoming_pack_promo_title;Homecoming-Pack
shop_data_homecoming_pack_title;Homecoming-Pack
shop_data_ice_pack_open3_desc;<sprite="PopupIcons" name="Avatar"> Gefroren – Avatar\n\n<sprite="PopupIcons" name="Border"> Animiertes Eis – Rahmen\n\n<sprite="PopupIcons" name="Title"> Gefroren – Titel\n\n<sprite="PopupIcons" name="Powder"> 400 Meteoritenstaub\n\nFrost erfasst die Ufer und Seen ... und Eis nimmt alles gefangen, was nicht schnell genug ist ...
shop_data_ice_pack_open3_title;Eis-Pack
shop_data_invaders_bundle_desc;<sprite="PopupIcons" name="Skin"> Die Weiße Flamme – Skin (Nilfgaard)\n\n<sprite="PopupIcons" name="Board"> Nach der Schlacht – Spielbrett\n\n<sprite="PopupIcons" name="Avatar"> Menno Coehoorn – Avatar\n\nSobald wir ihre Armeen in den Staub getreten haben, werden wir auf den Trümmern ihrer Städte neue errichten.
shop_data_invaders_bundle_title;Eroberung-Bundle
shop_data_iris&olgierd_desc;<sprite="PopupIcons" name="CardBack"> Tragische Liebe – Kartenrückseite\n\n<sprite="PopupIcons" name="Border"> Staffelei – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Iris von Everec – Avatar\n\n<sprite="PopupIcons" name="Avatar"> Olgierd von Everec – Avatar\n\n<sprite="PopupIcons" name="Title"> Gebrochenes Herz – Titel\n\nDie größte Inspiration findet sich oft in den tragischsten Geschichten.
shop_data_iris&olgierd_event_pack_desc;<sprite="PopupIcons" name="PremiumKeg"> Ultimatives Premiumfass\n\n<sprite="PopupIcons" name="Card"> Iris: Schatten\n\n<sprite="PopupIcons" name="Card"> Olgierd: Unsterblich\n\n<sprite="PopupIcons" name="Title"> Träumer – Titel\n\nZu lieben und zu ehren, bis dass die Unsterblichkeit uns scheidet...
shop_data_iris&olgierd_event_pack_title;"Iris und Olgierd"-Pack
shop_data_iris&olgierd_title;"Iris und Olgierd"-Bundle
shop_data_jester_cardback_gaea_desc;<sprite="PopupIcons" name="CardBack"> Witzbold – Kartenrückseite\n\nWirst du etwa schon grün? Wir sind noch nicht mal beim wirklich lustigen Teil angelangt!
shop_data_jester_cardback_gaea_title;Witzbold – Kartenrückseite
shop_data_kaleidoscope_bundle_desc;<sprite="PopupIcons" name="Skin"> Dunkle Blutrüstung für den Unsichtbaren – Skin\n\n <sprite="PopupIcons" name="CardBack"> Alternative Crimson Curse-Kartenrückseite\n\n<sprite="PopupIcons" name="Board"> Novigrad bei Nacht – Spielbrett\n\n<sprite="PopupIcons" name="CardBack"> Ewigfeuer – Kartenrückseite\n\n<sprite="PopupIcons" name="Skin"> Serrikanien-Radovid – Skin\n\n<sprite="PopupIcons" name="CardBack"> Feurige Iron Judgment-Kartenrückseite\n\n<sprite="PopupIcons" name="CardBack"> Merchants of Ofir – Kartenrückseite\n\n<sprite="PopupIcons" name="Skin"> Erscheinung – Skin\n\nErweitere mit diesen seltenen Gegenständen deine Verzierungssammlung! Das Bundle ist nur für begrenzte Zeit wieder im Shop!
shop_data_kaleidoscope_bundle_title;Kaleidoskop-Bundle
shop_data_katakan_pack_desc;<sprite="PopupIcons" name="Card"> Katakan\n\n<sprite="PopupIcons" name="Title"> Vampirisch – Titel\n\n<sprite="PopupIcons" name="PremiumKeg"> 1 Ultimatives Premiumfass\n\nDu kannst rennen ... aber sie werden sich verstecken! Sie verstecken sich sogar so gut, dass du ihnen gar nicht erst hinterherrennst.
shop_data_katakan_pack_title;Katakan-Pack
shop_data_katakan_sketch_bundle_desc;<sprite="PopupIcons" name="CardBack"> Katakan-Anatomie – Kartenrückseite\n\n<sprite="PopupIcons" name="Avatar"> Katakan-Zeichnung – Avatar\n\n<sprite="PopupIcons" name="Title"> Monsterforscher – Titel\n\nErfahre alles, was es über Katakane zu wissen gibt. Und dann bewaffne dich. Oder auch nicht, denn sobald sie einmal deine Fähre aufgenommen haben, ist es bereits zu spät ...
shop_data_katakan_sketch_bundle_title;Katakan-Anatomie-Bundle
shop_data_keira_bundle_desc;<sprite="PopupIcons" name="Border"> Magische Lanterne – Rahmen\n\n<sprite="PopupIcons" name="Title"> Untergetaucht – Titel\n\nDie Pflege der Schönheit hilft dabei, mit der Isolation fertig zu werden, oder wenigstens macht sie den Blick in den Spiegel interessanter.
shop_data_keira_bundle_title;Keiras Zuflucht-Bundle
shop_data_kitty_bundle_desc;<sprite="PopupIcons" name="Border"> Mäuse – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Kitty – Avatar\n\n<sprite="PopupIcons" name="Title"> Schlingel – Titel\n\nMiau?
shop_data_kitty_bundle_title;Kitty-Bundle
shop_data_knitting_shupe_bundle_desc;<sprite="PopupIcons" name="CardBack"> Strickender Shøp – Kartenrückseite\n\n<sprite="PopupIcons" name="Border"> Strickender Shøp – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Strickender Shøp – Avatar\n\n<sprite="PopupIcons" name="Title"> Hält sich warm – Titel\n\nShøp macht gemütliche Atsom... Atmos... Asmophäre.
shop_data_knitting_shupe_bundle_title;Strickender-Shøp-Bundle
shop_data_kolgrim_bundle_desc;<sprite="PopupIcons" name="Avatar">Kolgrim – Avatar\n\n<sprite="PopupIcons" name="Border"> Kolgrim – Rahmen\n\n<sprite="PopupIcons" name="Title">Titel "Toxisch"\n\nDieses Bundle ermöglicht es dir, Verzierungen zu erhalten, die ursprünglich als freischaltbare Gegenstände in der Saison der Viper im Jahr der Werratte eingeführt wurden.
shop_data_kolgrim_bundle_title;Kolgrim-Bundle
shop_data_legendary_foltest_skin_desc;<sprite="PopupIcons" name="Skin"> Armee-Kommandant – Skin\n\nGestatten, der entscheidungsfreudige und hitzköpfige legendäre König von Temerien, der gleichermaßen Furcht wie Respekt gebietet. Möge er dir in der Schlacht beistehen und der Sieg dein sein.
shop_data_legendary_foltest_skin_title;Armeekommandant – Skin
shop_data_love_event_calanthe&eist_desc;<sprite="PopupIcons" name="Border"> Kuschelkönig – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Kuschelkönigin – Avatar\n\n<sprite="PopupIcons" name="Title"> Kuschelkönig – Titel\n\n<sprite="PopupIcons" name="Title"> Kuschelkönigin – Titel\n\nWenn wir älter werden, vergessen wir unsere Kindheitsträume, doch sie finden immer wieder zu uns zurück, sobald wir uns verlieben ...
shop_data_love_event_calanthe&eist_title;"Calanthe und Eist"-Bundle
shop_data_love_event_forbidden_love_desc;<sprite="PopupIcons" name="CardBack"> Verbotene Liebe – Kartenrückseite\n\nNur eine unerreichbare Liebe ist noch verlockender als das Schicksal.
shop_data_love_event_forbidden_love_title;Verbotene Liebe – Kartenrückseite
shop_data_love_event_fruit_of_love_cardback_desc;<sprite="PopupIcons" name="CardBack"> Früchte der Liebe – Kartenrückseite\n\nSing dem Löwenjungen ein Lied, damit sie es eines Tages mit sich durch die Welt tragen wird.
shop_data_love_event_fruit_of_love_cardback_title;Früchte der Liebe – Kartenrückseite
shop_data_love_event_her_royal_huntress_skin_desc;<sprite="PopupIcons" name="Skin"> Ihre Königliche Jägerin – Skin (Nördliche Königreiche)\n\nBehandle deinen Falken mit Fürsorge und Respekt, damit er dir die dicksten Mäuse bringt!
shop_data_love_event_her_royal_huntress_skin_title;Ihre Königliche Jägerin – Calanthe-Skin
shop_data_love_event_pavetta&duny_desc;<sprite="PopupIcons" name="Avatar"> Fürsorgliche Mutter – Avatar\n\n<sprite="PopupIcons" name="Avatar"> Duny – Avatar\n\n<sprite="PopupIcons" name="Title"> Fürsorglicher Beschützer – Titel\n\nSieh an! Das unerwartete Kind, das Flüche brechen und verbitterte Herzen mit Freude erfüllen wird.
shop_data_love_event_pavetta&duny_title;"Pavetta und Duny"-Bundle
shop_data_love_event_pavetta&urcheon_desc;<sprite="PopupIcons" name="Avatar"> Pavetta – Avatar\n\n<sprite="PopupIcons" name="Avatar"> Igel vom Erlenwald – Avatar\n\n<sprite="PopupIcons" name="Title"> Romantischer Poet – Titel\n\nLass die Schmerzen der Vergangenheit in Finsternis verschwinden,\nUnd uns immerwährend in Liebe aneinander binden.
shop_data_love_event_pavetta&urcheon_title;"Pavetta und Igel"-Bundle
shop_data_love_event_philippa&dijkstra_desc;<sprite="PopupIcons" name="Border"> Großer Löffel – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Kleiner Löffel – Avatar\n\n<sprite="PopupIcons" name="Title"> Großer Löffel – Titel\n\n<sprite="PopupIcons" name="Title"> Kleiner Löffel – Titel\n\nWer Macht begehrt, begehrt vorher meistens schon etwas anderes ...
shop_data_love_event_philippa&dijkstra_title;"Philippa und Dijkstra"-Bundle
shop_data_love_festival_gameboard_desc;<sprite="PopupIcons" name="Board"> Tag der Liebe – Spielbrett\n\nFeiere den Tag der Liebe mit den Gaunern und Halsabschneidern von Novigrad!
shop_data_love_festival_gameboard_title;Tag der Liebe – Spielbrett
shop_data_love_season_bundle_desc;<sprite="PopupIcons" name="CardBack"> Liebe – Kartenrückseite\n\n<sprite="PopupIcons" name="Avatar"> 3 saisonale Avatare: Priscilla, Rittersporn, Sukkubus\n\n<sprite="PopupIcons" name="Border"> 4 saisonale Rahmen: Heimlicher Verehrer, Süßholzraspler, Casanova, Roter Rächer\n\n<sprite="PopupIcons" name="Title"> Bonustitel: Wahrer Romantiker\n\nDieses besondere Bundle enthält Verzierungen, die in GWENT während der Saison der Liebe verfügbar sind, sowie einen speziellen Bonusgegenstand!
shop_data_love_season_bundle_title;Saison der Liebe-Bundle
shop_data_lubberkin_bundle_desc;<sprite="PopupIcons" name="Border"> Tölpelbold – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Tölpelbold – Avatar\n\n<sprite="PopupIcons" name="Title"> Tölpelbold – Titel\n\nGib ihm einen Namen und ein Zuhause, behandle ihn wie dein eigenes, lebendiges Kind. Deine Liebe und Fürsorge werden letztendlich reich belohnt werden.
shop_data_lubberkin_bundle_title;Tölpelbold-Bundle
shop_data_lucky_bundle_desc;<sprite="PopupIcons" name="Coin"> Glück – Münze\n\n<sprite="PopupIcons" name="Title"> Glückspilz – Titel\n\nWirf sie so oft du willst, jede der gezeigten Seiten wird dir zum Vorteil gereichen.
shop_data_lucky_bundle_title;Glückspilz-Bundle
shop_data_lunar_board_desc_sale;<sprite="PopupIcons" name="Board"> Mondneujahr – Spielbrett\n\nEin neues Schlachtfeld für das Mondneujahr! Feiere es auf unvergessliche Weise – für dich und deine Gegner.\nDieses Spielbrett ist während der Rabatte zum Mondneujahr um 30 % reduziert.
shop_data_lunar_board_title;Mondneujahr – Spielbrett
shop_data_lunar_dragon_bundle_desc;<sprite="PopupIcons" name="CardBack"> Drache des Mondes – Kartenrückseite\n\n<sprite="PopupIcons" name="Avatar"> Drache des Mondes – Avatar\n\n<sprite="PopupIcons" name="Title"> Monddrache – Titel\n\nShøp hat noch nie Drachen gesehen, aber hören immer von ihrem Reichtum. Haben bestimmt ganz viel Glück!
shop_data_lunar_dragon_bundle_title;Drache-des-Mondes-Bundle
shop_data_lunar_new_year_bundle_desc_sale;<sprite="PopupIcons" name="CardBack"> Ratte – Premium-Kartenrückseite\n\n<sprite="PopupIcons" name="Border"> Goldmünze – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Glückspilz – Avatar\n\n<sprite="PopupIcons" name="Title"> Der Glückspilz – Titel\n\nMöchtest du, dass dein GWENT-Jahr ein voller Erfolg wird? Es heißt, dass diese Verzierungen dem Besitzer zu zusätzlichem Glück verhelfen.\nDieses Bundle ist während der Rabatte zum Mondneujahr um 30 % reduziert.
shop_data_lunar_new_year_bundle_title;Mondneujahrs-Bundle
shop_data_lunar_ox_cardback_desc;<sprite="PopupIcons" name="CardBack"> Ochse des Mondes – Kartenrückseite\n\nBegrüße herzlich den kraftstrotzenden goldenen Ochsen, denn er bringt dir Wohlstand.
shop_data_lunar_ox_cardback_title;Ochse des Mondes – Kartenrückseite
shop_data_lunar_rabbit_bundle_desc;<sprite="PopupIcons" name="CardBack"> Hase des Mondes – Kartenrückseite\n\n<sprite="PopupIcons" name="Avatar"> Hase des Mondes – Avatar\n\n<sprite="PopupIcons" name="Title"> Mondhase – Titel\n\nShøp wünschen dir so viel Glück, wie es auch das Glückshäschen hat. Möge deine Zukunft erstrahlen wie eine Himmelslaterne und deine Geldbörse klimpern wie in Träumen vom Kaufrausch.
shop_data_lunar_rabbit_bundle_title;Hase-des-Mondes-Bundle
shop_data_lunar_rat_board_desc;<sprite="PopupIcons" name="Board"> Ratte des Mondes – Spielbrett\n\nWenn eine goldene Ratte, die auf dem Marktplatz tanzt, kein gutes Vorzeichen ist, was dann?
shop_data_lunar_rat_board_title;Ratte des Mondes – Spielbrett
shop_data_lunar_rat_bundle_desc;<sprite="PopupIcons" name="CardBack"> Ratte des Mondes – Kartenrückseite\n\n<sprite="PopupIcons" name="Border"> Glücksmünze – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Glückspilz – Avatar\n\n<sprite="PopupIcons" name="Title"> Der Glückspilz – Titel\n\nShøp hatte mal vor ganz langer Zeit Ratte. Haben zusammen immer Glitzkram gefunden – war Shøp sehr froh drüber.
shop_data_lunar_rat_bundle_title;Ratte-des-Mondes-Bundle
shop_data_lunar_tiger_bundle_desc;<sprite="PopupIcons" name="Board"> Tiger des Mondes – Spielbrett\n\n<sprite="PopupIcons" name="CardBack"> Tiger des Mondes – Kartenrückseite\n\nKleines Kätzchen schützen Haus vor mieser Stimmung, aber großes Kätzchen schützen Stadt vor miesem Glück!
shop_data_lunar_tiger_bundle_title;Tiger-des-Mondes-Bundle
shop_data_lyria_bundle_desc;<sprite="PopupIcons" name="Skin> Verbündeter Lyriens – Skin (Nördliche Königreiche)\n\n<sprite="PopupIcons" name="Board"> Lyrien-Spielbrett\n\n<sprite="PopupIcons" name="Avatar"> Graf Caldwell – Avatar\n\nAhh, Lyrien. Das ist es sicher nicht wert, den eigenen Kopf zu verlieren – aber die Köpfe tausender anderer ... nun ja ...
shop_data_lyria_bundle_title;Lyrien-Bundle
shop_data_magic_cardback_2020_desc;<sprite="PopupIcons" name="CardBack"> Saison der Magie – Kartenrückseite\n\nDiese Kartenrückseite wurde ursprünglich als freischaltbarer Gegenstand in der Saison der Magie im Jahr der Werratte eingeführt.
shop_data_magic_cardback_2020_title;Magie – Kartenrückseite (2020)
shop_data_mahakam_board_desc;<sprite="PopupIcons" name="Board"> Mahakam-Spielbrett (Neutral) \n\nBetritt die Gebirgsregion Mahakam und gewinne epische Schlachten in der eisigen Mahakam-Festung.
shop_data_mahakam_board_title;Mahakam-Spielbrett
shop_data_mahakam_bundle_desc;<sprite="PopupIcons" name="Skin"> Herr von Mahakam – Skin (Scoia'tael)\n\n<sprite="PopupIcons" name="Board"> Mahakam – Spielbrett\n\n<sprite="PopupIcons" name="Avatar"> Mahakam-Wache – Avatar\n\nKreuzt eure Hämmer und eure Spitzhacken für Mahakam!
shop_data_mahakam_bundle_title;Mahakam-Bundle
shop_data_mahakam_cardback_desc;Zeige deine Zugehörigkeit zu den eisigen Landstrichen Mahakams!\n\nDiese Kartenrückseite wurde ursprünglich als freischaltbarer Gegenstand in der Saison von Mahakam im Jahr des Wildschweins eingeführt.
shop_data_mahakam_cardback_title;Mahakam – Kartenrückseite
shop_data_mahakam_seasonal_bundle_desc;<sprite="PopupIcons" name="Avatar"> Garth Steinsupp – Avatar\n\n<sprite="PopupIcons" name="Border"> Ältester – Rahmen\n\n<sprite="PopupIcons" name="Title"> "von Mahakam" – Titel\n\nDieses Bundle enthält Verzierungen, die ursprünglich als freischaltbare Gegenstände in der Saison von Mahakam im Jahr des Wildschweins eingeführt wurden – und dazu gibt es einen besonderen, neuen Bonusgegenstand!
shop_data_mahakam_seasonal_bundle_title;Mahakam-Bundle
shop_data_masked_katakan_cardback_desc;<sprite="PopupIcons" name="CardBack"> Maskierter Katakan – Kartenrückseite\n\nHinter der Maske verbirgt sich eine weitere Maske. Oder ...?
shop_data_masked_katakan_cardback_title;Maskierter Katakan – Kartenrückseite
shop_data_masquerade_pack_desc;<sprite="PopupIcons" name="Card"> Maskenball\n\n<sprite="PopupIcons" name="Title"> Verkleidet – Titel\n\n<sprite="PopupIcons" name="PremiumKeg"> 1 Ultimatives Premiumfass\n\nProbieren Sie den Wein, er ist eine örtliche Spezialität. Sie finden, er schmeckt komisch? Wie interessant ...
shop_data_masquerade_pack_title;Maskenball-Pack
shop_data_master_mirror_skin_desc;<sprite="PopupIcons" name="Skin"> Spiegelmeister – Skin\n\nUnsterblichkeit. Unverwundbarkeit. Unermesslicher Reichtum. Für all das musst du nur einen winzigen Pakt schließen. Wirst du sein Angebot annehmen?
shop_data_master_mirror_skin_title;Spiegelmeister – Gaunter-O'Dim-Skin
shop_data_masters_cardback_pack_desc;<sprite="PopupIcons" name="CardBack"> Masters 2022 – Kartenrückseite\n\nWir gratulieren dir dafür, dass du die Masters 2022 – Kartenrückseite freigeschaltet hast!\n\nDieses Pack kannst du öffnen, sobald die Erweiterung veröffentlicht wurde und nachdem du auf die neueste Spielversion aktualisiert hast.
shop_data_masters_cardback_pack_title;Masters 2022 – Kartenrückseite
shop_data_masters_cardback_season2_desc;<sprite="PopupIcons" name="CardBack">"World Masters – Saison 2" – Kartenrückseite\n\nFeiere Saison 2 der GWENT Masters mit dieser besonderen Kartenrückseite, die alle vier Elemente der vorherigen Opens in sich vereint.
shop_data_masters_cardback_season2_title;"World Masters – Saison 2" – Kartenrückseite
shop_data_masters_pack_2022_desc;<sprite="PopupIcons" name="PremiumKeg">25 ultimative Premiumfässer\n<sprite="PopupIcons" name="Powder">500 Meteoritenstaub\n<sprite="PopupIcons" name="Trinket">Shøps E-Sport-Fan-Schal\n<sprite="PopupIcons" name="Avatar"> E-Sport-Fan – Avatar\n<sprite="PopupIcons" name="Title"> E-Sport-Fan – Titel\n\nErweitere, verstärke und verbessere deine Sammlung mit neuen Verzierungen und einer Ladung Meteoritenstaub. \nMit dem Kauf dieses Produkts unterstützt du den GWENT-E-Sport. 50 % der Einnahmen, die mit dem Pack erzielt werden, fließen direkt in die Preisgelder der GWENT Masters, die im Dezember 2022 stattfinden werden!
shop_data_masters_pack_title;Masters-Pack
shop_data_mega_pack_1_ep7_title;Es war einmal ein Scheiterhaufen – Kombo-Pack
shop_data_mega_pack_2_ep7_title;7.2 – Kombo-Pack
shop_data_mega_pack_3_ep7_title;7.3 – Kombo-Pack
shop_data_merchants_of_ofir_cardback_desc;<sprite="PopupIcons" name="CardBack"> Merchants of Ofir – Kartenrückseite\n\nGibt es einen Preis für seltene und geheimnisvolle Artefakte aus einem exotischen, weit entfernten Land? Aber ja, mein Freund, und weil du es bist, ist der Preis ein ganz besonderer.
shop_data_merchants_of_ofir_cardback_desc_sale;<sprite="PopupIcons" name="CardBack"> Merchants of Ofir – Kartenrückseite\n\nGibt es einen Preis für seltene und geheimnisvolle Artefakte aus einem exotischen, weit entfernten Land? Aber ja, mein Freund, und weil du es bist, ist der Preis ein ganz besonderer.\n\nMit dem Kauf dieses Produkts unterstützt du den GWENT-E-Sport. 50 % der Einnahmen, die mit dieser Kartenrückseite erzielt werden, fließen direkt in die Preisgelder des Mid-Season-Turniers von GWENT!
shop_data_merchants_of_ofir_cardback_title;Merchants of Ofir – Kartenrückseite
shop_data_meteorite_powder_desc;Mit Meteoritenstaub kannst du Standardkarten zu ihren animierten Premium-Versionen transmutieren. Außerdem kannst du damit in unterschiedlichen Shopbereichen Verzierungen kaufen.
shop_data_meteorite_powder_nekker_desc;<sprite="PopupIcons" name="Skin"> Meteorit-Nekker\n\nEntsage deinem wachen Verstand zum Vergnügen dieses unheilvollen Götzen aus einer anderen Welt.
shop_data_meteorite_powder_nekker_title;Meteorit-Nekker
shop_data_meve_traveler_bundle_desc;<sprite="PopupIcons" name="Skin"> Reisende – Skin (Nördliche Königreiche)\n\nEs kann sich wie wahrer Luxus anfühlen, einen zerrissenen, grünen Umhang über einem gepolsterten Gambeson statt einer goldenen Plattenrüstung zu tragen.
shop_data_meve_traveler_bundle_title;Reisende – Meve-Skin
shop_data_midsummer_celebration_pack_desc;<sprite="PopupIcons" name="Avatar"> Krabbspinnenungetüm – Avatar\n\n<sprite="PopupIcons" name="Title"> Mittsommergeist – Titel\n\n<sprite="PopupIcons" name="PremiumKeg"> 25x ultimative Premiumfässer\n\n<sprite="PopupIcons" name="Powder"> 1.500 Meteoritenstaub\n\nHerbei, Sommersonnenwende ... herbei, Feainn ... kommt alle herbei und feiert den längsten Tag des Jahres – oder auch den kürzesten Tag für alle Monster, die sich vor der Sonne fürchten.
shop_data_midsummer_celebration_pack_title;Mittsommer-Feier-Pack
shop_data_midwinter_bundle_desc_sale;<sprite="PopupIcons" name="Skin">Santa Crach – Anführerskin (Skellige) \n\n<sprite="PopupIcons" name="Border"> Weihnachtsring – Rahmen \n\n<sprite="PopupIcons" name="Border"> Rentier – Rahmen\n\n<sprite="PopupIcons" name="Avatar">Mäussack – Avatar\n\n<sprite="PopupIcons" name="Title">Fest-Fanatiker – Titel\n\n Dieses Bundle ist während des Winter-Events mit 30 % Rabatt im Angebot.
shop_data_midwinter_pack_desc;<sprite="PopupIcons" name="Keg"> 1x legendäre Karte\n\n    <sprite="PopupIcons" name="Keg"> 50x Basisset-Fässer\n\n    <sprite="PopupIcons" name="Scraps"> 1.000x Scraps\n\n     <sprite="PopupIcons" name="Powder"> 1.000x Meteoritenstaub\n\n     <sprite="PopupIcons" name="Ticket"> 10x Arena-Tickets
shop_data_midwinter_pack_title;Mittwinter-Pack
shop_data_minstrel_bundle_desc;<sprite="PopupIcons" name="Border"> Lagerfeuer – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Minnesänger – Avatar\n\n<sprite="PopupIcons" name="Title"> Minnesänger – Titel\n\nVersammelt euch um unser bescheidenes, äh ... Lagerfeuer zum Mittsommerfest und ehrt die Helden von einst mit einem Lied!
shop_data_minstrel_bundle_title;Minnesänger-Bundle
shop_data_monster_keg_15_title;15x Monster-Fässer
shop_data_monster_keg_15_title_gaea;Ignore.
shop_data_monster_keg_2_title;2x Monster-Fässer
shop_data_monster_keg_2_title_gaea;Ignore.
shop_data_monster_keg_40_title;40x Monster-Fässer
shop_data_monster_keg_40_title_gaea;Ignore.
shop_data_monster_keg_60_title;60x Monster-Fässer
shop_data_monster_keg_60_title_gaea;Ignore.
shop_data_monster_keg_7_title;7x Monster-Fässer
shop_data_monster_keg_7_title_gaea;Ignore.
shop_data_monster_keg_desc;Dieses Fass gewährt dir nach dem Öffnen fünf Monster-Karten aus einem beliebigen Set. Davon gehören vier Karten mindestens der Stufe Gewöhnlich sowie eine fünfte Karte mindestens der Stufe Selten an. Die fünfte Karte kannst du aus drei Karten wählen.
shop_data_monster_keg_title;Monster-Fass
shop_data_monsters_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg"> 5 Monster-Fässer.\n\n<sprite="PopupIcons" name="Card"> König Auberon – Karte.\n\n<sprite="PopupIcons" name="Border"> Monster – Rahmen.\n\nIdeal für neue Spieler! Stärke deine Lieblingsfraktion in GWENT! Dieses Pack enthält 5 Fässer, die ausschließlich Monster-Karten enthalten, sowie eine ausgewählte Monster-Goldkarte und einen einzigartigen Fraktionsrahmen.
shop_data_ms_bundle_desc;<sprite="PopupIcons" name="Avatar"> Gruftweib – Avatar\n\n<sprite="PopupIcons" name="Title"> "Monster Slayer" – Titel\n\nMöge die Jagd beginnen!\n\nFeiere mit uns den Start von The Witcher: Monster Slayer und genieße diese kostenlosen Beigaben!
shop_data_ms_bundle_title;Monster Slayer-Bundle
shop_data_myrgtabrakke_bundle_desc;<sprite="PopupIcons" name="Border"> Drachenjunges – Rahmen\n\n<sprite="PopupIcons" name="Avatar"> Myrgtabrakke – Avatar\n\n<sprite="PopupIcons" name="Title"> Grüner Drache – Titel\n\nBreite deine Schwingen aus, um deine Brut zu schützen, und verhindere, dass dein erhabener Stammbaum ausstirbt.
shop_data_myrgtabrakke_bundle_title;Myrgtabrakke-Bundle
shop_data_naglfar_board_title;Naglfar-Spielbrett
shop_data_neutral_keg_desc;Dieses Fass gewährt dir nach dem Öffnen fünf neutrale Karten aus einem beliebigen Set. Davon gehören vier Karten mindestens der Stufe Gewöhnlich sowie eine fünfte Karte mindestens der Stufe Selten an. Die fünfte Karte kannst du aus drei Karten wählen.
shop_data_neutral_keg_title;Neutrales Fass
shop_data_night_bundle_desc;<sprite="PopupIcons" name="Board"> Im Nachtschein – Spielbrett\n\n<sprite="PopupIcons" name="Coin"> Nacht – Münze\n\nLichter und Farben können inmitten der Dunkelheit am lebendigsten sein.
shop_data_night_bundle_title;Nacht-Bundle
shop_data_nilfgaard_evolving_faction_pack_desc;<sprite="PopupIcons" name="Keg"> 5 Nilfgaard-Fässer.\n\n<sprite="PopupIcons" name="Card"> Usurpator-Offizier – Karte.\n\n<sprite="PopupIcons" name="Border"> Nilfgaard – Rahmen.\n\nIdeal für neue Spieler! Stärke deine Lieblingsfraktion in GWENT! Dieses Pack enthält 5 Fässer, die ausschließlich Nilfgaard-Karten enthalten, sowie eine ausgewählte Nilfgaard-Goldkarte und einen einzigartigen Fraktionsrahmen.
shop_data_nilfgaard_keg_15_title;Nilfgaard-Fass x15
shop_data_nilfgaard_keg_15_title_gaea;Ignore.
shop_data_nilfgaard_keg_2_title;Nilfgaard-Fass x2
shop_data_nilfgaard_keg_2_title_gaea;Ignore.
shop_data_nilfgaard_keg_40_title;Nilfgaard-Fass x40
shop_data_nilfgaard_keg_40_title_gaea;Ignore.
shop_data_nilfgaard_keg_60_title;Nilfgaard-Fass x60
shop_data_nilfgaard_keg_60_title_gaea;Ignore.
shop_data_nilfgaard_keg_7_title;Nilfgaard-Fass x7
shop_data_nilfgaard_keg_7_title_gaea;Ignore.
shop_data_nilfgaard_keg_desc;Dieses Fass gewährt dir nach dem Öffnen fünf Nilfgaard-Karten aus einem beliebigen Set. Davon gehören vier Karten mindestens der Stufe Gewöhnlich sowie eine fünfte Karte mindestens der Stufe Selten an. Die fünfte Karte kannst du aus drei Karten wählen.
shop_data_nilfgaard_keg_title;Nilfgaard-Fass
shop_data_north_bundle_desc;Dieses Bundle hat die Nördlichen Königreiche zum Thema und enthält:\n\n    Lyrien-Spielbrett\n\n    Demawend-Skin - Verbündeter Lyriens\n\n    Avatar - Graf Caldwell
shop_data_north_bundle_title;Nördliche-Königreiche-Bundle
shop_data_northern_keg_15_title;Nördliche Königreiche-Fass x15
shop_data_northern_keg_15_title_gaea;Ignore.
shop_data_northern_keg_2_title;Nördliche Königreiche-Fass x2
shop_data_northern_keg_2_title_gaea;Ignore.
shop_data_northern_keg_40_title;Nördliche Königreiche-Fass x40
shop_data_northern_keg_40_title_gaea;Ignore.
shop_data_northern_keg_60_title;Nördliche Königreiche-Fass x60
shop_data_northern_keg_60_title_gaea;Ignore.
shop_data_northern_keg_7_title;Nördliche Königreiche-Fass x7
shop_data_northern_keg_7_title_gaea;Ignore.
shop_data_northern_keg_desc;Dieses Fass gewährt dir nach dem Öffnen fünf Nördliche-Königreiche-Karten aus einem beliebigen Set. Davon gehören vier Karten mindestens der Stufe Gewöhnlich sowie eine fünfte Karte mindestens der Stufe Selten an. Die fünfte Karte kannst du aus drei Karten wählen.
shop_data_northern_keg_title;Nördliche-Königreiche-Fass
