shop_shupe_antlers_bundle_desc;<sprite="PopupIcons" name="Skin">Visual base de Løjo (todas as facções)\n\n<sprite="PopupIcons" name="Trinket">Chifres Festivos\n\n<sprite="PopupIcons" name="Title"> Título "Troll Festivo"\n\nHoje a noite é bela, Løjo e a galera,\nVamos à batalha, felizes a cantar
shop_shupe_antlers_bundle_title;Conjunto Chifres Festivos
shop_shupe_antlers_desc;<sprite="PopupIcons" name="Trinket">Chifres Festivos\n\n<sprite="PopupIcons" name="Title"> Título "Troll Festivo"\n\nHoje a noite é bela, Løjo e a galera\nVamos à batalha, felizes a cantar
shop_shupe_antlers_title;Chifres festivos
shop_shupe_bat_wings_desc;<sprite="PopupIcons" name="Trinket"> Asas de Morcego Lojø (usáveis com a aparência neutra de Lojø) \n\n Os céus se enchem de medo quando estas asas de morcego assustadoras alçam voo!
shop_shupe_bat_wings_title;Asas de Morcego de Lojø
shop_shupe_bunny_ears_bundle_desc;<sprite="PopupIcons" name="Skin">Visual básico do Lojø\n\n<sprite="PopupIcons" name="Trinket">Orelhas de Coelho de Lojø\n\n<sprite="PopupIcons" name="Avatar">Avatar Lojø Coelho\n\n"PULA PULA! LOJØ É TÃO RÁPIDO E FOFO! QUE NEM COELHINHO!"
shop_shupe_bunny_ears_bundle_title;Lojø - Conjunto festivo de coelho
shop_shupe_bunny_ears_trinket_desc;<sprite="PopupIcons" name="Trinket">Orelhas de Coelho de Lojø\n\n<sprite="PopupIcons" name="Avatar">Avatar de Lojø Coelho\n\n"LOJØ OUVIU QUE HUMANO QUER COMPRAR? ORELHÃO QUE OUVE DE TUDO!"\n\nObservação: este item também está disponível como parte da oferta Lojø - Conjunto de Coelho Festivo. As Orelhas de Coelho de Lojø exigem o visual básico de Lojø.
shop_shupe_bunny_ears_trinket_title;Lojø - Orelhas de Coelho
shop_shupe_christmas_desc;<sprite="PopupIcons" name="Trinket">Bolsa com presentes (usáveis com o visual neutro de Lojø) \n\n A época de alegria e entrega de presentes ficará mais alegre com o Lojø distribuindo alegria festiva!
shop_shupe_christmas_title;Bolsa com Presentes
shop_shupe_leafhat_bundle_desc;<sprite="PopupIcons" name="Skin">Visual base de Lojø (todas as facções)\n\n<sprite="PopupIcons" name="Trinket">Chapéu Trevo de Quatro Folhas \n\nO Lojø tá com sorte, SORTE À BEÇA.
shop_shupe_leafhat_bundle_title;Conjunto Quatro Folhas do Lojø
shop_shupe_leafhat_trinket_desc;<sprite="PopupIcons" name="Trinket"> Chapéu Quatro Folhas \n\nSinta a sorte com esta oferta.\n\nEste jogo requer habilidade e não de sorte, mas um pouco de sorte nunca é demais!
shop_shupe_leafhat_trinket_title;Berloque Quatro Folhas do Lojø
shop_shupe_love_armour_desc;<sprite="PopupIcons" name="Trinket"> Armadura do Amor de Lojø\n\nVista esta Armadura do Amor e nenhum inimigo resistirá à sua presença!
shop_shupe_love_armour_title;Armadura do Amor de Lojø
shop_shupe_love_avatar_desc;Receba amor do seu løjista favorito e resgate este avatar de Lojø de pelúcia grátis!\n\nDisponível apenas durante o evento de amor.
shop_shupe_love_avatar_title;Avatar grátis do Lojø!
shop_shupe_love_bundle_desc;<sprite="PopupIcons" name="Skin">Visual básico de Lojø (todas as facções)\n\n<sprite="PopupIcons" name="Trinket">Asinhas\n\n<sprite="PopupIcons" name="Title"> Título "Apaixonado" \n\nMuito amor de Lojø pra você. Lojø ajudar encontrar criatura certa.\nLojø não saber voar.
shop_shupe_love_bundle_title;Conjunto de amor
shop_shupe_love_trinket_desc;<sprite="PopupIcons" name="Trinket"> Acessório de asinhas (usável com o visual padrão de Lojø) \n\n<sprite="PopupIcons" name="Title"> Título "Apaixonado" \n\nApaixone-se por este Lojinhø de asinhas\n\nObservação: este item também está disponível como parte da oferta do conjunto de amor.
shop_shupe_love_trinket_title;Acessório do amor
shop_tutorial_complete;Tutorial concluído
shop_ultimate_starter_pack_v6_desc;<sprite="PopupIcons" name="Keg"> 5 barris de conjunto básico\n\n<sprite="PopupIcons" name="Keg"> 5 barris Crimson Curse\n\n<sprite="PopupIcons" name="Keg"> 5 barris de Novigrad\n\n<sprite="PopupIcons" name="Keg"> 5 barris Iron Judgment\n\n<sprite="PopupIcons" name="Keg"> 5 barris Merchants of Ofir\n\n<sprite="PopupIcons" name="Keg"> 5 barris Master Mirror\n\n<sprite="PopupIcons" name="Keg"> 5 barris Way of the Witcher\n\nEste pacote permite que você aumente a sua coleção rapidamente e construa um baralho poderoso só seu para entrar nos campos de batalha.
shop_unicorn_and_the_stern_pack_desc;Você quer paz? Então tem que lutar por isso até conseguir!\n\nObtenha 2 novas cartas lendárias dos Reinos do Norte, Rei Radovid V e Rei Henselt, além de 6 outras cartas compatíveis com o arquétipo Reinos do Norte.\n\nEste pacote contém:\n<sprite="PopupIcons" name="Card">1 carta premium Rei Radovid V\n<sprite="PopupIcons" name="Card">1 carta premium Rei Henselt\n<sprite="PopupIcons" name="Card">1 carta premium Orgulho de Foltest (épica)\n<sprite="PopupIcons" name="Card">1 carta premium Hubert Rejk (épica)\n<sprite="PopupIcons" name="Card">2 cartas premium Aríete (raras)\n<sprite="PopupIcons" name="Card">2 cartas premium Balista Reforçada (raras)
shop_unicorn_and_the_stern_pack_title;Pacote Unicórnio e os Inflexíveis
shop_unity_and_precision_pack_desc;Não nos curvamos a ninguém — somos os vitoriosos!\n\nObtenha 2 novas cartas Scoia'tael lendárias, Milva: Atiradora de Elite e Saskia: Comandante, além de 6 outras cartas premium compatíveis com o arquétipo Scoia'tael.\n\nEste pacote contém:\n<sprite="PopupIcons" name="Card">1 carta premium Milva: Atiradora de Elite\n<sprite="PopupIcons" name="Card">1 carta premium Saskia: Comandante\n<sprite="PopupIcons" name="Card">1 carta premium Malena (épica)\n<sprite="PopupIcons" name="Card">1 carta premium Ciaran aep Easnillen (épica)\n<sprite="PopupIcons" name="Card">2 cartas premium Cria de Dríade (raras)\n<sprite="PopupIcons" name="Card">2 cartas premium Bruxo Gato (raras)
shop_unity_and_precision_pack_title;Pacote Unidade e Precisão
shop_wild_hunt_cardback_desc;A caçada está chegando!\n\nEste verso de carta foi primeiramente introduzido como item desbloqueável durante a Temporada da Caçada Selvagem no Ano do Javali.
shop_wild_hunt_cardback_title;Verso de carta Caçada Selvagem
shop_winter_blue_bunlde_desc;<sprite="PopupIcons" name="Skin"> Visual Congelado Avô de Ardal (Nilfgaard) \n\n<sprite="PopupIcons" name="Avatar"> Avatar Dama da Neve \n\n<sprite="PopupIcons" name="Border"> Borda Congelada \n\n<sprite="PopupIcons" name="Border"> Borda Passeio de Trenó \n\n<sprite="PopupIcons" name="Title"> Título "O Congelado"\n\nSou só eu ou está frio aqui?!
shop_winter_blue_bunlde_desc_sale;<sprite="PopupIcons" name="Skin"> Visual Gélido do Avô de Ardal (Nilfgaard)\n\n<sprite="PopupIcons" name="Avatar"> Avatar Donzela da Neve \n\n<sprite="PopupIcons" name="Border"> Borda Congelamento \n\n<sprite="PopupIcons" name="Border"> Borda Passeio de Trenó\n\n<sprite="PopupIcons" name="Title">Título “O Congelado” \n\nVocês também acham que o frio chegou?!\nEste pacote estará disponível com 30% de desconto durante a promoção do Evento de Inverno.
shop_winter_blue_bunlde_title;Conjunto Congelado
shop_winter_board_desc;Você quer comprar... Porcos vestidos!? Yule já chegou? \n\nEste tabuleiro foi introduzido como parte do Evento de Yule de 2019 no Ano do Javali.
shop_winter_board_title;Conjunto de Inverno
shop_witcher_deck_desc;<sprite="PopupIcons" name="Keg"> 5 x barris WoTW\n<sprite="PopupIcons" name="Card">Carta Madoc\n<sprite="PopupIcons" name="Card">Carta Geralt: Quen\n<sprite="PopupIcons" name="Card">Carta Vesemir: Mentor\n<sprite="PopupIcons" name="Card">Carta Pó Lunar x 2\n<sprite="PopupIcons" name="Card">Carta Vento do Norte x 2\n<sprite="PopupIcons" name="Card">Carta Estrela Dançante x 2\n<sprite="PopupIcons" name="Card">Carta Lança-bomba x2\n\nExámda sua coleção e experimente uma nova forma explosiva de jogar GWENT!\nEste pacote é projetado para oferecer sinergia com a nova carta, Madoc, e cartas da categoria bruxo. Adequado para jogadores que querem usar mais o arquétipo de baralho de bruxo.
shop_witcher_deck_title;Baralho do Bruxo
shop_witchers_pack_title;Pacote Bruxos - Reforço
shop_wolf_cardback_desc;Faça parte do bando!\n\nEste verso de carta foi introduzido anteriormente como um item desbloqueável durante a Temporada do Lobo no Ano do Javali.
shop_wolf_cardback_title;Verso de carta do Lobo
shopmenu_campaigns_title;Thronebreaker
shopmenu_kegs_title;Barris de cartas
shopmenu_opening_next;Abrir próximo barril
shopmenu_opening_product_back_popup_desc;Selecione a 5ª carta para poder voltar para a tela anterior
shopmenu_opening_product_back_popup_title;Conclua a abertura do barril!
shopmenu_opening_product_continue;Continuar
shopmenu_opening_product_title;Abrir itens
shopmenu_openproduct;Abrir Itens
shopmenu_opning_product_continue;Continuar
shopmenu_packs_title;Pacotes Iniciais
shopmenu_powder_title;Pó de meteorito
shopmenu_title;Loja de Lojø
shopmenu_trinkets_title;Brindes
showcase_achievement_picker_clear;Espaço vazio
showcase_achievement_picker_title;Escolha um contrato para o espaço {0}
showcase_achievement_pickup;Escolha um contrato para exibir.
shupe_event_currency_name;Pedras Brilhantes
shupe_event_name;Aventuras de Lojø
shupe_event_popup_body;Obtenha <sprite="PopupIcons" name="Rocks">Pedras Brilhantes em:\n Logins diários <sprite="PopupIcons" name="Rocks">1, Missões de Jornada <sprite="PopupIcons" name="Rocks">5, Missões Diárias <sprite="PopupIcons" name="Rocks">5, Vitórias<sprite="PopupIcons" name="Rocks">3.\nUse-as na loja para desbloquear ornamentos exclusivos coletados pelo Lojø.
shupe_event_popup_dates;8 a 20 de setembro
shupe_event_popup_shop;Também não se esqueça de conferir o modo de temporada temático de Lojø de 13 a 20 de setembro
shupe_event_popup_title;Aventuras de Lojø
shupe_theme_seasonal_mode_desc;No início de cada rodada, 4 pedras surgem em cada fileira.
shupe_theme_seasonal_mode_title;Entre a rocha e a dureza
silver;Prata
ske_fluff_description;A várias centenas de quilômetros da costa oeste do Continente, ficam as Ilhas Skellige. Comparadas aos Reinos do Norte e ao Império Nilfgaardiano, elas parecem meras manchinhas de tinta no mapa. Como elas podem ter sobrevivido à conquista? Bom, na verdade... muitos tentaram. Destroços naufragados de frotas inimigas permeiam o litoral, e guerreiros de Skellige bebem hidromel nos elmos enferrujados de seus inimigos. Porém, já faz décadas que nenhuma força externa ataca a ilha, uma realidade que preocupa os ilhéus. Afinal, sem a forja da batalha, como eles poderão encontrar a glória e garantir seu lugar ao lado de seus ancestrais? Eles não têm escolha senão embarcar em seus dracares, deleitar-se com canções e zarpar para terras férteis além dos mares tempestuosos, buscando saquear e matar...
ske_fluff_title;Skellige
skellige_preset_deck_name;Baralho inicial de Skellige
skin_artist_illustration;Artista 3D:
skip_training_popup_text;Você quer mesmo pular o treinamento?
skip_training_popup_title;Pular treinamento
skip_tutorial_popup_text;Tem certeza de que deseja pular o tutorial?
skip_tutorial_popup_title;Pular tutorial
social_facebook_name;Facebook
social_facebook_offical_profile;GWENT: The Witcher Card Game (@GwentBR)
social_features_bar_contacts_button_tooltip;Amigos
social_features_bar_history_button_tooltip;Histórico de partidas
social_features_bar_messages_button_tooltip;Mensagens
social_features_bar_quests_button_tooltip;Missões
social_features_bar_settings_button_tooltip;Opções
social_panel_no_messages;Nenhuma mensagem
social_panel_open_button_tooltip;Painel Social
social_seasonal_quests_25;Alcance o ranking 25 para desbloquear.
social_seasonal_quests_start;Acesse a árvore de {0} para obter mais detalhes.
social_twitter_name;Twitter
social_twitter_offical_profile;Gwent BR (@Gwent_BR)
sort_mode_alphabetical;ALFABÉTICA
sort_mode_default;PADRÃO
sort_mode_label;ORDENAR:
sort_mode_power;PODER
sort_mode_rarity;RARIDADE
sort_reverse_order;ORDEM REVERSA
special_cards;CARTAS ESPECIAIS
special_rewards_description;Agradecemos por participar do Beta fechado! Você recebeu recompensas com base no seu nível e ranking, o equivalente a todos os barris adquiridos com dinheiro real e alguns brindes únicos.
special_rewards_title;Recompensas do Beta fechado
special_rules_key;Regras especiais
spectator_bottom_player_remaining_mulligans_left;O jogador azul tem {0} segundas chances restantes
spectator_bottom_player_single_remaining_mulligan;O jogador azul tem 1 segunda chance restante
spectator_leave_match_popup_desc;Você quer deixar a partida? Não será possível voltar ao jogo em progresso
spectator_leave_match_title;Deixar partida
spectator_match_incoming_notification_text;A partida do torneio começará em breve.
spectator_players_reconnecting_description;Conexão do jogador perdida, tentando reconectar...
spectator_reconnecting_description;Conexão perdida, tentando reconectar...
spectator_starting_player_info;{0} vai primeiro
spectator_top_player_remaining_mulligans_left;O jogador vermelho tem {0} segundas chances restantes
spectator_top_player_single_remaining_mulligan;O jogador vermelho tem 1 segunda chance restante
splash_screen_copyright_gwent;CD PROJEKT®, The Witcher®, GWENT® são marcas registradas do CD PROJEKT Capital Group. Jogo GWENT © CD PROJEKT S.A. Todos os direitos reservados. \nDesenvolvido pela CD PROJEKT S.A. O jogo GWENT se passa no universo criado por Andrzej Sapkowski em sua série de livros. Todos os outros direitos autorais e marcas registradas são exclusivos de seus respectivos proprietários.
splash_screen_copyright_wwise;Desenvolvido por Wwise ©\n2006 – 2022* Audiokinetic Inc.\nTodos os direitos reservados
springpack_card_text;Carta lendária
springpack_description;Entre na primavera do GWENT com a nova oferta por tempo limitado: o Festival de Barril de Primavera do Lojø!
springpack_title_begin;Festival de Barril de Primavera do Lojø
springpack_title_summary;Festival de Barril de Primavera do Lojø
standard_play_menu_card;Padrão
standard_play_menu_description;Jogue contra inimigos dignos. Progrida com o seu ranking e ganhe recompensas.
standard_play_menu_ranked_checkbox;Progressão de Ranking
standard_play_menu_title;Modo padrão
starterpack_arena;Fragmentos de espelho
starterpack_back;VOLTAR
starterpack_buy;COMPRAR
starterpack_card_text;Carta lendária
starterpack_cost;Custo:
starterpack_description;O Pacote Inicial de GWENT é uma oferta única para ajudar você a montar a sua coleção de cartas. Ele dá a você pelo menos 1 carta lendária premium (que você escolhe de uma seleção aleatória de 3), recursos para criar cartas animadas e um montão de barris de cartas. Em cada barril você ganhará 5 cartas, uma com garantia de ser rara ou melhor.
starterpack_kegs;Barris
starterpack_opening_error;Erro ao abrir o pacote inicial
starterpack_pick;Escolher
starterpack_pick_card;ESCOLHER CARTA
starterpack_powder;Pó
starterpack_product_init_error;Produtos ainda carregando, aguarde.
starterpack_title_begin;PACOTE INICIAL
starterpack_title_summary;SEU PACOTE INICIAL
starterpack_transaction_in_progress;Transação em andamento
starterpack_transaction_in_succesful;Transação bem-sucedida
starterpack_unable_to_open_ingame;Retorne ao menu principal para abrir o seu pacote.
staterpack_notification_buy;O Pacote Inicial já está disponível para compra!
staterpack_notification_open;Seu Pacote Inicial está pronto para você abrir!
status_bar.date.day;5º de
status_bar.date.day.6;6º de
status_bar.date.month;Saovine
status_bar.date.year;1245
status_not_owned;Não possuídas
status_owned;Possuídas
switch_app_exec_failed_message;Não foi possível mudar para Thronebreaker.
switch_app_exec_failed_message_rm;Não foi possível mudar para Rogue Mage
switch_app_exec_failed_message_tb;Falha ao alternar para Thronebreaker
switch_app_popup_desc;Você fechará o Gwent e iniciará o Thronebreaker.
switch_app_popup_desc_rm;Mudar para Rogue Mage
switch_app_popup_desc_tb;Alternar para Thronebreaker
switch_app_popup_title;Mudar para Thronebreaker
switch_app_popup_title_rm;Você fechará o Gwent e iniciará o Rogue Mage
switch_app_popup_title_tb;Você fechará o Gwent e iniciará o Thronebreaker
switch_to_appstore_button_title;Alternar para a App Store
switch_to_general_button_title;Abrir no navegador
switch_to_googleplay_button_title;Alternar para a Google Play
switch_to_steam_button_title;Abrir na Steam
syn_fluff_description;Alguns lutam por honra, outros pelo império. Alguns lutam pelo rei, outros pela liberdade. Os membros do Sindicato lutam por um único propósito: a prosperidade. Se você puder arcar com os custos, eles farão todos o que você bem quiser... por mais horrendo que seja. No submundo do crime, é com a criminalidade que as reputações são construídas e os bolsos são enchidos. Apesar da economia da cidade prosperar na Coroa Novigradense, por debaixo dos panos, um outro tipo de moeda corre pelas ruas. Quando usadas como pagamento, um pacto inviolável é lacrado. E aqueles tolos suficiente para violar o acordo serão caçados e forçados a pagar o preço supremo.
syn_fluff_title;Sindicato
syndicate_preset_deck_name;Baralho inicial do Sindicato
tap_to_begin;Toque para começar
taunt_comment;Isso traz lembranças...
taunt_curses;Droga!
taunt_hurry_up;Vai logo!
taunt_interesting;Interessante.
taunt_mistake;Péssima escolha.
taunt_preempt;Aprenda comigo.
taunt_relief;Ufa!
taunt_ridicule;Isso é tudo?
taunt_thanks;Gratidão
taunt_threat;Você está acabado.
taunt_well_played;Muito bom!
ticket_not_found_description;Encontramos um erro na busca por um oponente. Tente novamente.
ticket_not_found_title;Ops! Há algo errado!
title_28252_title;Príncipe
title_28253_title;Curioso
title_28254_title;Onisciente
title_ftux_wheel;Jogue para progredir!
title_packages_exchange;Expanda seu baralho!
title_welcome_to_draft;Bem-vindo ao modo Seleção!
titles_section;Títulos
toggle_filter;ALTERNAR FILTRAGEM
too_many_requests_description;Os servidores estão ocupados. Tente novamente mais tarde.
too_many_requests_title;Erro
top_player_forfeited;Fim de jogo! O jogador Vermelho desistiu.
top_player_name;Vermelho
total_unit_cards;TOTAL DE CARTAS DE UNIDADE
total_unit_strength;TOTAL DE PODER DA UNIDADE
tournament_match_cancelled;Partida de torneio cancelada
tournament_match_confirming_text;A partida de torneio contra {0} começará em breve
tournament_match_setup_card_title;Vamos jogar
tournament_match_setup_card_title_loading;Partida de torneio
tournament_match_setup_title;Configuração de partida de torneio
tournamentmatch_play_menu_description;Comece sua série de torneios contra outro jogador. NOTA: aair deste menu fará com que você perca a série.
tournamentmatch_play_menu_title;Partida do Torneio
tournamentmatch_spectator_play_menu_description;Comece sua série de torneios contra outro jogador. NOTA: sair deste menu ou de um jogo em andamento impedirá que você entre novamente como espectador. No entanto, você poderá receber o convite para assistir ao próximo jogo da série.
tracked_action_add_armor_x_times;Adicione armadura {0} vezes
tracked_action_boost_opponent_units_x_times;Reforçe unidades inimigas {0} vezes
tracked_action_boost_with_alchemy_x_times;Melhore as cartas de Alquemia {0} vezes.
tracked_action_collect_x_coins_from_income;Gere um lucro total de {0}.
tracked_action_complete_x_challenge_quests_with_neutral;Conclua {0} missões dos desafios sem uma escolha de facção
tracked_action_complete_x_challenge_quests_with_syndicate;Conclua {0} missões para a facção do Sindicato durante este desafio.
tracked_action_complete_x_journey_levels;Conclua um nível de Jornada {0} vezes
tracked_action_consume_x_times;Consuma {0} unidades.
tracked_action_damage_units_with_deploy_units_x_times;Cause dano com unidades de Mobilização {0} vezes.
tracked_action_damage_with_siege_engines_x_times;Cause dano com Máquinas de Cerco {0} vezes.
tracked_action_damage_with_special_x_times;Cause dano a unidades inimigas <strong>{0}</strong> vezes com cartas especiais.
tracked_action_deal_damage_with_alchemy_x_times;Cause dano com cartas de Alquimia {0} vezes.
tracked_action_destroy_x_units;Destrua <strong>{0}</strong> unidades inimigas
tracked_action_destroy_x_units_with_destroy_ability;Use cartas com a habilidade Destruir e use-as para destruir {0} unidades
tracked_action_pay_tribute_x_times;Pague por {0} habilidades de tributo.
tracked_action_place_bounty_x_times;Coloque uma recompensa em uma unidade {0} vezes.
tracked_action_play_60_cards_with_supported_factions;Use 60 cartas com baralhos das facções apoiadas deste desafio.
tracked_action_play_75_cards_with_supported_factions;Use 75 cartas com baralhos das facções apoiadas deste desafio.
tracked_action_play_consume_cards_x_times;Use {0} cartas com Consumir.
tracked_action_play_crime_cards_x_times;Cometa {0} Crimes.
tracked_action_play_cursed_card_x_times;Use {0} cartas com a categoria amaldiçoado.
tracked_action_play_deathblow_cards_x_times;Use {0} cartas com Golpe Fatal
tracked_action_play_deathwish_cards_x_times;Use {0} cartas com Desejo de Morte.
tracked_action_play_hoard_cards_x_times;Use {0} cartas com Acúmulo.
tracked_action_play_move_cards_x_times;Use {0} cartas com Movimentação
tracked_action_play_poison_units_x_times;Use unidades com Veneno {0} vezes.
tracked_action_play_ranged_card_x_times;Use {0} cartas de categoria de longa distância
tracked_action_play_special_cards_x_times;Use cartas especiais {0} vezes.
tracked_action_play_warfare_cards_x_times;Use cartas de Guerra {0} vezes.
tracked_action_play_x_armor_granting_units;Use {0} unidades que concedem Armadura
tracked_action_play_x_bandit_cards;Use {0} cartas de bandido
tracked_action_play_x_cards _with_mn_sc_sy;Use {0} cartas com Monstros, Scoia'tael ou Sindicato
tracked_action_play_x_cards _with_nr_sk_nl;Use {0} cartas com Reinos do Norte, Skellige ou Nilfgaard
tracked_action_play_x_cards_in_one_round;Use {0} cartas em uma rodada
tracked_action_play_x_cards_with_agent_keyword;Use {0} cartas com a categoria Agente
tracked_action_play_x_cards_with_beast_keyword;Use {0} cartas da categoria Fera
tracked_action_play_x_cards_with_blindeyes_tag;Use {0} cartas com a categoria Vistagrossas.
tracked_action_play_x_cards_with_consume;Use {0} cartas com a palavra-chave Consumir
tracked_action_play_x_cards_with_create;Use {0} cartas com a palavra-chave Criar
tracked_action_play_x_cards_with_crime_tag;Use {0} cartas com a categoria Crime.
tracked_action_play_x_cards_with_crownsplitters_tag;Use {0} cartas com a categoria Rachacoroas.
tracked_action_play_x_cards_with_cutups_tag;Use {0} cartas com a categoria Biltres.
tracked_action_play_x_cards_with_firesworn_tag;Use {0} cartas com a categoria Ignáticos.
tracked_action_play_x_cards_with_geralt_keyword;Use {0} cartas de Geralt
tracked_action_play_x_cards_with_harmony;Use {0} cartas com a palavra-chave Harmonia
tracked_action_play_x_cards_with_inspire;Use {0} cartas com a palavra-chave Inspirar
tracked_action_play_x_cards_with_mage_keyword;Use {0} cartas com a categoria Mago
tracked_action_play_x_cards_with_mn_sc_sy;Use {0} cartas com Monstros, Scoia'tael ou Sindicato
tracked_action_play_x_cards_with_monsters;Use {0} cartas com um baralho de monstros.
tracked_action_play_x_cards_with_move_keyword;Use {0} unidades com Movimentação
tracked_action_play_x_cards_with_nilfgaard;Use {0} cartas com um baralho de Nilfgaard.
tracked_action_play_x_cards_with_northern;Use {0} cartas com um baralho dos Reinos do Norte.
tracked_action_play_x_cards_with_nr_sk_nl;Use {0} cartas com Reinos do Norte, Skellige ou Nilfgaard
tracked_action_play_x_cards_with_random;Use {0} cartas com efeitos aleatórios
tracked_action_play_x_cards_with_scoiatael;Use {0} cartas com um baralho de Scoia'tael.
tracked_action_play_x_cards_with_skellige;Use {0} cartas com um baralho de Skellige.
tracked_action_play_x_cards_with_specter_keyword;Use {0} cartas com a categoria Espectro
tracked_action_play_x_cards_with_summon_keyword;Use {0} cartas com a palavra-chave Invocar
tracked_action_play_x_cards_with_supported_factions;Use {0} cartas com baralhos das facções que você apoia.
tracked_action_play_x_cards_with_syndicate;Use {0} cartas com a facção Sindicato.
tracked_action_play_x_cards_with_tidecloaks_tag;Use {0} cartas com a categoria Mantamarés.
tracked_action_play_x_classic_matches;Jogue {0} partidas no modo padrão
tracked_action_play_x_defender_cards;Use {0} cartas com a palavra-chave Defensor
tracked_action_play_x_dwarfs;Jogue {0} cartas com a categoria Anão
tracked_action_play_x_elves;Use {0} Elfos.
tracked_action_play_x_fee_cards;Use {0} cartas com Taxa
tracked_action_play_x_fog_or_foglet_cards;Use {0} cartas de Névoa Impenetrável ou Nevoloso
tracked_action_play_x_games_with_supported_leader;Jogue {0} partidas com o seu líder apoiado durante este desafio.
tracked_action_play_x_lacerate_cards;Use {0} cartas de Lacerar
tracked_action_play_x_lock_cards;Jogue {0} cartas com a palavra-chave Bloqueio
tracked_action_play_x_lock_units;Use {0} unidades com Bloqueio
tracked_action_play_x_lyrian_scythsmen;Use {0} Ceifadores Lyrianos
tracked_action_play_x_matches_as_monsters;Jogue {0} partidas usando um baralho de Monstros
tracked_action_play_x_matches_as_nilfgaard;Jogue {0} partidas usando um baralho de Nilfgaard
tracked_action_play_x_matches_as_northern_realms;Jogue {0} partidas usando um baralho dos Reinos do Norte
tracked_action_play_x_matches_as_scoiateal;Jogue {0} partidas usando um baralho de Scoia'tael
tracked_action_play_x_profit;Use {0} cartas com Lucro
tracked_action_play_x_purify_cards;Jogue {0} cartas com a palavra-chave Purificar
tracked_action_play_x_rounds_with_syndicate;Jogue {0} rodadas usando líder do Sindicato.
tracked_action_play_x_seasonal_or_classic_matches;Jogue {0} partidas padrão ou de temporada
tracked_action_play_x_seize_cards;Jogue {0} cartas com a palavra-chave Tomada
tracked_action_play_x_ships_or_pirates;Jogue {0} cartas com a categoria Barco ou Pirata
tracked_action_play_x_siege_engines;Use {0} Máquinas de Cerco.
tracked_action_play_x_soldiers;Jogue {0} cartas com a categoria de Soldado
tracked_action_play_x_spying_cards;Use {0} cartas de espionagem
tracked_action_play_x_thrive_cards;Use {0} cartas com Prosperar
tracked_action_play_x_units_boost_adjacent_units;Use {0} unidades que reforçam unidades adjacentes
tracked_action_play_x_units_with_9_or_more_provision;Use {0} unidades com 9 ou mais de recrutamento
tracked_action_play_x_units_with_bonded_keyword;Use {0} unidades com a palavra-chave Elo
tracked_action_play_x_vampires_or_insectoids;Jogue {0} cartas com categoria de Insectoide ou Vampiro
tracked_action_play_x_wild_hunt_cards;Use {0} cartas da Caçada Selvagem
tracked_action_poison_units_x_times;Envenene unidades {0} vezes.
tracked_action_purify_enemies_x_times;Purifique inimigos {0} vezes
tracked_action_purify_friendlies_x_times;Purifique suas unidades {0} vezes
tracked_action_purify_x_times;Purifique unidades {0} vezes
tracked_action_reach_max_coins_x_times;Atinja o máximo de moedas em {0} partidas.
tracked_action_remove_armor_x_times;Remova armadura {0} vezes
tracked_action_send_x_gg;Mande "bom jogo" {0} vezes
tracked_action_spawn_x_ekimmaras;Faça surgir {0} Ekimmus
tracked_action_spend_x_coins;Gaste {0} moedas.
tracked_action_spend_x_coins_in_one_game;Gaste 30 moedas ou mais em {0} partida(s).
tracked_action_trigger_deathwish_x_times;Acione Desejo de Morte {0} vezes.
tracked_action_trigger_hoard_x_times;Acione Acúmulo {0} vezes.
tracked_action_use_hoard_x_times;Acione {0} habilidades de acúmulo.
tracked_action_use_intimidate_x_times;Receba reforços de intimidação {0} vezes.
tracked_action_win_5_games_with_supported_factions;Ganhe 5 partidas com cada uma das facções apoiadas por este desafio.
tracked_action_win_games_without_using_coins;Usando um líder do Sindicato, ganhe uma partida sem usar nenhuma moeda.
tracked_action_win_x_arena_games_with_syndicate;Ganhe {0} partidas de arena com qualquer habilidade do Sindicato.
tracked_action_win_x_classic_matches;Ganhe {0} partidas no modo padrão
tracked_action_win_x_games _with_mn_sc_sy;Ganhe {0} jogos com Monstros, Scoia'tael ou Sindicato
tracked_action_win_x_games _with_nr_sk_nl;Ganhe {0} jogos usando Reinos do Norte, Skellige ou Nilfgaard
tracked_action_win_x_games_with_all_ep2_leaders;Ganhe 100 partidas com todos os líderes do Sindicato.
tracked_action_win_x_games_with_cleaver;Ganhe {0} partidas usando Cutelo.
tracked_action_win_x_games_with_gudrun;Ganhe {0} partidas usando Gudrun.
tracked_action_win_x_games_with_hemmelfart;Ganhe {0} partidas usando Hemmelfart.
tracked_action_win_x_games_with_king_of_beggars;Ganhe {0} partidas usando Rei dos Mendigos.
tracked_action_win_x_games_with_mn_sc_sy;Ganhe {0} jogos com Monstros, Scoia'tael ou Sindicato
tracked_action_win_x_games_with_nr_sk_nl;Ganhe {0} jogos com Reinos do Norte, Skellige ou Nilfgaard
tracked_action_win_x_games_with_supported_factions;Ganhe {0} jogos com facções apoiadas durante este desafio.
tracked_action_win_x_games_with_supported_leader;Ganhe {0} partidas com o seu líder apoiado durante este desafio.
tracked_action_win_x_games_with_whoreson_junior;Ganhe {0} partidas usando Salafrário Filho.
tracked_action_win_x_matches_as_syndicate;Ganhe {0} partidas usando a facção do Sindicato.
