_inputshopbuymultiple;ACHETER
vanity_border_38059_title;Bordure de Brehen
vanity_border_38060_title;Bordure de Perceval
vanity_border_38061_title;Bordure de trône de glace
vanity_border_38062_title;Bordure d'enceinte de l'école
vanity_border_38063_title;Bordure de Vespula
vanity_border_38064_title;Bordure de bière
vanity_border_38065_title;Bordure de site d'Énergie d'Igni
vanity_border_38066_title;Bordure de site d'Énergie d'Yrden
vanity_border_38067_title;Bordure de site d'Énergie de Quen
vanity_border_38068_title;Bordure de site d'Énergie d'Axii
vanity_border_38069_title;Bordure de Terre animée
vanity_border_38070_title;Bordure de phases de la lune
vanity_border_38071_title;Bordure de marchand de miroirs
vanity_border_38072_title;Bordure de festival
vanity_border_38073_title;Bordure du feu de camp
vanity_border_38074_title;Bordure de taverne
vanity_border_38075_title;Bordure de glace animée
vanity_border_38076_title;Bordure du Maître Miroir
vanity_border_38077_title;Bordure de Tor Gvalch'ca
vanity_border_38078_title;Bordure de Kaer Morhen
vanity_border_38079_title;Bordure de kitsune
vanity_border_38080_title;Bordure de Kelpie
vanity_border_38081_title;Bordure de Skellige
vanity_border_38082_title;Bordure animée de portail bleu
vanity_border_38083_title;Bordure animée de portail rouge
vanity_border_38084_title;Bordure animée de portail violet
vanity_border_38085_title;Bordure animée de portail vert
vanity_border_38086_title;Bordure animée de portail doré
vanity_border_38087_title;Bordure de bébé dragon
vanity_border_38088_title;Bordure de cercle d'invocation druidique
vanity_border_38089_title;Bordure de cercle d'invocation démoniaque
vanity_border_38090_title;Bordure de canalisateur
vanity_border_38091_title;Bordure de gardien
vanity_border_38092_title;Bordure de druide
vanity_border_38093_title;Bordure animée avec mutagène bleu
vanity_border_38094_title;Bordure animée avec mutagène jaune
vanity_border_38095_title;Bordure animée avec mutagène vert
vanity_border_38096_title;Bordure animée avec mutagène violet
vanity_border_38097_title;Bordure animée avec mutagène rouge
vanity_border_38098_title;Bordure d'air animée
vanity_border_38099_title;Bordure de laboratoire
vanity_border_38100_title;Bordure gelée
vanity_border_38101_title;Bordure de balade en luge
vanity_border_38102_title;Bordure des coutumes de Saovine
vanity_border_38103_title;Bordure des mesures désespérées
vanity_border_38104_title;Bordure de chercheur de connaissances
vanity_border_38105_title;Bordure de laboratoire d'ectoplasmes
vanity_border_38106_title;Bordure de souris
vanity_border_38107_title;Bordure de sorcière de Saovine
vanity_border_38108_title;Bordure de maillet de Zoltan
vanity_border_38109_title;Bordure de fioles
vanity_border_38110_title;Bordure de portail de feu
vanity_border_38111_title;Bordure de Dol Dhu Lokke
vanity_border_38112_title;Bordure de meute de loups
vanity_border_38113_title;Bordure de sommeillard
vanity_border_38114_title;Bordure de joyeux siège
vanity_border_38115_title;Bordure de joyeux crime
vanity_border_38116_title;Bordure de joyeuse trahison
vanity_border_38117_title;Bordure de joyeux raid
vanity_border_38118_title;Bordure de joyeuse embuscade
vanity_border_38119_title;Bordure de joyeuse mutation
vanity_border_38120_title;Bordure de Kaer Seren
vanity_border_38121_title;Bordure des canaux de Wyzima
vanity_border_38122_title;Bordure de Gorthur Gvaed
vanity_border_38123_title;Bordure de Haern Caduch
vanity_border_38124_title;Bordure de la citadelle de Stygg
vanity_border_38125_title;Bordure de blême
vanity_border_38126_title;Bordure de miroir
vanity_border_38127_title;Bordure de lilas et groseilles à maquereaux
vanity_border_38128_title;Bordure de chapeau de Yennefer
vanity_border_38129_title;Bordure de magicienne guerrière
vanity_border_38130_title;Bordure du corbeau
vanity_border_38131_title;Bordure animée de tempête rouge
vanity_border_38132_title;Bordure animée de tempête verte
vanity_border_38133_title;Bordure animée de tempête bleue
vanity_border_38134_title;Bordure animée de tempête violette
vanity_border_38135_title;Bordure animée de tempête jaune
vanity_border_38136_title;Bordure de chevalet
vanity_border_38137_title;Bordure de scène de tournée
vanity_border_38138_title;Bordure d'échoppe lunaire
vanity_border_38140_title;Bordure de mante des chênes
vanity_border_38141_title;Bordure de branches de chêne
vanity_border_38142_title;Bordure de reine de la fête
vanity_border_38144_title;Bordure animée avec papillons rouges
vanity_border_38145_title;Bordure animée avec papillons jaunes
vanity_border_38146_title;Bordure animée avec papillons verts
vanity_border_38147_title;Bordure animée avec papillons violets
vanity_border_38148_title;Bordure animée avec papillons bleus
vanity_border_38149_title;Bordure de boules de feu
vanity_border_38150_title;Bordure de Triss enflammée
vanity_border_38151_title;Bordure de médecin
vanity_border_38152_title;Bordure de robe de bal
vanity_border_38153_title;Bordure d'Eldan et Cymoril
vanity_border_38154_title;Bordure d'armure de Geralt
vanity_border_38155_title;Bordure d'esprit de l'arbre
vanity_border_38156_title;Bordure de trône de Mélusine
vanity_border_38157_title;Bordure de livres en feu
vanity_border_38158_title;Bordure de Vilgefortz de Roggeveen
vanity_border_38159_title;Bordure d'Octavia Hale
vanity_border_38160_title;Bordure de Lytta Neyd
vanity_border_38161_title;Bordure de magie de la pomme
vanity_border_38162_title;Bordure de métamorphose de mouton
vanity_border_38163_title;Bordure d'astrolabe
vanity_border_38164_title;Bordure d'Aretuza
vanity_border_38165_title;Bordure de pont de la tour en feu
vanity_border_38166_title;Bordure de grotte de l'île de Thanedd
vanity_border_38167_title;Bordure de magie du feu
vanity_border_38168_title;Bordure de magie de l'air
vanity_border_38169_title;Bordure de magie spirituelle
vanity_border_38170_title;Bordure de magie de l'eau
vanity_border_38171_title;Bordure de magie des étoiles
vanity_border_38172_title;Bordure de bibliothèque
vanity_border_38173_title;Bordure de jarre paraffinée
vanity_border_38174_title;Bordure de pouvoir du savoir
vanity_border_38175_title;Bordure gothique de Dillingen
vanity_border_38176_title;Bordure de champ de citrouilles effrayant
vanity_border_38177_title;Bordure de dingue de chauves-souris
vanity_border_38178_title;Bordure d'essence d'ail
vanity_border_38179_title;Bordure de dernière demeure
vanity_border_38180_title;Bordure de rage sanguinaire
vanity_border_38181_title;Bordure de vieux portrait
vanity_border_38182_title;Bordure de besace d'herboriste
vanity_border_38183_title;Bordure des enfants de la nuit
vanity_border_38184_title;Bordure super cyan
vanity_border_38185_title;Bordure de pierre
vanity_border_38186_title;Bordure de brume rouge
vanity_border_38187_title;Bordure violet nuit
vanity_border_38188_title;Bordure des Dames de la forêt
vanity_border_38189_title;Bordure de tactiques avancées
vanity_border_38190_title;Bordure d'Échøp tricotant
vanity_border_38191_title;Bordure du Vengeur sombre
vanity_border_38192_title;Bordure du Vengeur doré
vanity_border_38193_title;Bordure du Vengeur pourpre
vanity_border_38194_title;Bordure du Vengeur de jade
vanity_border_38195_title;Bordure du Vengeur violet
vanity_border_38196_title;Bordure de roi des câlins
vanity_border_38197_title;Bordure de grande cuiller
vanity_border_38198_title;Bordure de vanité
vanity_border_38199_title;Bordure de musicien
vanity_border_38200_title;Bordure de harpe
vanity_border_38201_title;Bordure de taverne
vanity_border_38202_title;Bordure de parfum
vanity_border_38203_title;Bordure de nekker doré
vanity_border_38204_title;Bordure du soleil noir
vanity_border_38205_title;Bordure des Chasseurs de dragons de Crinfrid
vanity_border_38206_title;Bordure d'ours de Svalblod
vanity_border_38207_title;Bordure de cadeaux (20e anniversaire)
vanity_border_38208_title;Bordure de ruche
vanity_border_38209_title;Bordure de poigne squelettique
vanity_border_38210_title;Bordure de Koala
vanity_border_38211_title;Bordure de fête de Saovine
vanity_border_38212_title;Bordure de katakan
vanity_border_38213_title;Bordure du manoir d'Orianna
vanity_border_38214_title;Bordure de cimetière
vanity_border_38215_title;Bordure de magie de la terre
vanity_border_38216_title;Bordure ailée
vanity_border_38217_title;Bordure de la nature
vanity_border_38218_title;Bordure de peintre d'été
vanity_border_38219_title;Bordure de cambriolage
vanity_border_38221_title;Bordure de fragments de fer
vanity_border_38222_title;Bordure épineuse
vanity_border_38223_title;Bordure de soldat
vanity_border_38224_title;Bordure du plus zoli guerrier
vanity_border_38225_title;Bordure du chercheur Échøp
vanity_border_38512_title;World Masters S2
vanity_border_description_apprentice;Récompense pour avoir atteint le rang 6 en mode Partie classée.
vanity_border_description_default;Disponible pour tous.
vanity_border_description_grand_master;Récompense pour avoir atteint le rang 21 en mode Partie classée.
vanity_border_description_journeyman;Récompense pour avoir atteint le rang 9 en mode Partie classée.
vanity_border_description_knight;Récompense pour avoir atteint le rang 15 en mode Partie classée.
vanity_border_description_master;Récompense pour avoir atteint le rang 18 en mode Partie classée.
vanity_border_description_novice;Récompense pour avoir atteint le rang 3 en mode Partie classée.
vanity_border_description_squire;Récompense pour avoir atteint le rang 12 en mode Partie classée.
vanity_border_title_apprentice;Bordure d'apprenti
vanity_border_title_default;Pas de bordure
vanity_border_title_grand_master;Bordure de grand maître
vanity_border_title_journeyman;Bordure de compagnon
vanity_border_title_knight;Bordure de biseauteur
vanity_border_title_master;Bordure de maître
vanity_border_title_novice;Bordure de novice
vanity_border_title_squire;Bordure d'expert
vanity_cardback_48428_title;Avatar de lapin
vanity_cardback_60001_title;Dos de carte de la Saison du Loup
vanity_cardback_60002_title;Dos de carte de la Saison de l'Amour
vanity_cardback_60003_title;Dos de carte de la Saison de l'Ours
vanity_cardback_60004_title;Dos de carte de la Saison des Elfes
vanity_cardback_60005_title;Dos de carte de la Saison de la Vipère
vanity_cardback_60006_title;Dos de carte de la Saison de la Magie
vanity_cardback_60007_title;Dos de carte de la Saison du Griffon
vanity_cardback_60008_title;Dos de carte de la Saison du Draconide
vanity_cardback_60009_title;Dos de carte de la Saison de la Dryade
vanity_cardback_60010_title;Dos de carte de la Saison du Chat
vanity_cardback_60011_title;Dos de carte de la Saison de Mahakam
vanity_cardback_60012_title;Dos de carte de la Saison de la Chasse Sauvage
vanity_cardback_60013_title;Dos de carte de la lune rousse
vanity_cardback_60014_title;Dos de carte animé du Feu Éternel
vanity_cardback_60015_title;Dos de carte animé du Feu Spectral
vanity_cardback_60016_title;Dos de carte de la lune de lilas
vanity_cardback_60017_title;Dos de carte de néophyte
vanity_cardback_60018_title;Dos de carte d'éclat azur
vanity_cardback_60019_title;Dos de carte animé de Feu perpétuel
vanity_cardback_60020_title;Dos de carte d'éclat ambré
vanity_cardback_60021_title;Dos de carte d'éclat de minuit
vanity_cardback_60022_title;Dos de carte de la Lyrie
vanity_cardback_60023_title;Dos de carte
vanity_cardback_60024_title;Dos de carte de Merchants of Ofir
vanity_cardback_60025_title;Dos de carte de l'hiver
vanity_cardback_60026_title;Dos de carte de blizzard
vanity_cardback_60027_title;Dos de carte de rat
vanity_cardback_60028_title;Dos de carte de rat lunaire
vanity_cardback_60029_title;Dos de carte de Shani
vanity_cardback_60030_title;Dos de carte de Triss
vanity_cardback_60031_title;Dos de carte de Yennefer
vanity_cardback_60032_title;Dos de carte des égouts
vanity_cardback_60033_title;Dos de carte des bois sacrés
vanity_cardback_60034_title;Dos de carte de Kaer Morhen
vanity_cardback_60035_title;Dos de carte de leshen
vanity_cardback_60036_title;Dos de carte des signes de sorceleur
vanity_cardback_60037_title;Dos de carte du roi des rats
vanity_cardback_60040_title;Dos de carte de la Saison de l'Ours
vanity_cardback_60049_title;Dos de carte de la saison 1
vanity_cardback_60050_title;Dos de carte de la Saison des Elfes
vanity_cardback_60051_title;Dos de carte de la Saison de la Vipère
vanity_cardback_60052_title;Dos de carte de la Saison de la Magie
vanity_cardback_60053_title;Dos de carte de la Saison du Griffon
vanity_cardback_60054_title;Dos de carte de la Saison du Draconide
vanity_cardback_60055_title;Dos de carte de la Saison de la Dryade
vanity_cardback_60056_title;Dos de carte de la Saison du Chat
vanity_cardback_60057_title;Dos de carte de la Saison de Mahakam
vanity_cardback_60058_title;Dos de carte de la Saison de la Chasse Sauvage
vanity_cardback_60059_title;Dos de carte de la Saison du Loup
vanity_cardback_60060_title;Dos de carte de la Saison de l'Amour
vanity_cardback_60061_title;Dos de carte évolutif d'arbre éternel
vanity_cardback_60064_title;Dos de carte évolutif d'arbre sinistre
vanity_cardback_60067_title;Dos de carte de poursuite de la Chasse Sauvage
vanity_cardback_60068_title;Dos de carte de portail de fuite
vanity_cardback_60069_title;Dos de carte de possession du feu
vanity_cardback_60070_title;Dos de carte de dernier adieu
vanity_cardback_60071_title;Dos de carte de la double croix
vanity_cardback_60072_title;Dos de carte de modification génétique
vanity_cardback_60073_title;Dos de carte d'autel de sphinx
vanity_cardback_60074_title;Dos de carte d'alchimie
vanity_cardback_60075_title;Dos de carte du siège au pont sur la Iaruga
vanity_cardback_60076_title;Dos de carte de la saison 2
vanity_cardback_60077_title;Dos de carte de vampire endommagé
vanity_cardback_60078_title;Dos de carte de nain spectral
vanity_cardback_60079_title;Dos de carte du soleil et de la lune
vanity_cardback_60081_title;Dos de carte SAMURAI
vanity_cardback_60082_title;Dos de carte des Monstres
vanity_cardback_60083_title;Dos de carte des Scoia'tael
vanity_cardback_60084_title;Dos de carte du Nilfgaard
vanity_cardback_60085_title;Dos de carte de Skellige
vanity_cardback_60086_title;Dos de carte des Royaumes du Nord
vanity_cardback_60087_title;Dos de carte du Syndicat
vanity_cardback_60088_title;Dos de carte métallique des Monstres
vanity_cardback_60089_title;Dos de carte métallique des Scoia'tael
vanity_cardback_60090_title;Dos de carte métallique du Nilfgaard
vanity_cardback_60091_title;Dos de carte métallique de Skellige
vanity_cardback_60092_title;Dos de carte métallique des Royaumes du Nord
vanity_cardback_60093_title;Dos de carte métallique du Syndicat
vanity_cardback_60094_title;Dos de carte de rencontre
vanity_cardback_60095_title;Dos de carte d'Ouroboros
vanity_cardback_60096_title;Dos de carte de restauration
vanity_cardback_60097_title;Dos de carte d'éclat de glace
vanity_cardback_60098_title;Dos de carte d'amour tragique
vanity_cardback_60099_title;Dos de carte de partenaires en tournée
vanity_cardback_60100_title;Dos de carte de bœuf lunaire
vanity_cardback_60101_title;Dos de carte du Grand chêne
vanity_cardback_60102_title;Dos de carte de l'hiver
vanity_cardback_60103_title;Dos de carte du printemps
vanity_cardback_60104_title;Dos de carte de l'été
vanity_cardback_60105_title;Dos de carte de l'automne
vanity_cardback_60105_tittle;Dos de carte de l'automne
vanity_cardback_60106_title;Dos de carte de la saison 3
vanity_cardback_60107_title;Dos de carte de célébration
vanity_cardback_60108_title;Dos de carte de Brokilone
vanity_cardback_60109_title;Dos de carte de conseillère de Foltest
vanity_cardback_60110_title;Dos de carte de la Grêle de Merigold
vanity_cardback_60111_title;Dos de carte de magie curative
vanity_cardback_60112_title;Dos de carte de bouffon
vanity_cardback_60113_title;Dos de carte de site d'Énergie
vanity_cardback_60114_title;Dos de carte manuscrit de site d'Énergie
vanity_cardback_60115_title;Dos de carte de Philippa aveugle
vanity_cardback_60116_title;Dos de carte de Vilgefortz
vanity_cardback_60117_title;Dos de carte de salle du trône abandonnée
vanity_cardback_60118_title;Dos de carte manuscrit de salle du trône abandonnée
vanity_cardback_60119_title;Dos de carte de Yennefer
vanity_cardback_60120_title;Dos de carte de Triss
vanity_cardback_60121_title;Dos de carte du duc des chiens
vanity_cardback_60122_title;Dos de carte de Gwent
vanity_cardback_60123_title;Dos de carte d'Ambroisie
vanity_cardback_60124_title;Dos de carte de Fuselle
vanity_cardback_60125_title;Dos de carte de Soupir
vanity_cardback_60126_title;Dos de carte de carnage
vanity_cardback_60127_title;Dos de carte d'ombre du cimetière
vanity_cardback_60128_title;Dos de carte de Régis et Geralt
vanity_cardback_60129_title;Dos de carte d'Emiel Régis
vanity_cardback_60130_title;Dos de carte de Régis le vampire
vanity_cardback_60132_title;Dos de carte d'Échøp tricotant
vanity_cardback_60133_title;Dos de carte d'aventure
vanity_cardback_60134_title;Dos de carte standard
vanity_cardback_60135_title;Dos de carte d'élite
vanity_cardback_60136_title;Dos de carte de boss
vanity_cardback_60137_title;Dos de carte de tigre lunaire
vanity_cardback_60138_title;Dos de carte de Jaskier et Dijkstra
vanity_cardback_60139_title;Dos de carte de Jaskier et Geralt
vanity_cardback_60140_title;Dos de carte de fête de succubes
vanity_cardback_60141_title;Dos de carte d'inspiration créative
vanity_cardback_60142_title;Dos de carte de Dijkstra et Jaskier
vanity_cardback_60143_title;Dos de carte de Geralt et Jaskier
vanity_cardback_60144_title;Dos de carte des moments du jour
vanity_cardback_60145_title;Dos de carte de fiole de savoir interdit
vanity_cardback_60146_title;Dos de carte de la malédiction du soleil noir
vanity_cardback_60147_title;Dos de carte d'histoire d'amants fâchés
vanity_cardback_60148_title;Dos de carte de Dagon
vanity_cardback_60149_title;Dos de carte de tueur de goules
vanity_cardback_60150_title;Dos de carte de Ciri et les Moires
vanity_cardback_60151_title;Dos de carte de la Dame de l'Espace et du Temps
vanity_cardback_60152_title;Dos de carte de la Quatorzième du Mont
vanity_cardback_60153_title;Dos de carte de médecin itinérante
vanity_cardback_60154_title;Dos de carte de Yanka
vanity_cardback_60155_title;Dos de carte de mutation génétique
vanity_cardback_60156_title;Dos de carte de maîtrise du chaos
vanity_cardback_60157_title;Dos de carte de magie de la nature
vanity_cardback_60158_title;Dos de carte de magiciens
vanity_cardback_60159_title;Dos de carte de fête
vanity_cardback_60160_title;Dos de carte de gâteau
vanity_cardback_60161_title;Dos de carte du chercheur de cailloux scintillants
vanity_cardback_60162_title;Dos de carte d'anatomie de katakan
vanity_cardback_60163_title;Dos de carte de Régis le sang-mêlé et Geralt
vanity_cardback_60164_title;Dos de carte de Geralt et Régis le sang-mêlé
vanity_cardback_60165_title;Dos de carte de katakan
vanity_cardback_60166_title;Dos de carte de Keira Metz
vanity_cardback_60167_title;Dos de carte de Sabrina Glevissig
vanity_cardback_60168_title;Dos de carte de nature sauvage
vanity_cardback_60169_title;Dos de carte de médecin de peste
vanity_cardback_60170_title;Dos de carte de voyage prochain
vanity_cardback_60171_title;Dos de carte de dieu solitaire
vanity_cardback_60172_title;Dos de carte de dieu glouton
vanity_cardback_60173_title;Dos de carte de la saison 4
vanity_cardback_60174_title;Dos de carte de lapin lunaire
vanity_cardback_60175_title;Dos de carte d'amour interdit
vanity_cardback_60176_title;Dos de carte de fruit de l'amour
vanity_cardback_60177_title;Dos de carte de Yennefer et Geralt
vanity_cardback_60178_title;Dos de carte de Triss et Geralt
vanity_cardback_60179_title;Dos de carte du chercheur de poussières de météorite
vanity_cardback_60180_title;Dos de carte du cycle estival
vanity_cardback_60181_title;Dos de carte du cycle estival
vanity_cardback_60182_title;Dos de carte du cycle estival
vanity_cardback_60183_title;Dos de carte du cycle estival
vanity_cardback_60184_title;Dos de carte du cycle estival
vanity_cardback_60185_title;Dos de carte du cycle estival
vanity_cardback_60186_title;Dos de carte du cycle automnal
vanity_cardback_60187_title;Dos de carte du cycle automnal
vanity_cardback_60188_title;Dos de carte du cycle automnal
vanity_cardback_60189_title;Dos de carte du cycle automnal
vanity_cardback_60190_title;Dos de carte du cycle automnal
vanity_cardback_60191_title;Dos de carte du cycle automnal
vanity_cardback_60192_title;Dos de carte du cycle hivernal
vanity_cardback_60193_title;Dos de carte du cycle hivernal
vanity_cardback_60194_title;Dos de carte du cycle hivernal
vanity_cardback_60195_title;Dos de carte du cycle hivernal
vanity_cardback_60196_title;Dos de carte du cycle hivernal
vanity_cardback_60197_title;Dos de carte du cycle hivernal
vanity_cardback_60198_title;Dos de carte du cycle printanier
vanity_cardback_60199_title;Dos de carte du cycle printanier
vanity_cardback_60200_title;Dos de carte du cycle printanier
vanity_cardback_60201_title;Dos de carte du cycle printanier
vanity_cardback_60202_title;Dos de carte du cycle printanier
vanity_cardback_60203_title;Dos de carte de taverne
vanity_cardback_60204_title;Dos de carte de corbeau et d'hirondelle
vanity_cardback_60205_title;Dos de carte de plaisantin
vanity_cardback_60206_title;Dos de carte d'arbre éternel
vanity_cardback_60207_title;Dos de carte d'arbre sinistre
vanity_cardback_60208_title;Dos de carte de mi-saison
vanity_cardback_60210_title;Dos de carte d'ancre abyssale
vanity_cardback_61001_title;Dos de carte des Monstres
vanity_cardback_61002_title;Dos de carte du Nilfgaard
vanity_cardback_61003_title;Dos de carte des Royaumes du Nord
vanity_cardback_61004_title;Dos de carte des Scoia'tael
vanity_cardback_61005_title;Dos de carte de Skellige
vanity_cardback_61006_title;Dos de carte du Syndicat
vanity_cardback_halloween_2020_cardback_tip_desc;Remportez des parties pour mettre la main sur des trésors oubliés des nains. Vous trouverez peut-être ce dos de carte dans le tas, qui sait ?
vanity_coin_70000_title;Pièce basique
vanity_coin_70001_title;Pièce d'Ablette
vanity_coin_70002_title;Pièce des signes de sorceleur
vanity_coin_70003_title;Pièce de l'École du Loup
vanity_coin_70004_title;Pièce de l'alchimie
vanity_coin_70005_title;Pièce de Kaer Morhen
vanity_coin_70006_title;Pièce des épées croisées
vanity_coin_70007_title;Pièce de l'hirondelle
vanity_coin_70008_title;Pièce du patin à glace
vanity_coin_70009_title;Pièce du pendentif du Chat
vanity_coin_70010_title;Pièce de l'épée
vanity_coin_70011_title;Pièce du Loup
vanity_coin_70012_title;Pièce de la licorne
vanity_coin_70013_title;Pièce SAMURAI
vanity_coin_70014_title;Pièce du scarabée
vanity_coin_70015_title;Pièce de l'œil de dieu
vanity_coin_70016_title;Pièce de la lune
vanity_coin_70017_title;Pièce des phases de la lune
vanity_coin_70018_title;Pièce du cercle d'invocation
vanity_coin_70019_title;Pièce du soleil
vanity_coin_70020_title;Pièce de Rarog de glace
vanity_coin_70021_title;Pièce du masque d'Ouroboros
vanity_coin_70022_title;Pièce de la potion
vanity_coin_70023_title;Pièce du sceau
vanity_coin_70024_title;Pièce du crâne
vanity_coin_70025_title;Pièce de l'étoile
vanity_coin_70026_title;Pièce de la licorne
vanity_coin_70027_title;Pièce porte-bonheur
vanity_coin_70028_title;Pièce de l'hiver
vanity_coin_70029_title;Pièce du printemps
vanity_coin_70030_title;Pièce de l'été
vanity_coin_70031_title;Pièce de l'automne
vanity_coin_70031_tittle;Pièce de l'automne
vanity_coin_70033_title;Pièce du livre enflammé
vanity_coin_70034_title;Pièce de la rose de souvenance
vanity_coin_70035_title;Pièce du médaillon de Triss
vanity_coin_70036_title;Pièce de la conseillère de Foltest
vanity_coin_70037_title;Pièce de la boule de feu
vanity_coin_70038_title;Pièce des papillons
vanity_coin_70039_title;Pièce du bûcher
vanity_coin_70040_title;Pièce de Geralt
vanity_coin_70041_title;Pièce de Ciri
vanity_coin_70042_title;Pièce de Yennefer
vanity_coin_70043_title;Pièce d'œil
vanity_coin_70044_title;Pièce de plante
vanity_coin_70045_title;Pièce de lune
vanity_coin_70046_title;Pièce de potion
vanity_coin_70047_title;Pièce de prisme
vanity_coin_70048_title;Pièce de sphères
vanity_coin_70049_title;Pièce du chaudron
vanity_coin_70050_title;Pièce de l'alchimiste
vanity_coin_70051_title;Pièce du cimetière
vanity_coin_70052_title;Pièce de la magie du sang
vanity_coin_70053_title;Pièce d'ouroboros
vanity_coin_70054_title;Pièce de luth
vanity_coin_70055_title;Pièce de poème
vanity_coin_70056_title;Pièce de chapeau de barde
vanity_coin_70057_title;Pièce de flacon de parfum
vanity_coin_70058_title;Pièce de la lumière du jour
vanity_coin_70059_title;Pièce de l'éclipse
vanity_coin_70060_title;Pièce de la nuit
vanity_coin_70061_title;Pièce du crapaud maudit
vanity_coin_70062_title;Pièce du casse-tête mystérieux
vanity_coin_70063_title;Pièce de la malédiction du soleil noir
vanity_coin_70064_title;Pièce de héraut des crises
vanity_coin_70065_title;Pièce de Svalblod
vanity_coin_70066_title;Pièce du Doyen des Invisibles
vanity_coin_70067_title;Pièce du Tout-puissant
vanity_coin_70068_title;Pièce du corbeau et de l'hirondelle
vanity_coin_70072_title;Pièce du chercheur Échøp
vanity_deck_mon;Jeu des Monstres
vanity_deck_nil;Jeu du Nilfgaard
vanity_deck_nor;Jeu des Royaumes du Nord
vanity_deck_sco;Jeu des Scoia'tael
vanity_deck_ske;Jeu de Skellige
vanity_deck_syn;Jeu du Syndicat
vanity_faction_challenge_title_description;Récompense déverrouillée grâce aux défis de factions
vanity_full body_80291_title;Vampire complet
vanity_full body_80292_title;Vampire aveugle comme une chauve-souris
vanity_full body_80293_title;Vieux vampire
vanity_gameboard_50001_title;Plateau des Monstres
vanity_gameboard_50002_title;Plateau du Nilfgaard
vanity_gameboard_50003_title;Plateau des Royaumes du Nord
vanity_gameboard_50004_title;Plateau des Scoia'tael
vanity_gameboard_50005_title;Plateau de Skellige
vanity_gameboard_50006_title;Plateau du Syndicat
vanity_gameboard_50011_title;Plateau de Lyrie
vanity_gameboard_50012_title;Plateau de bataille finie
vanity_gameboard_50013_title;Plateaude forteresse
vanity_gameboard_50019_title;Plateau sur la Iaruga
vanity_gameboard_50022_title;Plateau de printemps
vanity_gameboard_50023_title;Plateau de l'Esturgeon doré
vanity_gameboard_50025_title;Plateau de la Redania
vanity_gameboard_50026_title;Plateau du Naglfar
vanity_gameboard_50027_title;Plateau de l'hiver
vanity_gameboard_50028_title;Plateau du Naglfar
vanity_gameboard_50029_title;Plateau du rat lunaire
vanity_gameboard_50030_title;Plateau du tigre lunaire
vanity_gameboard_50031_title;Plateau des égouts
vanity_gameboard_50032_title;Plateau de brasier
vanity_gameboard_50033_title;Plateau de monde étrange
vanity_gameboard_50034_title;Plateau oublié
vanity_gameboard_50035_title;Plateau de la fierté de Demavend
vanity_gameboard_50036_title;Plateau de clairière de pissenlits
vanity_gameboard_50037_title;Plateau de Iamurlak
vanity_gameboard_50038_title;Plateau du laboratoire d'Alzur
vanity_gameboard_50039_title;Plateau de l'hiver
vanity_gameboard_50040_title;Plateau de jeu du printemps
vanity_gameboard_50041_title;Plateau de l'été
vanity_gameboard_50042_title;Plateau de l'automne
vanity_gameboard_50043_title;Plateau d'Il était un bûcher
vanity_gameboard_50044_title;Plateau du bureau de la directrice
vanity_gameboard_50045_title;Plateau de la grotte de l'île de Thanedd
vanity_gameboard_50046_title;Plateau de la grande salle
vanity_gameboard_50047_title;Plateau de salle nocturne
vanity_gameboard_50048_title;Plateau de salle en ruines
vanity_gameboard_50049_title;Plateau de salle de classe
vanity_gameboard_50050_title;Plateau de salle de classe abandonnée
vanity_gameboard_50051_title;Plateau de salle de nécromancie parfaite
vanity_gameboard_50052_title;Plateau du Grand chêne
vanity_gameboard_50053_title;Plateau de Saovine
vanity_gameboard_50054_title;Plateau de Yule
vanity_gameboard_50056_title;Plateau des sables du temps
vanity_gameboard_50057_title;Plateau de fête de l'amour
vanity_gameboard_50058_title;Plateau de la lumière du jour
vanity_gameboard_50059_title;Plateau de l'éclipse
vanity_gameboard_50060_title;Plateau du clair de lune
vanity_gameboard_50061_title;Plateau de laboratoire abandonné
vanity_gameboard_50062_title;Plateau de lendemain de fête
vanity_gameboard_50063_title;Plateau de cave du Tout-puissant
vanity_gameboard_50064_title;Plateau de l'Hôtel des ventes des frères Borsody
vanity_gameboard_default_title;Plateau de faction par défaut
vanity_h01_border_description;Récompense pour avoir terminé les défis de la Grande fête de la bière de Mahakam en mode Expert.
vanity_h01_border_title;Bordure de buveur expérimenté
vanity_h01_title;Buveur expérimenté
vanity_h01_title_description;Récompense pour avoir terminé les défis de la Grande fête de la bière de Mahakam en mode Expert.
vanity_h02_border_description;Récompense pour avoir terminé les défis de Saovine : la fête des morts en mode Expert.
vanity_h02_border_title;Bordure de vampire supérieur
vanity_h02_title;Vampire supérieur
vanity_h02_title_description;Récompense pour avoir terminé les défis de Saovine : la fête des morts en mode Expert.
vanity_h03_border_description;Récompense pour avoir terminé les défis de la chasse du solstice d'hiver en mode Standard.
vanity_h03_border_title;Bordure de renaissance
vanity_h03_title;Renaissance
vanity_h03_title_description;Récompense pour avoir terminé les défis de la chasse du solstice d'hiver en mode Standard.
vanity_h04_border_description;Récompense pour avoir terminé les défis du tournoi du Passiflore en mode Expert.
vanity_h04_border_title;Bordure de champion du Passiflore
vanity_h04_title;Champion du Passiflore
vanity_h04_title_description;Récompense pour avoir terminé les défis du tournoi du Passiflore en mode Expert.
vanity_head_80294_title;Emiel Régis (humain)
vanity_head_80295_title;Fantôme (humain)
